Time,Altitude_m,Altitude_ft,SoS_ft_s,AirDensity_slugft3,TransVel_ft_s,Mach,AoA_rad,AoA_deg,AoS_rad,AoS_deg,u_NED_ms,v_NED_ms,w_NED_ms,u_NED_fts,v_NED_fts,w_NED_fts,phi_rad,theta_rad,psi_rad,phi_deg,theta_deg,psi_deg,p_rads,q_rads,r_rads,p_degs,q_degs,r_degs
0.0000000000,9000.0000000000,29527.5600000000,996.8765845784,0.0009069480,590.5512000000,0.5924015160,0.0963962535,5.5230984886,-0.0000000000,-0.0000000000,179.9910000750,-0.0000000000,-1.7999700002,590.5216726861,-0.0000000000,-5.9054135753,-0.0000000000,0.1063962535,0.0000000000,-0.0000000000,6.0960562837,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0200000000,9000.0359992851,29527.6781078944,996.8760781515,0.0009069441,590.5447842199,0.5923953811,0.0963962135,5.5230961950,-0.0000000000,-0.0000000000,179.9890445710,0.0000000000,-1.7999576529,590.5152569903,0.0000000000,-5.9053730661,-0.0000000000,0.1063962536,0.0000000000,-0.0000000000,6.0960562846,0.0000000000,0.0000000000,0.0000000021,0.0000000000,0.0000000000,0.0000001230,0.0000000000
0.0400000000,9000.0719982721,29527.7962148112,996.8755717288,0.0009069401,590.5383699217,0.5923892476,0.0963962019,5.5230955292,-0.0000000000,-0.0000000000,179.9870895696,0.0000000000,-1.7999402097,590.5088429436,0.0000000000,-5.9053158375,-0.0000000000,0.1063962536,0.0000000000,-0.0000000000,6.0960562896,0.0000000000,0.0000000000,0.0000000067,0.0000000000,0.0000000000,0.0000003861,0.0000000000
0.0600000000,9000.1079968599,29527.9143204178,996.8750653118,0.0009069362,590.5319571062,0.5923831157,0.0963962184,5.5230964732,-0.0000000000,-0.0000000000,179.9851350706,0.0000000000,-1.7999177309,590.5024305450,0.0000000000,-5.9052420883,-0.0000000000,0.1063962538,0.0000000000,-0.0000000000,6.0960562999,0.0000000000,0.0000000000,0.0000000111,0.0000000000,0.0000000000,0.0000006333,0.0000000000
0.0800000000,9000.1439949482,29528.0324243859,996.8745589017,0.0009069323,590.5255457747,0.5923769851,0.0963962626,5.5230990060,-0.0000000000,-0.0000000000,179.9831810737,0.0000000000,-1.7998902764,590.4960197937,0.0000000000,-5.9051520145,-0.0000000000,0.1063962541,0.0000000000,-0.0000000000,6.0960563138,0.0000000000,0.0000000000,0.0000000124,0.0000000000,0.0000000000,0.0000007116,0.0000000000
0.1000000000,9000.1799924382,29528.1505263908,996.8740525001,0.0009069284,590.5191359282,0.5923708561,0.0963963341,5.5231031042,-0.0000000000,-0.0000000000,179.9812275785,0.0000000000,-1.7998579052,590.4896106888,0.0000000000,-5.9050458098,-0.0000000000,0.1063962543,0.0000000000,-0.0000000000,6.0960563263,0.0000000000,0.0000000000,0.0000000082,0.0000000000,0.0000000000,0.0000004715,0.0000000000
0.1200000000,9000.2159892320,29528.2686261120,996.8735461083,0.0009069245,590.5127275679,0.5923647286,0.0963964325,5.5231087415,-0.0000000000,-0.0000000000,179.9792745850,0.0000000000,-1.7998206754,590.4832032295,0.0000000000,-5.9049236648,-0.0000000000,0.1063962543,0.0000000000,-0.0000000000,6.0960563296,0.0000000000,0.0000000000,-0.0000000041,0.0000000000,0.0000000000,-0.0000002324,0.0000000000
0.1400000000,9000.2519852332,29528.3867232324,996.8730397276,0.0009069206,590.5063206948,0.5923586025,0.0963965572,5.5231158890,-0.0000000000,-0.0000000000,179.9773220928,0.0000000000,-1.7997786440,590.4767974151,0.0000000000,-5.9047857665,-0.0000000000,0.1063962540,0.0000000000,-0.0000000000,6.0960563129,0.0000000000,0.0000000000,-0.0000000269,0.0000000000,0.0000000000,-0.0000015418,0.0000000000
0.1600000000,9000.2879803462,29528.5048174389,996.8725333595,0.0009069167,590.4999153103,0.5923524779,0.0963967078,5.5231245155,-0.0000000000,-0.0000000000,179.9753701019,0.0000000000,-1.7997318671,590.4703932450,0.0000000000,-5.9046322988,-0.0000000000,0.1063962532,0.0000000000,-0.0000000000,6.0960562629,0.0000000000,0.0000000000,-0.0000000627,0.0000000000,0.0000000000,-0.0000035942,0.0000000000
0.1800000000,9000.3239744766,29528.6229084218,996.8720270051,0.0009069128,590.4935114160,0.5923463548,0.0963968836,5.5231345874,-0.0000000000,-0.0000000000,179.9734186120,0.0000000000,-1.7996803993,590.4639907190,0.0000000000,-5.9044634411,-0.0000000000,0.1063962514,0.0000000000,-0.0000000000,6.0960561633,0.0000000000,0.0000000000,-0.0000001138,0.0000000000,0.0000000000,-0.0000065226,0.0000000000
0.2000000000,9000.3599675312,29528.7409958751,996.8715206659,0.0009069089,590.4871090133,0.5923402332,0.0963970840,5.5231460689,-0.0000000000,-0.0000000000,179.9714676232,0.0000000000,-1.7996242941,590.4575898369,0.0000000000,-5.9042793691,-0.0000000000,0.1063962485,0.0000000000,-0.0000000000,6.0960559953,0.0000000000,0.0000000000,-0.0000001825,0.0000000000,0.0000000000,-0.0000104555,0.0000000000
0.2200000000,9000.3959594178,29528.8590794962,996.8710143431,0.0009069049,590.4807081042,0.5923341130,0.0963973083,5.5231589221,-0.0000000000,-0.0000000000,179.9695171355,0.0000000000,-1.7995636038,590.4511905988,0.0000000000,-5.9040802538,-0.0000000000,0.1063962440,0.0000000000,-0.0000000000,6.0960557376,0.0000000000,0.0000000000,-0.0000002708,0.0000000000,0.0000000000,-0.0000155167,0.0000000000
0.2400000000,9000.4319500451,29528.9771589861,996.8705080380,0.0009069010,590.4743086906,0.5923279944,0.0963975559,5.5231731072,-0.0000000000,-0.0000000000,179.9675671490,0.0000000000,-1.7994983789,590.4447930050,0.0000000000,-5.9038662615,-0.0000000000,0.1063962375,0.0000000000,-0.0000000000,6.0960553663,0.0000000000,0.0000000000,-0.0000003809,0.0000000000,0.0000000000,-0.0000218252,0.0000000000
0.2600000000,9000.4679393230,29529.0952340486,996.8700017519,0.0009068971,590.4679107747,0.5923218772,0.0963978260,5.5231885824,-0.0000000000,-0.0000000000,179.9656176638,0.0000000000,-1.7994286688,590.4383970562,0.0000000000,-5.9036375539,-0.0000000000,0.1063962286,0.0000000000,-0.0000000000,6.0960548555,0.0000000000,0.0000000000,-0.0000005148,0.0000000000,0.0000000000,-0.0000294949,0.0000000000
0.2800000000,9000.5039271623,29529.2133043911,996.8694954861,0.0009068932,590.4615143592,0.5923157615,0.0963981178,5.5232053043,-0.0000000000,-0.0000000000,179.9636686804,0.0000000000,-1.7993545211,590.4320027533,0.0000000000,-5.9033942871,-0.0000000000,0.1063962168,0.0000000000,-0.0000000000,6.0960541767,0.0000000000,0.0000000000,-0.0000006743,0.0000000000,0.0000000000,-0.0000386345,0.0000000000
0.3000000000,9000.5399134746,29529.3313697240,996.8689892417,0.0009068893,590.4551194469,0.5923096473,0.0963984307,5.5232232279,-0.0000000000,-0.0000000000,179.9617201990,0.0000000000,-1.7992759818,590.4256100977,0.0000000000,-5.9031366122,-0.0000000000,0.1063962015,0.0000000000,-0.0000000000,6.0960532996,0.0000000000,0.0000000000,-0.0000008613,0.0000000000,0.0000000000,-0.0000493477,0.0000000000
0.3200000000,9000.5758981726,29529.4494297606,996.8684830200,0.0009068854,590.4487260409,0.5923035346,0.0963987636,5.5232423067,-0.0000000000,-0.0000000000,179.9597722202,0.0000000000,-1.7991930953,590.4192190909,0.0000000000,-5.9028646748,-0.0000000000,0.1063961821,0.0000000000,-0.0000000000,6.0960521917,0.0000000000,0.0000000000,-0.0000010774,0.0000000000,0.0000000000,-0.0000617327,0.0000000000
0.3400000000,9000.6118811697,29529.5674842169,996.8679768223,0.0009068815,590.4423341446,0.5922974234,0.0963991159,5.5232624926,-0.0000000000,-0.0000000000,179.9578247446,0.0000000000,-1.7991059042,590.4128297351,0.0000000000,-5.9025786146,-0.0000000000,0.1063961582,0.0000000000,-0.0000000000,6.0960508186,0.0000000000,0.0000000000,-0.0000013244,0.0000000000,0.0000000000,-0.0000758822,0.0000000000
0.3600000000,9000.6478623803,29529.6855328119,996.8674706497,0.0009068776,590.4359437619,0.5922913137,0.0963994867,5.5232837367,-0.0000000000,-0.0000000000,179.9558777730,0.0000000000,-1.7990144492,590.4064420327,0.0000000000,-5.9022785657,-0.0000000000,0.1063961289,0.0000000000,-0.0000000000,6.0960491441,0.0000000000,0.0000000000,-0.0000016037,0.0000000000,0.0000000000,-0.0000918836,0.0000000000
0.3800000000,9000.6838417195,29529.8035752671,996.8669645034,0.0009068737,590.4295548969,0.5922852055,0.0963998751,5.5233059886,-0.0000000000,-0.0000000000,179.9539313062,0.0000000000,-1.7989187696,590.4000559866,0.0000000000,-5.9019646559,-0.0000000000,0.1063960938,0.0000000000,-0.0000000000,6.0960471303,0.0000000000,0.0000000000,-0.0000019167,0.0000000000,0.0000000000,-0.0001098185,0.0000000000
0.4000000000,9000.7198191032,29529.9216113065,996.8664583846,0.0009068698,590.4231675543,0.5922790988,0.0964002802,5.5233291971,-0.0000000000,-0.0000000000,179.9519853453,0.0000000000,-1.7988189023,590.3936716002,0.0000000000,-5.9016370073,-0.0000000000,0.1063960520,0.0000000000,-0.0000000000,6.0960447379,0.0000000000,0.0000000000,-0.0000022648,0.0000000000,0.0000000000,-0.0001297632,0.0000000000
0.4200000000,9000.7557944479,29530.0396406566,996.8659522945,0.0009068659,590.4167817391,0.5922729936,0.0964007010,5.5233533103,-0.0000000000,-0.0000000000,179.9500398914,0.0000000000,-1.7987148826,590.3872888772,0.0000000000,-5.9012957356,-0.0000000000,0.1063960029,0.0000000000,-0.0000000000,6.0960419259,0.0000000000,0.0000000000,-0.0000026492,0.0000000000,0.0000000000,-0.0001517880,0.0000000000
0.4400000000,9000.7917676710,29530.1576630459,996.8654462343,0.0009068619,590.4103974565,0.5922668899,0.0964011367,5.5233782751,-0.0000000000,-0.0000000000,179.9480949458,0.0000000000,-1.7986067440,590.3809078220,0.0000000000,-5.9009409500,-0.0000000000,0.1063959458,0.0000000000,-0.0000000000,6.0960386521,0.0000000000,0.0000000000,-0.0000030710,0.0000000000,0.0000000000,-0.0001759579,0.0000000000
0.4600000000,9000.8277386904,29530.2756782052,996.8649402051,0.0009068580,590.4040147125,0.5922607877,0.0964015864,5.5234040382,-0.0000000000,-0.0000000000,179.9461505100,0.0000000000,-1.7984945178,590.3745284392,0.0000000000,-5.9005727537,-0.0000000000,0.1063958798,0.0000000000,-0.0000000000,6.0960348729,0.0000000000,0.0000000000,-0.0000035314,0.0000000000,0.0000000000,-0.0002023319,0.0000000000
0.4800000000,9000.8637074247,29530.3936858673,996.8644342080,0.0009068541,590.3976335133,0.5922546871,0.0964020490,5.5234305456,-0.0000000000,-0.0000000000,179.9442065856,0.0000000000,-1.7983782334,590.3681507343,0.0000000000,-5.9001912432,-0.0000000000,0.1063958043,0.0000000000,-0.0000000000,6.0960305438,0.0000000000,0.0000000000,-0.0000040311,0.0000000000,0.0000000000,-0.0002309635,0.0000000000
0.5000000000,9000.8996737929,29530.5116857667,996.8639282442,0.0009068502,590.3912538657,0.5922485879,0.0964025237,5.5234577430,-0.0000000000,-0.0000000000,179.9422631744,0.0000000000,-1.7982579182,590.3617747130,0.0000000000,-5.8997965084,-0.0000000000,0.1063957183,0.0000000000,-0.0000000000,6.0960256190,0.0000000000,0.0000000000,-0.0000045710,0.0000000000,0.0000000000,-0.0002619003,0.0000000000
0.5200000000,9000.9356377147,29530.6296776400,996.8634223148,0.0009068463,590.3848757768,0.5922424904,0.0964030095,5.5234855759,-0.0000000000,-0.0000000000,179.9403202782,0.0000000000,-1.7981335978,590.3554003816,0.0000000000,-5.8993886330,-0.0000000000,0.1063956212,0.0000000000,-0.0000000000,6.0960200521,0.0000000000,0.0000000000,-0.0000051519,0.0000000000,0.0000000000,-0.0002951847,0.0000000000
0.5400000000,9000.9715991103,29530.7476612250,996.8629164209,0.0009068424,590.3784992543,0.5922363943,0.0964035054,5.5235139893,-0.0000000000,-0.0000000000,179.9383778993,0.0000000000,-1.7980052956,590.3490277471,0.0000000000,-5.8989676939,-0.0000000000,0.1063955120,0.0000000000,-0.0000000000,6.0960137957,0.0000000000,0.0000000000,-0.0000057745,0.0000000000,0.0000000000,-0.0003308530,0.0000000000
0.5600000000,9001.0075579001,29530.8656362611,996.8624105637,0.0009068385,590.3721243064,0.5922302998,0.0964040105,5.5235429287,-0.0000000000,-0.0000000000,179.9364360398,0.0000000000,-1.7978730329,590.3426568168,0.0000000000,-5.8985337614,-0.0000000000,0.1063953899,0.0000000000,-0.0000000000,6.0960068019,0.0000000000,0.0000000000,-0.0000064391,0.0000000000,0.0000000000,-0.0003689361,0.0000000000
0.5800000000,9001.0435140053,29530.9836024892,996.8619047443,0.0009068346,590.3657509417,0.5922242069,0.0964045238,5.5235723392,-0.0000000000,-0.0000000000,179.9344947022,0.0000000000,-1.7977368294,590.3362875988,0.0000000000,-5.8980868993,-0.0000000000,0.1063952541,0.0000000000,-0.0000000000,6.0959990220,0.0000000000,0.0000000000,-0.0000071464,0.0000000000,0.0000000000,-0.0004094595,0.0000000000
0.6000000000,9001.0794673472,29531.1015596513,996.8613989637,0.0009068307,590.3593791694,0.5922181156,0.0964050444,5.5236021664,-0.0000000000,-0.0000000000,179.9325538891,0.0000000000,-1.7975967024,590.3299201015,0.0000000000,-5.8976271650,-0.0000000000,0.1063951038,0.0000000000,-0.0000000000,6.0959904071,0.0000000000,0.0000000000,-0.0000078966,0.0000000000,0.0000000000,-0.0004524431,0.0000000000
0.6200000000,9001.1154178474,29531.2195074904,996.8608932231,0.0009068268,590.3530089990,0.5922120258,0.0964055713,5.5236323561,-0.0000000000,-0.0000000000,179.9306136033,0.0000000000,-1.7974526673,590.3235543341,0.0000000000,-5.8971546090,-0.0000000000,0.1063949380,0.0000000000,-0.0000000000,6.0959809078,0.0000000000,0.0000000000,-0.0000086900,0.0000000000,0.0000000000,-0.0004979015,0.0000000000
0.6400000000,9001.1513654279,29531.3374457505,996.8603875236,0.0009068229,590.3466404408,0.5922059376,0.0964061036,5.5236628543,-0.0000000000,-0.0000000000,179.9286738476,0.0000000000,-1.7973047377,590.3171903063,0.0000000000,-5.8966692757,-0.0000000000,0.1063947559,0.0000000000,-0.0000000000,6.0959704745,0.0000000000,0.0000000000,-0.0000095268,0.0000000000,0.0000000000,-0.0005458439,0.0000000000
0.6600000000,9001.1873100110,29531.4553741765,996.8598818663,0.0009068190,590.3402735053,0.5921998510,0.0964066403,5.5236936077,-0.0000000000,-0.0000000000,179.9267346254,0.0000000000,-1.7971529251,590.3108280283,0.0000000000,-5.8961712029,-0.0000000000,0.1063945566,0.0000000000,-0.0000000000,6.0959590574,0.0000000000,0.0000000000,-0.0000104070,0.0000000000,0.0000000000,-0.0005962743,0.0000000000
0.6800000000,9001.2232515191,29531.5732925139,996.8593762522,0.0009068151,590.3339082038,0.5921937660,0.0964071806,5.5237245636,-0.0000000000,-0.0000000000,179.9247959397,0.0000000000,-1.7969972392,590.3044675109,0.0000000000,-5.8956604221,-0.0000000000,0.1063943393,0.0000000000,-0.0000000000,6.0959466069,0.0000000000,0.0000000000,-0.0000113305,0.0000000000,0.0000000000,-0.0006491918,0.0000000000
0.7000000000,9001.2591898748,29531.6912005088,996.8588706825,0.0009068112,590.3275445478,0.5921876826,0.0964077235,5.5237556699,-0.0000000000,-0.0000000000,179.9228577942,0.0000000000,-1.7968376874,590.2981087655,0.0000000000,-5.8951369584,-0.0000000000,0.1063941031,0.0000000000,-0.0000000000,6.0959330732,0.0000000000,0.0000000000,-0.0000122974,0.0000000000,0.0000000000,-0.0007045901,0.0000000000
0.7200000000,9001.2951250008,29531.8090979078,996.8583651582,0.0009068073,590.3211825497,0.5921816009,0.0964082682,5.5237868753,-0.0000000000,-0.0000000000,179.9209201924,0.0000000000,-1.7966742758,590.2917518040,0.0000000000,-5.8946008309,-0.0000000000,0.1063938471,0.0000000000,-0.0000000000,6.0959184068,0.0000000000,0.0000000000,-0.0000133074,0.0000000000,0.0000000000,-0.0007624584,0.0000000000
0.7400000000,9001.3310568201,29531.9269844577,996.8578596804,0.0009068034,590.3148222219,0.5921755208,0.0964088136,5.5238181293,-0.0000000000,-0.0000000000,179.9189831382,0.0000000000,-1.7965070081,590.2853966390,0.0000000000,-5.8940520524,-0.0000000000,0.1063935705,0.0000000000,-0.0000000000,6.0959025585,0.0000000000,0.0000000000,-0.0000143602,0.0000000000,0.0000000000,-0.0008227808,0.0000000000
0.7600000000,9001.3669852555,29532.0448599056,996.8573542502,0.0009067994,590.3084635778,0.5921694424,0.0964093591,5.5238493824,-0.0000000000,-0.0000000000,179.9170466355,0.0000000000,-1.7963358865,590.2790432836,0.0000000000,-5.8934906299,-0.0000000000,0.1063932724,0.0000000000,-0.0000000000,6.0958854794,0.0000000000,0.0000000000,-0.0000154555,0.0000000000,0.0000000000,-0.0008855372,0.0000000000
0.7800000000,9001.4029102299,29532.1627239986,996.8568488687,0.0009067955,590.3021066310,0.5921633656,0.0964099037,5.5238805861,-0.0000000000,-0.0000000000,179.9151106885,0.0000000000,-1.7961609114,590.2726917513,0.0000000000,-5.8929165644,-0.0000000000,0.1063929520,0.0000000000,-0.0000000000,6.0958671210,0.0000000000,0.0000000000,-0.0000165929,0.0000000000,0.0000000000,-0.0009507025,0.0000000000
0.8000000000,9001.4388316662,29532.2805764838,996.8563435370,0.0009067916,590.2957513956,0.5921572905,0.0964104466,5.5239116931,-0.0000000000,-0.0000000000,179.9131753016,0.0000000000,-1.7959820812,590.2663420564,0.0000000000,-5.8923298514,-0.0000000000,0.1063926084,0.0000000000,-0.0000000000,6.0958474354,0.0000000000,0.0000000000,-0.0000177718,0.0000000000,0.0000000000,-0.0010182476,0.0000000000
0.8200000000,9001.4747494874,29532.3984171083,996.8558382561,0.0009067877,590.2893978864,0.5921512171,0.0964109871,5.5239426571,-0.0000000000,-0.0000000000,179.9112404791,0.0000000000,-1.7957993930,590.2599942136,0.0000000000,-5.8917304805,-0.0000000000,0.1063922409,0.0000000000,-0.0000000000,6.0958263754,0.0000000000,0.0000000000,-0.0000189916,0.0000000000,0.0000000000,-0.0010881391,0.0000000000
0.8400000000,9001.5106636162,29532.5162456186,996.8553330272,0.0009067838,590.2830461184,0.5921451454,0.0964115242,5.5239734332,-0.0000000000,-0.0000000000,179.9093062259,0.0000000000,-1.7956128418,590.2536482381,0.0000000000,-5.8911184360,-0.0000000000,0.1063918485,0.0000000000,-0.0000000000,6.0958038944,0.0000000000,0.0000000000,-0.0000202517,0.0000000000,0.0000000000,-0.0011603395,0.0000000000
0.8600000000,9001.5465739753,29532.6340617611,996.8548278513,0.0009067799,590.2766961072,0.5921390754,0.0964120573,5.5240039776,-0.0000000000,-0.0000000000,179.9073725466,0.0000000000,-1.7954224214,590.2473041457,0.0000000000,-5.8904936970,-0.0000000000,0.1063914305,0.0000000000,-0.0000000000,6.0957799467,0.0000000000,0.0000000000,-0.0000215515,0.0000000000,0.0000000000,-0.0012348074,0.0000000000
0.8800000000,9001.5824804872,29532.7518652817,996.8543227296,0.0009067760,590.2703478690,0.5921330072,0.0964125856,5.5240342480,-0.0000000000,-0.0000000000,179.9054394462,0.0000000000,-1.7952281237,590.2409619528,0.0000000000,-5.8898562373,-0.0000000000,0.1063909862,0.0000000000,-0.0000000000,6.0957544873,0.0000000000,0.0000000000,-0.0000228900,0.0000000000,0.0000000000,-0.0013114977,0.0000000000
0.9000000000,9001.6183830743,29532.8696559256,996.8538176630,0.0009067721,590.2640014203,0.5921269407,0.0964131084,5.5240642036,-0.0000000000,-0.0000000000,179.9035069299,0.0000000000,-1.7950299393,590.2346216760,0.0000000000,-5.8892060259,-0.0000000000,0.1063905147,0.0000000000,-0.0000000000,6.0957274723,0.0000000000,0.0000000000,-0.0000242664,0.0000000000,0.0000000000,-0.0013903618,0.0000000000
0.9200000000,9001.6542816588,29532.9874334374,996.8533126528,0.0009067682,590.2576567780,0.5921208760,0.0964136251,5.5240938050,-0.0000000000,-0.0000000000,179.9015750030,0.0000000000,-1.7948278572,590.2282833328,0.0000000000,-5.8885430269,-0.0000000000,0.1063900153,0.0000000000,-0.0000000000,6.0956988587,0.0000000000,0.0000000000,-0.0000256799,0.0000000000,0.0000000000,-0.0014713477,0.0000000000
0.9400000000,9001.6901761625,29533.1051975611,996.8528076999,0.0009067643,590.2513139595,0.5921148131,0.0964141349,5.5241230142,-0.0000000000,-0.0000000000,179.8996436708,0.0000000000,-1.7946218651,590.2219469410,0.0000000000,-5.8878671998,-0.0000000000,0.1063894873,0.0000000000,-0.0000000000,6.0956686046,0.0000000000,0.0000000000,-0.0000271294,0.0000000000,0.0000000000,-0.0015544000,0.0000000000
0.9600000000,9001.7260665072,29533.2229480396,996.8523028056,0.0009067604,590.2449729828,0.5921087520,0.0964146372,5.5241517948,-0.0000000000,-0.0000000000,179.8977129390,0.0000000000,-1.7944119493,590.2156125186,0.0000000000,-5.8871784997,-0.0000000000,0.1063889299,0.0000000000,-0.0000000000,6.0956366693,0.0000000000,0.0000000000,-0.0000286140,0.0000000000,0.0000000000,-0.0016394606,0.0000000000
0.9800000000,9001.7619526143,29533.3406846150,996.8517979709,0.0009067565,590.2386338660,0.5921026928,0.0964151314,5.5241801122,-0.0000000000,-0.0000000000,179.8957828131,0.0000000000,-1.7941980949,590.2092800846,0.0000000000,-5.8864768775,-0.0000000000,0.1063883425,0.0000000000,-0.0000000000,6.0956030132,0.0000000000,0.0000000000,-0.0000301326,0.0000000000,0.0000000000,-0.0017264681,0.0000000000
1.0000000000,9001.7978344047,29533.4584070282,996.8512931969,0.0009067526,590.2322966278,0.5920966353,0.0964156170,5.5242079333,-0.0000000000,-0.0000000000,179.8938532991,0.0000000000,-1.7939802856,590.2029496579,0.0000000000,-5.8857622802,-0.0000000000,0.1063877244,0.0000000000,-0.0000000000,6.0955675980,0.0000000000,0.0000000000,-0.0000316840,0.0000000000,0.0000000000,-0.0018153589,0.0000000000
1.0200000000,9001.8337117992,29533.5761150193,996.8507884847,0.0009067487,590.2259612873,0.5920905798,0.0964160934,5.5242352266,-0.0000000000,-0.0000000000,179.8919244030,0.0000000000,-1.7937585041,590.1966212582,0.0000000000,-5.8850346506,-0.0000000000,0.1063870749,0.0000000000,-0.0000000000,6.0955303868,0.0000000000,0.0000000000,-0.0000332671,0.0000000000,0.0000000000,-0.0019060665,0.0000000000
1.0400000000,9001.8695847182,29533.6938083270,996.8502838355,0.0009067448,590.2196278638,0.5920845261,0.0964165600,5.5242619625,-0.0000000000,-0.0000000000,179.8899961307,0.0000000000,-1.7935327320,590.1902949055,0.0000000000,-5.8842939283,-0.0000000000,0.1063863935,0.0000000000,-0.0000000000,6.0954913437,0.0000000000,0.0000000000,-0.0000348808,0.0000000000,0.0000000000,-0.0019985224,0.0000000000
1.0600000000,9001.9054530818,29533.8114866887,996.8497792504,0.0009067409,590.2132963772,0.5920784743,0.0964170164,5.5242881129,-0.0000000000,-0.0000000000,179.8880684886,0.0000000000,-1.7933029496,590.1839706201,0.0000000000,-5.8835400492,-0.0000000000,0.1063856795,0.0000000000,-0.0000000000,6.0954504347,0.0000000000,0.0000000000,-0.0000365237,0.0000000000,0.0000000000,-0.0020926558,0.0000000000
1.0800000000,9001.9413168093,29533.9291498408,996.8492747305,0.0009067370,590.2069668475,0.5920724244,0.0964174621,5.5243136516,-0.0000000000,-0.0000000000,179.8861414829,0.0000000000,-1.7930691366,590.1776484228,0.0000000000,-5.8827729461,-0.0000000000,0.1063849323,0.0000000000,-0.0000000000,6.0954076268,0.0000000000,0.0000000000,-0.0000381947,0.0000000000,0.0000000000,-0.0021883939,0.0000000000
1.1000000000,9001.9771758202,29534.0467975179,996.8487702770,0.0009067331,590.2006392953,0.5920663765,0.0964178968,5.5243385542,-0.0000000000,-0.0000000000,179.8842151201,0.0000000000,-1.7928312715,590.1713283346,0.0000000000,-5.8819925489,-0.0000000000,0.1063841515,0.0000000000,-0.0000000000,6.0953628887,0.0000000000,0.0000000000,-0.0000398923,0.0000000000,0.0000000000,-0.0022856625,0.0000000000
1.1200000000,9002.0130300330,29534.1644294536,996.8482658910,0.0009067293,590.1943137413,0.5920603305,0.0964183199,5.5243627979,-0.0000000000,-0.0000000000,179.8822894067,0.0000000000,-1.7925893321,590.1650103771,0.0000000000,-5.8811987844,-0.0000000000,0.1063833365,0.0000000000,-0.0000000000,6.0953161906,0.0000000000,0.0000000000,-0.0000416154,0.0000000000,0.0000000000,-0.0023843853,0.0000000000
1.1400000000,9002.0488793662,29534.2820453797,996.8477615736,0.0009067254,590.1879902066,0.5920542865,0.0964187312,5.5243863618,-0.0000000000,-0.0000000000,179.8803643494,0.0000000000,-1.7923432954,590.1586945721,0.0000000000,-5.8803915773,-0.0000000000,0.1063824867,0.0000000000,-0.0000000000,6.0952675041,0.0000000000,0.0000000000,-0.0000433624,0.0000000000,0.0000000000,-0.0024844851,0.0000000000
1.1600000000,9002.0847237374,29534.3996450266,996.8472573260,0.0009067215,590.1816687125,0.5920482445,0.0964191302,5.5244092267,-0.0000000000,-0.0000000000,179.8784399549,0.0000000000,-1.7920931376,590.1523809415,0.0000000000,-5.8795708495,-0.0000000000,0.1063816018,0.0000000000,-0.0000000000,6.0952168025,0.0000000000,0.0000000000,-0.0000451322,0.0000000000,0.0000000000,-0.0025858832,0.0000000000
1.1800000000,9002.1205630640,29534.5172281230,996.8467531494,0.0009067176,590.1753492807,0.5920422045,0.0964195168,5.5244313754,-0.0000000000,-0.0000000000,179.8765162299,0.0000000000,-1.7918388343,590.1460695078,0.0000000000,-5.8787365211,-0.0000000000,0.1063806813,0.0000000000,-0.0000000000,6.0951640607,0.0000000000,0.0000000000,-0.0000469232,0.0000000000,0.0000000000,-0.0026885001,0.0000000000
1.2000000000,9002.1563972630,29534.6347943962,996.8462490449,0.0009067137,590.1690319330,0.5920361666,0.0964198906,5.5244527923,-0.0000000000,-0.0000000000,179.8745931815,0.0000000000,-1.7915803606,590.1397602936,0.0000000000,-5.8778885102,-0.0000000000,0.1063797248,0.0000000000,-0.0000000000,6.0951092549,0.0000000000,0.0000000000,-0.0000487340,0.0000000000,0.0000000000,-0.0027922552,0.0000000000
1.2200000000,9002.1922262505,29534.7523435717,996.8457450137,0.0009067098,590.1627166916,0.5920301307,0.0964202514,5.5244734636,-0.0000000000,-0.0000000000,179.8726708166,0.0000000000,-1.7913176909,590.1334533219,0.0000000000,-5.8770267330,-0.0000000000,0.1063787318,0.0000000000,-0.0000000000,6.0950523634,0.0000000000,0.0000000000,-0.0000505634,0.0000000000,0.0000000000,-0.0028970675,0.0000000000
1.2400000000,9002.2280499425,29534.8698753732,996.8452410570,0.0009067059,590.1564035789,0.5920240969,0.0964205989,5.5244933773,-0.0000000000,-0.0000000000,179.8707491422,0.0000000000,-1.7910507993,590.1271486157,0.0000000000,-5.8761511044,-0.0000000000,0.1063777021,0.0000000000,-0.0000000000,6.0949933657,0.0000000000,0.0000000000,-0.0000524097,0.0000000000,0.0000000000,-0.0030028555,0.0000000000
1.2600000000,9002.2638682541,29534.9873895229,996.8447371760,0.0009067020,590.1500926172,0.5920180652,0.0964209331,5.5245125232,-0.0000000000,-0.0000000000,179.8688281655,0.0000000000,-1.7907796595,590.1208461985,0.0000000000,-5.8752615381,-0.0000000000,0.1063766353,0.0000000000,-0.0000000000,6.0949322432,0.0000000000,0.0000000000,-0.0000542717,0.0000000000,0.0000000000,-0.0031095371,0.0000000000
