Time,Altitude_m,Altitude_ft,SoS_ft_s,AirDensity_slugft3,TransVel_ft_s,Mach,AoA_rad,AoA_deg,AoS_rad,AoS_deg,u_NED_ms,v_NED_ms,w_NED_ms,u_NED_fts,v_NED_fts,w_NED_fts,phi_rad,theta_rad,psi_rad,phi_deg,theta_deg,psi_deg,p_rads,q_rads,r_rads,p_degs,q_degs,r_degs
10.8000000000,9017.1225653615,29583.7363973406,996.6357095947,0.0009050876,587.6749624676,0.5896587457,0.0964617034,5.5268484919,-0.0000000000,-0.0000000000,179.1194714405,0.0000000000,-1.1746198921,587.6623266808,0.0000000000,-3.8537399268,-0.0000000000,0.1030193549,0.0000000000,-0.0000000000,5.9025742413,0.0000000000,0.0000000000,-0.0005936195,0.0000000000,0.0000000000,-0.0340118923,0.0000000000
10.8200000000,9017.1460363128,29583.8134017764,996.6353794125,0.0009050850,587.6713898948,0.5896553564,0.0964617593,5.5268516899,-0.0000000000,-0.0000000000,179.1183965513,0.0000000000,-1.1724747818,587.6588001412,0.0000000000,-3.8467021630,-0.0000000000,0.1030074746,0.0000000000,-0.0000000000,5.9018935529,0.0000000000,0.0000000000,-0.0005944055,0.0000000000,0.0000000000,-0.0340569265,0.0000000000
10.8400000000,9017.1694643345,29583.8902653672,996.6350498343,0.0009050825,587.6678257958,0.5896519753,0.0964618149,5.5268548774,-0.0000000000,-0.0000000000,179.1173242372,0.0000000000,-1.1703269348,587.6552820505,0.0000000000,-3.8396554209,-0.0000000000,0.1029955786,0.0000000000,-0.0000000000,5.9012119649,0.0000000000,0.0000000000,-0.0005951896,0.0000000000,0.0000000000,-0.0341018500,0.0000000000
10.8600000000,9017.1928493720,29583.9669879335,996.6347208608,0.0009050800,587.6642701787,0.5896486023,0.0964618703,5.5268580547,-0.0000000000,-0.0000000000,179.1162545008,0.0000000000,-1.1681763574,587.6517724163,0.0000000000,-3.8325997205,-0.0000000000,0.1029836670,0.0000000000,-0.0000000000,5.9005294796,0.0000000000,0.0000000000,-0.0005959717,0.0000000000,0.0000000000,-0.0341466628,0.0000000000
10.8800000000,9017.2161913706,29584.0435692965,996.6343924928,0.0009050774,587.6607230515,0.5896452375,0.0964619256,5.5268612218,-0.0000000000,-0.0000000000,179.1151873442,0.0000000000,-1.1660230557,587.6482712463,0.0000000000,-3.8255350821,-0.0000000000,0.1029717398,0.0000000000,-0.0000000000,5.8998460992,0.0000000000,0.0000000000,-0.0005967519,0.0000000000,0.0000000000,-0.0341913648,0.0000000000
10.9000000000,9017.2394902761,29584.1200092774,996.6340647309,0.0009050749,587.6571844224,0.5896418808,0.0964619807,5.5268643792,-0.0000000000,-0.0000000000,179.1141227698,0.0000000000,-1.1638670359,587.6447785481,0.0000000000,-3.8184615260,-0.0000000000,0.1029597970,0.0000000000,-0.0000000000,5.8991618258,0.0000000000,0.0000000000,-0.0005975302,0.0000000000,0.0000000000,-0.0342359563,0.0000000000
10.9200000000,9017.2627460340,29584.1963076982,996.6337375761,0.0009050724,587.6536542994,0.5896385323,0.0964620357,5.5268675269,-0.0000000000,-0.0000000000,179.1130607799,0.0000000000,-1.1617083041,587.6412943293,0.0000000000,-3.8113790724,-0.0000000000,0.1029478386,0.0000000000,-0.0000000000,5.8984766617,0.0000000000,0.0000000000,-0.0005983065,0.0000000000,0.0000000000,-0.0342804372,0.0000000000
10.9400000000,9017.2859585902,29584.2724643811,996.6334110290,0.0009050698,587.6501326906,0.5896351920,0.0964620904,5.5268706653,-0.0000000000,-0.0000000000,179.1120013769,0.0000000000,-1.1595468666,587.6378185975,0.0000000000,-3.8042877417,-0.0000000000,0.1029358647,0.0000000000,-0.0000000000,5.8977906090,0.0000000000,0.0000000000,-0.0005990809,0.0000000000,0.0000000000,-0.0343248078,0.0000000000
10.9600000000,9017.3091278907,29584.3484791488,996.6330850904,0.0009050673,587.6466196038,0.5896318599,0.0964621451,5.5268737944,-0.0000000000,-0.0000000000,179.1109445630,0.0000000000,-1.1573827295,587.6343513602,0.0000000000,-3.7971875543,-0.0000000000,0.1029238754,0.0000000000,-0.0000000000,5.8971036701,0.0000000000,0.0000000000,-0.0005998534,0.0000000000,0.0000000000,-0.0343690680,0.0000000000
10.9800000000,9017.3322538814,29584.4243518244,996.6327597611,0.0009050648,587.6431150472,0.5896285360,0.0964621995,5.5268769146,-0.0000000000,-0.0000000000,179.1098903406,0.0000000000,-1.1552158991,587.6308926249,0.0000000000,-3.7900785306,-0.0000000000,0.1029118706,0.0000000000,-0.0000000000,5.8964158470,0.0000000000,0.0000000000,-0.0006006240,0.0000000000,0.0000000000,-0.0344132181,0.0000000000
11.0000000000,9017.3553365087,29584.5000822312,996.6324350418,0.0009050623,587.6396190287,0.5896252203,0.0964622538,5.5268800260,-0.0000000000,-0.0000000000,179.1088387118,0.0000000000,-1.1530463817,587.6274423992,0.0000000000,-3.7829606910,-0.0000000000,0.1028998504,0.0000000000,-0.0000000000,5.8957271421,0.0000000000,0.0000000000,-0.0006013926,0.0000000000,0.0000000000,-0.0344572583,0.0000000000
11.0200000000,9017.3783757188,29584.5756701934,996.6321109332,0.0009050598,587.6361315561,0.5896219127,0.0964623080,5.5268831288,-0.0000000000,-0.0000000000,179.1077896790,0.0000000000,-1.1508741835,587.6240006904,0.0000000000,-3.7758340562,-0.0000000000,0.1028878149,0.0000000000,-0.0000000000,5.8950375574,0.0000000000,0.0000000000,-0.0006021593,0.0000000000,0.0000000000,-0.0345011887,0.0000000000
11.0400000000,9017.4013714582,29584.6511155350,996.6317874362,0.0009050573,587.6326526374,0.5896186135,0.0964623620,5.5268862232,-0.0000000000,-0.0000000000,179.1067432444,0.0000000000,-1.1486993108,587.6205675061,0.0000000000,-3.7686986467,-0.0000000000,0.1028757641,0.0000000000,-0.0000000000,5.8943470953,0.0000000000,0.0000000000,-0.0006029242,0.0000000000,0.0000000000,-0.0345450096,0.0000000000
11.0600000000,9017.4243236735,29584.7264180809,996.6314645515,0.0009050548,587.6291822804,0.5896153224,0.0964624158,5.5268893094,-0.0000000000,-0.0000000000,179.1056994104,0.0000000000,-1.1465217698,587.6171428536,0.0000000000,-3.7615544831,-0.0000000000,0.1028636980,0.0000000000,-0.0000000000,5.8936557578,0.0000000000,0.0000000000,-0.0006036871,0.0000000000,0.0000000000,-0.0345887210,0.0000000000
11.0800000000,9017.4472323113,29584.8015776561,996.6311422799,0.0009050523,587.6257204930,0.5896120396,0.0964624696,5.5268923874,-0.0000000000,-0.0000000000,179.1046581791,0.0000000000,-1.1443415668,587.6137267403,0.0000000000,-3.7544015860,-0.0000000000,0.1028516166,0.0000000000,-0.0000000000,5.8929635472,0.0000000000,0.0000000000,-0.0006044481,0.0000000000,0.0000000000,-0.0346323234,0.0000000000
11.1000000000,9017.4700973184,29584.8765940862,996.6308206220,0.0009050498,587.6222672829,0.5896087650,0.0964625231,5.5268954575,-0.0000000000,-0.0000000000,179.1036195528,0.0000000000,-1.1421587082,587.6103191736,0.0000000000,-3.7472399762,-0.0000000000,0.1028395200,0.0000000000,-0.0000000000,5.8922704656,0.0000000000,0.0000000000,-0.0006052072,0.0000000000,0.0000000000,-0.0346758168,0.0000000000
11.1200000000,9017.4929186419,29584.9514671972,996.6304995786,0.0009050474,587.6188226580,0.5896054986,0.0964625766,5.5268985199,-0.0000000000,-0.0000000000,179.1025835337,0.0000000000,-1.1399732002,587.6069201608,0.0000000000,-3.7400696743,-0.0000000000,0.1028274083,0.0000000000,-0.0000000000,5.8915765152,0.0000000000,0.0000000000,-0.0006059644,0.0000000000,0.0000000000,-0.0347192016,0.0000000000
11.1400000000,9017.5156962288,29585.0261968154,996.6301791505,0.0009050449,587.6153866261,0.5896022405,0.0964626299,5.5269015745,-0.0000000000,-0.0000000000,179.1015501241,0.0000000000,-1.1377850493,587.6035297092,0.0000000000,-3.7328907010,-0.0000000000,0.1028152815,0.0000000000,-0.0000000000,5.8908816982,0.0000000000,0.0000000000,-0.0006067197,0.0000000000,0.0000000000,-0.0347624781,0.0000000000
11.1600000000,9017.5384300263,29585.1007827676,996.6298593385,0.0009050424,587.6119591948,0.5895989907,0.0964626831,5.5269046217,-0.0000000000,-0.0000000000,179.1005193262,0.0000000000,-1.1355942616,587.6001478262,0.0000000000,-3.7257030773,-0.0000000000,0.1028031395,0.0000000000,-0.0000000000,5.8901860168,0.0000000000,0.0000000000,-0.0006074731,0.0000000000,0.0000000000,-0.0348056464,0.0000000000
11.1800000000,9017.5611199818,29585.1752248809,996.6295401431,0.0009050399,587.6085403719,0.5895957492,0.0964627361,5.5269076614,-0.0000000000,-0.0000000000,179.0994911422,0.0000000000,-1.1334008437,587.5967745189,0.0000000000,-3.7185068239,-0.0000000000,0.1027909826,0.0000000000,-0.0000000000,5.8894894731,0.0000000000,0.0000000000,-0.0006082247,0.0000000000,0.0000000000,-0.0348487069,0.0000000000
11.2000000000,9017.5837660426,29585.2495229831,996.6292215653,0.0009050375,587.6051301650,0.5895925159,0.0964627891,5.5269106938,-0.0000000000,-0.0000000000,179.0984655742,0.0000000000,-1.1312048017,587.5934097946,0.0000000000,-3.7113019616,-0.0000000000,0.1027788106,0.0000000000,-0.0000000000,5.8887920692,0.0000000000,0.0000000000,-0.0006089743,0.0000000000,0.0000000000,-0.0348916599,0.0000000000
11.2200000000,9017.6063681564,29585.3236769022,996.6289036057,0.0009050350,587.6017285819,0.5895892909,0.0964628419,5.5269137191,-0.0000000000,-0.0000000000,179.0974426246,0.0000000000,-1.1290061422,587.5900536605,0.0000000000,-3.7040885115,-0.0000000000,0.1027666236,0.0000000000,-0.0000000000,5.8880938074,0.0000000000,0.0000000000,-0.0006097221,0.0000000000,0.0000000000,-0.0349345057,0.0000000000
11.2400000000,9017.6289262709,29585.3976864665,996.6285862651,0.0009050326,587.5983356301,0.5895860742,0.0964628945,5.5269167372,-0.0000000000,-0.0000000000,179.0964222954,0.0000000000,-1.1268048714,587.5867061238,0.0000000000,-3.6968664943,-0.0000000000,0.1027544217,0.0000000000,-0.0000000000,5.8873946897,0.0000000000,0.0000000000,-0.0006104681,0.0000000000,0.0000000000,-0.0349772445,0.0000000000
11.2600000000,9017.6514403339,29585.4715515050,996.6282695442,0.0009050301,587.5949513173,0.5895828658,0.0964629471,5.5269197483,-0.0000000000,-0.0000000000,179.0954045890,0.0000000000,-1.1246009958,587.5833671916,0.0000000000,-3.6896359310,-0.0000000000,0.1027422049,0.0000000000,-0.0000000000,5.8866947183,0.0000000000,0.0000000000,-0.0006112122,0.0000000000,0.0000000000,-0.0350198768,0.0000000000
11.2800000000,9017.6739102934,29585.5452718469,996.6279534437,0.0009050277,587.5915756510,0.5895796657,0.0964629995,5.5269227524,-0.0000000000,-0.0000000000,179.0943895073,0.0000000000,-1.1223945217,587.5800368711,0.0000000000,-3.6823968427,-0.0000000000,0.1027299732,0.0000000000,-0.0000000000,5.8859938954,0.0000000000,0.0000000000,-0.0006119544,0.0000000000,0.0000000000,-0.0350624027,0.0000000000
11.3000000000,9017.6963360975,29585.6188473220,996.6276379644,0.0009050253,587.5882086388,0.5895764740,0.0964630518,5.5269257496,-0.0000000000,-0.0000000000,179.0933770527,0.0000000000,-1.1201854556,587.5767151694,0.0000000000,-3.6751492503,-0.0000000000,0.1027177267,0.0000000000,-0.0000000000,5.8852922229,0.0000000000,0.0000000000,-0.0006126947,0.0000000000,0.0000000000,-0.0351048227,0.0000000000
11.3200000000,9017.7187176944,29585.6922777603,996.6273231070,0.0009050228,587.5848502882,0.5895732905,0.0964631040,5.5269287400,-0.0000000000,-0.0000000000,179.0923672272,0.0000000000,-1.1179738039,587.5734020936,0.0000000000,-3.6678931749,-0.0000000000,0.1027054654,0.0000000000,-0.0000000000,5.8845897032,0.0000000000,0.0000000000,-0.0006134333,0.0000000000,0.0000000000,-0.0351471370,0.0000000000
11.3400000000,9017.7410550324,29585.7655629926,996.6270088722,0.0009050204,587.5815006067,0.5895701154,0.0964631561,5.5269317236,-0.0000000000,-0.0000000000,179.0913600330,0.0000000000,-1.1157595730,587.5700976507,0.0000000000,-3.6606286374,-0.0000000000,0.1026931894,0.0000000000,-0.0000000000,5.8838863382,0.0000000000,0.0000000000,-0.0006141699,0.0000000000,0.0000000000,-0.0351893459,0.0000000000
11.3600000000,9017.7633480601,29585.8387028496,996.6266952607,0.0009050180,587.5781596019,0.5895669486,0.0964632081,5.5269347004,-0.0000000000,-0.0000000000,179.0903554723,0.0000000000,-1.1135427693,587.5668018478,0.0000000000,-3.6533556591,-0.0000000000,0.1026808987,0.0000000000,-0.0000000000,5.8831821300,0.0000000000,0.0000000000,-0.0006149048,0.0000000000,0.0000000000,-0.0352314499,0.0000000000
11.3800000000,9017.7855967261,29585.9116971628,996.6263822733,0.0009050156,587.5748272811,0.5895637901,0.0964632599,5.5269376705,-0.0000000000,-0.0000000000,179.0893535472,0.0000000000,-1.1113233992,587.5635146918,0.0000000000,-3.6460742610,-0.0000000000,0.1026685932,0.0000000000,-0.0000000000,5.8824770809,0.0000000000,0.0000000000,-0.0006156378,0.0000000000,0.0000000000,-0.0352734491,0.0000000000
11.4000000000,9017.8078009790,29585.9845457640,996.6260699107,0.0009050131,587.5715036518,0.5895606400,0.0964633116,5.5269406339,-0.0000000000,-0.0000000000,179.0883542598,0.0000000000,-1.1091014692,587.5602361897,0.0000000000,-3.6387844642,-0.0000000000,0.1026562732,0.0000000000,-0.0000000000,5.8817711928,0.0000000000,0.0000000000,-0.0006163690,0.0000000000,0.0000000000,-0.0353153440,0.0000000000
11.4200000000,9017.8299607678,29586.0572484855,996.6257581736,0.0009050107,587.5681887215,0.5895574983,0.0964633632,5.5269435905,-0.0000000000,-0.0000000000,179.0873576122,0.0000000000,-1.1068769857,587.5569663486,0.0000000000,-3.6314862898,-0.0000000000,0.1026439385,0.0000000000,-0.0000000000,5.8810644678,0.0000000000,0.0000000000,-0.0006170984,0.0000000000,0.0000000000,-0.0353571348,0.0000000000
11.4400000000,9017.8520760415,29586.1298051599,996.6254470628,0.0009050083,587.5648824973,0.5895543649,0.0964634147,5.5269465404,-0.0000000000,-0.0000000000,179.0863636067,0.0000000000,-1.1046499552,587.5537051753,0.0000000000,-3.6241797591,-0.0000000000,0.1026315892,0.0000000000,-0.0000000000,5.8803569081,0.0000000000,0.0000000000,-0.0006178260,0.0000000000,0.0000000000,-0.0353988219,0.0000000000
11.4600000000,9017.8741467491,29586.2022156203,996.6251365788,0.0009050059,587.5615849868,0.5895512399,0.0964634661,5.5269494837,-0.0000000000,-0.0000000000,179.0853722451,0.0000000000,-1.1024203842,587.5504526767,0.0000000000,-3.6168648933,-0.0000000000,0.1026192255,0.0000000000,-0.0000000000,5.8796485156,0.0000000000,0.0000000000,-0.0006185518,0.0000000000,0.0000000000,-0.0354404056,0.0000000000
11.4800000000,9017.8961728399,29586.2744797002,996.6248267226,0.0009050035,587.5582961973,0.5895481233,0.0964635173,5.5269524201,-0.0000000000,-0.0000000000,179.0843835298,0.0000000000,-1.1001882790,587.5472088598,0.0000000000,-3.6095417134,-0.0000000000,0.1026068472,0.0000000000,-0.0000000000,5.8789392925,0.0000000000,0.0000000000,-0.0006192757,0.0000000000,0.0000000000,-0.0354818861,0.0000000000
11.5000000000,9017.9181542634,29586.3465972336,996.6245174947,0.0009050012,587.5550161361,0.5895450150,0.0964635685,5.5269553499,-0.0000000000,-0.0000000000,179.0833974626,0.0000000000,-1.0979536463,587.5439737313,0.0000000000,-3.6022102408,-0.0000000000,0.1025944544,0.0000000000,-0.0000000000,5.8782292409,0.0000000000,0.0000000000,-0.0006199979,0.0000000000,0.0000000000,-0.0355232639,0.0000000000
11.5200000000,9017.9400909690,29586.4185680547,996.6242088958,0.0009049988,587.5517448103,0.5895419152,0.0964636195,5.5269582728,-0.0000000000,-0.0000000000,179.0824140459,0.0000000000,-1.0957164923,587.5407472982,0.0000000000,-3.5948704967,-0.0000000000,0.1025820473,0.0000000000,-0.0000000000,5.8775183626,0.0000000000,0.0000000000,-0.0006207183,0.0000000000,0.0000000000,-0.0355645392,0.0000000000
11.5400000000,9017.9619829063,29586.4903919984,996.6239009268,0.0009049964,587.5484822274,0.5895388237,0.0964636704,5.5269611889,-0.0000000000,-0.0000000000,179.0814332815,0.0000000000,-1.0934768237,587.5375295673,0.0000000000,-3.5875225022,-0.0000000000,0.1025696257,0.0000000000,-0.0000000000,5.8768066600,0.0000000000,0.0000000000,-0.0006214369,0.0000000000,0.0000000000,-0.0356057122,0.0000000000
11.5600000000,9017.9838300252,29586.5620688999,996.6235935882,0.0009049940,587.5452283945,0.5895357406,0.0964637212,5.5269640981,-0.0000000000,-0.0000000000,179.0804551716,0.0000000000,-1.0912346469,587.5343205453,0.0000000000,-3.5801662788,-0.0000000000,0.1025571898,0.0000000000,-0.0000000000,5.8760941348,0.0000000000,0.0000000000,-0.0006221537,0.0000000000,0.0000000000,-0.0356467834,0.0000000000
11.5800000000,9018.0056322755,29586.6335985948,996.6232868809,0.0009049916,587.5419833188,0.5895326660,0.0964637718,5.5269670005,-0.0000000000,-0.0000000000,179.0794797183,0.0000000000,-1.0889899683,587.5311202389,0.0000000000,-3.5728018476,-0.0000000000,0.1025447396,0.0000000000,-0.0000000000,5.8753807893,0.0000000000,0.0000000000,-0.0006228688,0.0000000000,0.0000000000,-0.0356877528,0.0000000000
11.6000000000,9018.0273896073,29586.7049809192,996.6229808054,0.0009049893,587.5387470076,0.5895295998,0.0964638223,5.5269698958,-0.0000000000,-0.0000000000,179.0785069235,0.0000000000,-1.0867427945,587.5279286550,0.0000000000,-3.5654292299,-0.0000000000,0.1025322751,0.0000000000,-0.0000000000,5.8746666254,0.0000000000,0.0000000000,-0.0006235821,0.0000000000,0.0000000000,-0.0357286210,0.0000000000
11.6200000000,9018.0491019707,29586.7762157096,996.6226753626,0.0009049869,587.5355194679,0.5895265420,0.0964638727,5.5269727840,-0.0000000000,-0.0000000000,179.0775367894,0.0000000000,-1.0844931320,587.5247458003,0.0000000000,-3.5580484471,-0.0000000000,0.1025197963,0.0000000000,-0.0000000000,5.8739516451,0.0000000000,0.0000000000,-0.0006242936,0.0000000000,0.0000000000,-0.0357693880,0.0000000000
11.6400000000,9018.0707693160,29586.8473028028,996.6223705530,0.0009049846,587.5323007070,0.5895234926,0.0964639230,5.5269756652,-0.0000000000,-0.0000000000,179.0765693180,0.0000000000,-1.0822409872,587.5215716814,0.0000000000,-3.5506595204,-0.0000000000,0.1025073033,0.0000000000,-0.0000000000,5.8732358506,0.0000000000,0.0000000000,-0.0006250034,0.0000000000,0.0000000000,-0.0358100542,0.0000000000
11.6600000000,9018.0923915937,29586.9182420363,996.6220663775,0.0009049822,587.5290907318,0.5895204517,0.0964639732,5.5269785391,-0.0000000000,-0.0000000000,179.0756045114,0.0000000000,-1.0799863666,587.5184063050,0.0000000000,-3.5432624711,-0.0000000000,0.1024947962,0.0000000000,-0.0000000000,5.8725192436,0.0000000000,0.0000000000,-0.0006257114,0.0000000000,0.0000000000,-0.0358506198,0.0000000000
11.6800000000,9018.1139687542,29586.9890332477,996.6217628366,0.0009049799,587.5258895496,0.5895174192,0.0964640232,5.5269814058,-0.0000000000,-0.0000000000,179.0746423714,0.0000000000,-1.0777292768,587.5152496778,0.0000000000,-3.5358573206,-0.0000000000,0.1024822749,0.0000000000,-0.0000000000,5.8718018264,0.0000000000,0.0000000000,-0.0006264176,0.0000000000,0.0000000000,-0.0358910850,0.0000000000
11.7000000000,9018.1355007484,29587.0596762752,996.6214599312,0.0009049775,587.5226971673,0.5895143952,0.0964640731,5.5269842651,-0.0000000000,-0.0000000000,179.0736829002,0.0000000000,-1.0754697243,587.5121018064,0.0000000000,-3.5284440901,-0.0000000000,0.1024697395,0.0000000000,-0.0000000000,5.8710836009,0.0000000000,0.0000000000,-0.0006271221,0.0000000000,0.0000000000,-0.0359314501,0.0000000000
11.7200000000,9018.1569875268,29587.1301709575,996.6211576618,0.0009049752,587.5195135920,0.5895113796,0.0964641229,5.5269871168,-0.0000000000,-0.0000000000,179.0727260998,0.0000000000,-1.0732077155,587.5089626974,0.0000000000,-3.5210228012,-0.0000000000,0.1024571900,0.0000000000,-0.0000000000,5.8703645691,0.0000000000,0.0000000000,-0.0006278249,0.0000000000,0.0000000000,-0.0359717152,0.0000000000
11.7400000000,9018.1784290406,29587.2005171337,996.6208560291,0.0009049729,587.5163388307,0.5895083725,0.0964641725,5.5269899611,-0.0000000000,-0.0000000000,179.0717719722,0.0000000000,-1.0709432569,587.5058323573,0.0000000000,-3.5135934749,-0.0000000000,0.1024446265,0.0000000000,-0.0000000000,5.8696447330,0.0000000000,0.0000000000,-0.0006285259,0.0000000000,0.0000000000,-0.0360118807,0.0000000000
11.7600000000,9018.1998252408,29587.2707146431,996.6205550340,0.0009049705,587.5131728904,0.5895053739,0.0964642221,5.5269927976,-0.0000000000,-0.0000000000,179.0708205194,0.0000000000,-1.0686763551,587.5027107928,0.0000000000,-3.5061561328,-0.0000000000,0.1024320490,0.0000000000,-0.0000000000,5.8689240945,0.0000000000,0.0000000000,-0.0006292252,0.0000000000,0.0000000000,-0.0360519466,0.0000000000
11.7800000000,9018.2211760786,29587.3407633257,996.6202546770,0.0009049682,587.5100157780,0.5895023837,0.0964642714,5.5269956264,-0.0000000000,-0.0000000000,179.0698717433,0.0000000000,-1.0664070166,587.4995980103,0.0000000000,-3.4987107962,-0.0000000000,0.1024194575,0.0000000000,-0.0000000000,5.8682026558,0.0000000000,0.0000000000,-0.0006299227,0.0000000000,0.0000000000,-0.0360919131,0.0000000000
11.8000000000,9018.2424815053,29587.4106630218,996.6199549588,0.0009049659,587.5068675006,0.5894994020,0.0964643207,5.5269984472,-0.0000000000,-0.0000000000,179.0689256460,0.0000000000,-1.0641352478,587.4964940163,0.0000000000,-3.4912574864,-0.0000000000,0.1024068521,0.0000000000,-0.0000000000,5.8674804187,0.0000000000,0.0000000000,-0.0006306185,0.0000000000,0.0000000000,-0.0361317805,0.0000000000
11.8200000000,9018.2637414724,29587.4804135722,996.6196558801,0.0009049636,587.5037280649,0.5894964289,0.0964643697,5.5270012600,-0.0000000000,-0.0000000000,179.0679822294,0.0000000000,-1.0618610553,587.4933988174,0.0000000000,-3.4837962248,-0.0000000000,0.1023942328,0.0000000000,-0.0000000000,5.8667573852,0.0000000000,0.0000000000,-0.0006313126,0.0000000000,0.0000000000,-0.0361715489,0.0000000000
11.8400000000,9018.2849559314,29587.5500148179,996.6193574416,0.0009049613,587.5005974780,0.5894934642,0.0964644187,5.5270040647,-0.0000000000,-0.0000000000,179.0670414955,0.0000000000,-1.0595844457,587.4903124200,0.0000000000,-3.4763270327,-0.0000000000,0.1023815996,0.0000000000,-0.0000000000,5.8660335574,0.0000000000,0.0000000000,-0.0006320050,0.0000000000,0.0000000000,-0.0362112183,0.0000000000
11.8600000000,9018.3061248341,29587.6194666007,996.6190596440,0.0009049590,587.4974757466,0.5894905080,0.0964644675,5.5270068611,-0.0000000000,-0.0000000000,179.0661034462,0.0000000000,-1.0573054253,587.4872348305,0.0000000000,-3.4688499316,-0.0000000000,0.1023689526,0.0000000000,-0.0000000000,5.8653089371,0.0000000000,0.0000000000,-0.0006326956,0.0000000000,0.0000000000,-0.0362507891,0.0000000000
11.8800000000,9018.3272481324,29587.6887687626,996.6187624879,0.0009049567,587.4943628777,0.5894875603,0.0964645162,5.5270096492,-0.0000000000,-0.0000000000,179.0651680836,0.0000000000,-1.0550240008,587.4841660554,0.0000000000,-3.4613649427,-0.0000000000,0.1023562918,0.0000000000,-0.0000000000,5.8645835265,0.0000000000,0.0000000000,-0.0006333845,0.0000000000,0.0000000000,-0.0362902612,0.0000000000
11.9000000000,9018.3483257782,29587.7579211460,996.6184659741,0.0009049544,587.4912588779,0.5894846212,0.0964645647,5.5270124287,-0.0000000000,-0.0000000000,179.0642354095,0.0000000000,-1.0527401786,587.4811061009,0.0000000000,-3.4538720875,-0.0000000000,0.1023436172,0.0000000000,-0.0000000000,5.8638573273,0.0000000000,0.0000000000,-0.0006340717,0.0000000000,0.0000000000,-0.0363296347,0.0000000000
11.9200000000,9018.3693577236,29587.8269235938,996.6181701031,0.0009049521,587.4881637543,0.5894816906,0.0964646130,5.5270151995,-0.0000000000,-0.0000000000,179.0633054259,0.0000000000,-1.0504539653,587.4780549736,0.0000000000,-3.4463713874,-0.0000000000,0.1023309289,0.0000000000,-0.0000000000,5.8631303417,0.0000000000,0.0000000000,-0.0006347572,0.0000000000,0.0000000000,-0.0363689098,0.0000000000
11.9400000000,9018.3903439209,29587.8957759493,996.6178748758,0.0009049498,587.4850775134,0.5894787685,0.0964646612,5.5270179616,-0.0000000000,-0.0000000000,179.0623781348,0.0000000000,-1.0481653673,587.4750126798,0.0000000000,-3.4388628636,-0.0000000000,0.1023182270,0.0000000000,-0.0000000000,5.8624025716,0.0000000000,0.0000000000,-0.0006354410,0.0000000000,0.0000000000,-0.0364080866,0.0000000000
11.9600000000,9018.4112843224,29587.9644780563,996.6175802926,0.0009049476,587.4820001620,0.5894758549,0.0964647093,5.5270207147,-0.0000000000,-0.0000000000,179.0614535380,0.0000000000,-1.0458743912,587.4719792257,0.0000000000,-3.4313465377,-0.0000000000,0.1023055113,0.0000000000,-0.0000000000,5.8616740189,0.0000000000,0.0000000000,-0.0006361230,0.0000000000,0.0000000000,-0.0364471650,0.0000000000
11.9800000000,9018.4321788807,29588.0330297590,996.6172863544,0.0009049453,587.4789317070,0.5894729499,0.0964647572,5.5270234588,-0.0000000000,-0.0000000000,179.0605316375,0.0000000000,-1.0435810435,587.4689546177,0.0000000000,-3.4238224308,-0.0000000000,0.1022927820,0.0000000000,-0.0000000000,5.8609446857,0.0000000000,0.0000000000,-0.0006368034,0.0000000000,0.0000000000,-0.0364861453,0.0000000000
12.0000000000,9018.4530275484,29588.1014309018,996.6169930618,0.0009049430,587.4758721549,0.5894700534,0.0964648049,5.5270261937,-0.0000000000,-0.0000000000,179.0596124352,0.0000000000,-1.0412853308,587.4659388620,0.0000000000,-3.4162905646,-0.0000000000,0.1022800392,0.0000000000,-0.0000000000,5.8602145738,0.0000000000,0.0000000000,-0.0006374820,0.0000000000,0.0000000000,-0.0365250273,0.0000000000
12.0200000000,9018.4738302782,29588.1696813300,996.6167004154,0.0009049408,587.4728215125,0.5894671655,0.0964648525,5.5270289193,-0.0000000000,-0.0000000000,179.0586959330,0.0000000000,-1.0389872594,587.4629319649,0.0000000000,-3.4087509602,-0.0000000000,0.1022672828,0.0000000000,-0.0000000000,5.8594836852,0.0000000000,0.0000000000,-0.0006381589,0.0000000000,0.0000000000,-0.0365638111,0.0000000000
12.0400000000,9018.4945870231,29588.2377808888,996.6164084159,0.0009049385,587.4697797864,0.5894642862,0.0964648999,5.5270316354,-0.0000000000,-0.0000000000,179.0577821328,0.0000000000,-1.0366868360,587.4599339326,0.0000000000,-3.4012036392,-0.0000000000,0.1022545128,0.0000000000,-0.0000000000,5.8587520220,0.0000000000,0.0000000000,-0.0006388341,0.0000000000,0.0000000000,-0.0366024967,0.0000000000
12.0600000000,9018.5152977360,29588.3057294242,996.6161170639,0.0009049363,587.4667469833,0.5894614154,0.0964649471,5.5270343418,-0.0000000000,-0.0000000000,179.0568710365,0.0000000000,-1.0343840671,587.4569447714,0.0000000000,-3.3936486228,-0.0000000000,0.1022417294,0.0000000000,-0.0000000000,5.8580195860,0.0000000000,0.0000000000,-0.0006395076,0.0000000000,0.0000000000,-0.0366410842,0.0000000000
