time_s,p_rads,q_rads,r_rads,H_inertial_mag,T_rot_J,T_drift_rel
7.6300000000,-0.1401080253,0.0619511173,0.2730499956,0.0027376770,0.0004049741,-0.7856311313
7.6350000000,-0.1400700563,0.0617585398,0.2729360504,0.0027362743,0.0004045567,-0.7858520605
7.6400000000,-0.1400319548,0.0615661662,0.2728220756,0.0027348724,0.0004041397,-0.7860727662
7.6450000000,-0.1399937211,0.0613739965,0.2727080715,0.0027334711,0.0004037232,-0.7862932488
7.6500000000,-0.1399553555,0.0611820307,0.2725940381,0.0027320705,0.0004033071,-0.7865135082
7.6550000000,-0.1399168585,0.0609902688,0.2724799756,0.0027306706,0.0004028914,-0.7867335449
7.6600000000,-0.1398782302,0.0607987110,0.2723658840,0.0027292715,0.0004024762,-0.7869533590
7.6650000000,-0.1398394711,0.0606073572,0.2722517635,0.0027278730,0.0004020613,-0.7871729506
7.6700000000,-0.1398005815,0.0604162075,0.2721376143,0.0027264752,0.0004016469,-0.7873923201
7.6750000000,-0.1397615616,0.0602252618,0.2720234364,0.0027250781,0.0004012329,-0.7876114676
7.6800000000,-0.1397224119,0.0600345203,0.2719092300,0.0027236817,0.0004008193,-0.7878303933
7.6850000000,-0.1396831327,0.0598439830,0.2717949951,0.0027222860,0.0004004062,-0.7880490975
7.6900000000,-0.1396437242,0.0596536498,0.2716807320,0.0027208910,0.0003999934,-0.7882675802
7.6950000000,-0.1396041868,0.0594635209,0.2715664407,0.0027194967,0.0003995811,-0.7884858419
7.7000000000,-0.1395645209,0.0592735963,0.2714521213,0.0027181031,0.0003991692,-0.7887038826
7.7050000000,-0.1395247268,0.0590838759,0.2713377740,0.0027167102,0.0003987577,-0.7889217025
7.7100000000,-0.1394848047,0.0588943599,0.2712233989,0.0027153180,0.0003983466,-0.7891393019
7.7150000000,-0.1394447551,0.0587050482,0.2711089961,0.0027139264,0.0003979360,-0.7893566810
7.7200000000,-0.1394045782,0.0585159409,0.2709945658,0.0027125356,0.0003975257,-0.7895738400
7.7250000000,-0.1393642744,0.0583270380,0.2708801080,0.0027111455,0.0003971159,-0.7897907791
7.7300000000,-0.1393238440,0.0581383395,0.2707656229,0.0027097560,0.0003967065,-0.7900074984
7.7350000000,-0.1392832874,0.0579498455,0.2706511106,0.0027083672,0.0003962975,-0.7902239983
7.7400000000,-0.1392426047,0.0577615559,0.2705365712,0.0027069792,0.0003958889,-0.7904402788
7.7450000000,-0.1392017965,0.0575734709,0.2704220049,0.0027055918,0.0003954807,-0.7906563403
7.7500000000,-0.1391608630,0.0573855903,0.2703074118,0.0027042051,0.0003950729,-0.7908721829
7.7550000000,-0.1391198045,0.0571979144,0.2701927920,0.0027028191,0.0003946656,-0.7910878068
7.7600000000,-0.1390786213,0.0570104430,0.2700781456,0.0027014338,0.0003942587,-0.7913032123
7.7650000000,-0.1390373138,0.0568231762,0.2699634728,0.0027000492,0.0003938522,-0.7915183995
7.7700000000,-0.1389958824,0.0566361140,0.2698487736,0.0026986653,0.0003934460,-0.7917333686
7.7750000000,-0.1389543272,0.0564492564,0.2697340482,0.0026972821,0.0003930403,-0.7919481199
7.7800000000,-0.1389126487,0.0562626035,0.2696192968,0.0026958995,0.0003926351,-0.7921626535
7.7850000000,-0.1388708472,0.0560761553,0.2695045194,0.0026945177,0.0003922302,-0.7923769696
7.7900000000,-0.1388289229,0.0558899117,0.2693897161,0.0026931365,0.0003918257,-0.7925910686
7.7950000000,-0.1387868763,0.0557038729,0.2692748872,0.0026917560,0.0003914217,-0.7928049505
7.8000000000,-0.1387447076,0.0555180388,0.2691600327,0.0026903763,0.0003910180,-0.7930186155
7.8050000000,-0.1387024171,0.0553324095,0.2690451527,0.0026889972,0.0003906148,-0.7932320639
7.8100000000,-0.1386600053,0.0551469849,0.2689302474,0.0026876188,0.0003902120,-0.7934452959
7.8150000000,-0.1386174723,0.0549617651,0.2688153169,0.0026862410,0.0003898095,-0.7936583117
7.8200000000,-0.1385748186,0.0547767501,0.2687003614,0.0026848640,0.0003894075,-0.7938711115
7.8250000000,-0.1385320444,0.0545919398,0.2685853808,0.0026834877,0.0003890059,-0.7940836954
7.8300000000,-0.1384891500,0.0544073344,0.2684703755,0.0026821120,0.0003886047,-0.7942960638
7.8350000000,-0.1384461359,0.0542229339,0.2683553454,0.0026807370,0.0003882040,-0.7945082167
7.8400000000,-0.1384030022,0.0540387381,0.2682402908,0.0026793628,0.0003878036,-0.7947201544
7.8450000000,-0.1383597494,0.0538547473,0.2681252117,0.0026779892,0.0003874036,-0.7949318771
7.8500000000,-0.1383163777,0.0536709613,0.2680101083,0.0026766163,0.0003870040,-0.7951433850
7.8550000000,-0.1382728874,0.0534873801,0.2678949807,0.0026752440,0.0003866049,-0.7953546783
7.8600000000,-0.1382292789,0.0533040039,0.2677798291,0.0026738725,0.0003862061,-0.7955657572
7.8650000000,-0.1381855526,0.0531208325,0.2676646534,0.0026725017,0.0003858077,-0.7957766219
7.8700000000,-0.1381417086,0.0529378661,0.2675494540,0.0026711315,0.0003854098,-0.7959872726
7.8750000000,-0.1380977473,0.0527551045,0.2674342309,0.0026697620,0.0003850123,-0.7961977095
7.8800000000,-0.1380536691,0.0525725479,0.2673189842,0.0026683932,0.0003846151,-0.7964079329
7.8850000000,-0.1380094743,0.0523901962,0.2672037141,0.0026670251,0.0003842184,-0.7966179428
7.8900000000,-0.1379651631,0.0522080494,0.2670884206,0.0026656577,0.0003838220,-0.7968277396
7.8950000000,-0.1379207360,0.0520261076,0.2669731040,0.0026642909,0.0003834261,-0.7970373233
7.9000000000,-0.1378761931,0.0518443707,0.2668577643,0.0026629248,0.0003830306,-0.7972466943
7.9050000000,-0.1378315349,0.0516628387,0.2667424017,0.0026615595,0.0003826354,-0.7974558527
7.9100000000,-0.1377867615,0.0514815117,0.2666270163,0.0026601948,0.0003822407,-0.7976647987
7.9150000000,-0.1377418735,0.0513003896,0.2665116082,0.0026588308,0.0003818464,-0.7978735326
7.9200000000,-0.1376968710,0.0511194725,0.2663961776,0.0026574674,0.0003814524,-0.7980820544
7.9250000000,-0.1376517544,0.0509387604,0.2662807245,0.0026561048,0.0003810589,-0.7982903645
7.9300000000,-0.1376065240,0.0507582531,0.2661652492,0.0026547428,0.0003806658,-0.7984984629
7.9350000000,-0.1375611801,0.0505779509,0.2660497516,0.0026533815,0.0003802731,-0.7987063500
7.9400000000,-0.1375157231,0.0503978536,0.2659342321,0.0026520209,0.0003798807,-0.7989140259
7.9450000000,-0.1374701531,0.0502179612,0.2658186906,0.0026506610,0.0003794888,-0.7991214908
7.9500000000,-0.1374244706,0.0500382738,0.2657031274,0.0026493017,0.0003790973,-0.7993287450
7.9550000000,-0.1373786759,0.0498587914,0.2655875425,0.0026479432,0.0003787061,-0.7995357885
7.9600000000,-0.1373327692,0.0496795138,0.2654719360,0.0026465853,0.0003783154,-0.7997426217
7.9650000000,-0.1372867510,0.0495004413,0.2653563082,0.0026452281,0.0003779251,-0.7999492446
7.9700000000,-0.1372406214,0.0493215736,0.2652406591,0.0026438716,0.0003775351,-0.8001556576
7.9750000000,-0.1371943808,0.0491429109,0.2651249889,0.0026425157,0.0003771456,-0.8003618608
7.9800000000,-0.1371480295,0.0489644532,0.2650092976,0.0026411606,0.0003767564,-0.8005678544
7.9850000000,-0.1371015679,0.0487862003,0.2648935855,0.0026398061,0.0003763677,-0.8007736386
7.9900000000,-0.1370549962,0.0486081524,0.2647778526,0.0026384523,0.0003759793,-0.8009792136
7.9950000000,-0.1370083148,0.0484303093,0.2646620991,0.0026370991,0.0003755913,-0.8011845796
8.0000000000,-0.1369615239,0.0482526712,0.2645463251,0.0026357467,0.0003752038,-0.8013897367
8.0050000000,-0.1369146238,0.0480752380,0.2644305307,0.0026343949,0.0003748166,-0.8015946853
8.0100000000,-0.1368676150,0.0478980096,0.2643147161,0.0026330438,0.0003744298,-0.8017994255
8.0150000000,-0.1368204976,0.0477209861,0.2641988813,0.0026316934,0.0003740434,-0.8020039575
8.0200000000,-0.1367732720,0.0475441675,0.2640830266,0.0026303436,0.0003736574,-0.8022082815
8.0250000000,-0.1367259385,0.0473675538,0.2639671520,0.0026289946,0.0003732718,-0.8024123976
8.0300000000,-0.1366784974,0.0471911448,0.2638512577,0.0026276462,0.0003728866,-0.8026163061
8.0350000000,-0.1366309490,0.0470149407,0.2637353438,0.0026262985,0.0003725018,-0.8028200072
8.0400000000,-0.1365832936,0.0468389415,0.2636194104,0.0026249514,0.0003721173,-0.8030235011
8.0450000000,-0.1365355316,0.0466631470,0.2635034577,0.0026236050,0.0003717333,-0.8032267880
8.0500000000,-0.1364876632,0.0464875573,0.2633874858,0.0026222594,0.0003713496,-0.8034298680
8.0550000000,-0.1364396887,0.0463121724,0.2632714948,0.0026209143,0.0003709664,-0.8036327414
8.0600000000,-0.1363916085,0.0461369923,0.2631554848,0.0026195700,0.0003705835,-0.8038354083
8.0650000000,-0.1363434228,0.0459620169,0.2630394561,0.0026182263,0.0003702010,-0.8040378690
8.0700000000,-0.1362951319,0.0457872463,0.2629234086,0.0026168833,0.0003698190,-0.8042401237
8.0750000000,-0.1362467362,0.0456126803,0.2628073426,0.0026155410,0.0003694373,-0.8044421725
8.0800000000,-0.1361982360,0.0454383191,0.2626912581,0.0026141994,0.0003690559,-0.8046440156
8.0850000000,-0.1361496315,0.0452641625,0.2625751553,0.0026128584,0.0003686750,-0.8048456533
8.0900000000,-0.1361009231,0.0450902106,0.2624590344,0.0026115181,0.0003682945,-0.8050470857
8.0950000000,-0.1360521111,0.0449164634,0.2623428954,0.0026101785,0.0003679143,-0.8052483130
8.1000000000,-0.1360031957,0.0447429208,0.2622267385,0.0026088395,0.0003675346,-0.8054493355
8.1050000000,-0.1359541773,0.0445695827,0.2621105639,0.0026075012,0.0003671552,-0.8056501532
8.1100000000,-0.1359050562,0.0443964493,0.2619943715,0.0026061636,0.0003667762,-0.8058507665
8.1150000000,-0.1358558327,0.0442235204,0.2618781617,0.0026048267,0.0003663976,-0.8060511755
8.1200000000,-0.1358065070,0.0440507961,0.2617619344,0.0026034904,0.0003660194,-0.8062513804
8.1250000000,-0.1357570795,0.0438782763,0.2616456899,0.0026021548,0.0003656416,-0.8064513814
8.1300000000,-0.1357075505,0.0437059610,0.2615294282,0.0026008199,0.0003652641,-0.8066511786
8.1350000000,-0.1356579203,0.0435338501,0.2614131495,0.0025994856,0.0003648871,-0.8068507724
8.1400000000,-0.1356081891,0.0433619437,0.2612968540,0.0025981521,0.0003645104,-0.8070501628
8.1450000000,-0.1355583573,0.0431902418,0.2611805417,0.0025968191,0.0003641341,-0.8072493500
8.1500000000,-0.1355084252,0.0430187442,0.2610642128,0.0025954869,0.0003637582,-0.8074483344
8.1550000000,-0.1354583931,0.0428474510,0.2609478674,0.0025941553,0.0003633827,-0.8076471160
8.1600000000,-0.1354082613,0.0426763622,0.2608315057,0.0025928244,0.0003630075,-0.8078456950
8.1650000000,-0.1353580300,0.0425054777,0.2607151277,0.0025914942,0.0003626327,-0.8080440717
8.1700000000,-0.1353076996,0.0423347974,0.2605987336,0.0025901646,0.0003622584,-0.8082422462
8.1750000000,-0.1352572704,0.0421643215,0.2604823236,0.0025888357,0.0003618844,-0.8084402187
8.1800000000,-0.1352067426,0.0419940498,0.2603658977,0.0025875075,0.0003615107,-0.8086379895
8.1850000000,-0.1351561167,0.0418239823,0.2602494561,0.0025861799,0.0003611375,-0.8088355586
8.1900000000,-0.1351053927,0.0416541189,0.2601329990,0.0025848530,0.0003607647,-0.8090329264
8.1950000000,-0.1350545711,0.0414844598,0.2600165264,0.0025835268,0.0003603922,-0.8092300929
8.2000000000,-0.1350036522,0.0413150047,0.2599000385,0.0025822012,0.0003600201,-0.8094270584
8.2050000000,-0.1349526362,0.0411457538,0.2597835354,0.0025808763,0.0003596484,-0.8096238231
8.2100000000,-0.1349015235,0.0409767069,0.2596670172,0.0025795521,0.0003592770,-0.8098203872
8.2150000000,-0.1348503143,0.0408078640,0.2595504841,0.0025782285,0.0003589061,-0.8100167508
8.2200000000,-0.1347990089,0.0406392251,0.2594339363,0.0025769056,0.0003585355,-0.8102129142
8.2250000000,-0.1347476077,0.0404707902,0.2593173737,0.0025755834,0.0003581653,-0.8104088775
8.2300000000,-0.1346961109,0.0403025592,0.2592007967,0.0025742618,0.0003577955,-0.8106046409
8.2350000000,-0.1346445188,0.0401345321,0.2590842052,0.0025729409,0.0003574260,-0.8108002047
8.2400000000,-0.1345928317,0.0399667088,0.2589675994,0.0025716207,0.0003570569,-0.8109955689
8.2450000000,-0.1345410499,0.0397990894,0.2588509796,0.0025703011,0.0003566882,-0.8111907339
8.2500000000,-0.1344891737,0.0396316738,0.2587343456,0.0025689822,0.0003563199,-0.8113856998
8.2550000000,-0.1344372033,0.0394644619,0.2586176979,0.0025676639,0.0003559520,-0.8115804667
8.2600000000,-0.1343851392,0.0392974538,0.2585010363,0.0025663464,0.0003555844,-0.8117750349
8.2650000000,-0.1343329815,0.0391306493,0.2583843612,0.0025650294,0.0003552172,-0.8119694046
8.2700000000,-0.1342807306,0.0389640484,0.2582676725,0.0025637132,0.0003548504,-0.8121635759
8.2750000000,-0.1342283867,0.0387976512,0.2581509705,0.0025623976,0.0003544840,-0.8123575491
8.2800000000,-0.1341759501,0.0386314575,0.2580342552,0.0025610827,0.0003541179,-0.8125513243
8.2850000000,-0.1341234212,0.0384654673,0.2579175269,0.0025597684,0.0003537522,-0.8127449017
8.2900000000,-0.1340708002,0.0382996806,0.2578007856,0.0025584548,0.0003533869,-0.8129382815
8.2950000000,-0.1340180874,0.0381340974,0.2576840314,0.0025571418,0.0003530219,-0.8131314639
8.3000000000,-0.1339652831,0.0379687175,0.2575672645,0.0025558296,0.0003526573,-0.8133244491
8.3050000000,-0.1339123876,0.0378035410,0.2574504851,0.0025545179,0.0003522931,-0.8135172373
8.3100000000,-0.1338594012,0.0376385679,0.2573336932,0.0025532070,0.0003519293,-0.8137098286
8.3150000000,-0.1338063241,0.0374737980,0.2572168890,0.0025518967,0.0003515658,-0.8139022233
8.3200000000,-0.1337531567,0.0373092313,0.2571000726,0.0025505870,0.0003512028,-0.8140944215
8.3250000000,-0.1336998992,0.0371448678,0.2569832441,0.0025492780,0.0003508400,-0.8142864235
8.3300000000,-0.1336465519,0.0369807075,0.2568664037,0.0025479697,0.0003504777,-0.8144782293
8.3350000000,-0.1335931152,0.0368167503,0.2567495515,0.0025466621,0.0003501157,-0.8146698393
8.3400000000,-0.1335395892,0.0366529961,0.2566326876,0.0025453551,0.0003497541,-0.8148612535
8.3450000000,-0.1334859743,0.0364894449,0.2565158122,0.0025440487,0.0003493929,-0.8150524722
8.3500000000,-0.1334322708,0.0363260967,0.2563989254,0.0025427430,0.0003490320,-0.8152434956
8.3550000000,-0.1333784789,0.0361629514,0.2562820273,0.0025414380,0.0003486715,-0.8154343239
8.3600000000,-0.1333245990,0.0360000090,0.2561651180,0.0025401336,0.0003483113,-0.8156249571
8.3650000000,-0.1332706313,0.0358372694,0.2560481978,0.0025388299,0.0003479516,-0.8158153956
8.3700000000,-0.1332165760,0.0356747325,0.2559312666,0.0025375269,0.0003475922,-0.8160056395
8.3750000000,-0.1331624336,0.0355123984,0.2558143247,0.0025362245,0.0003472332,-0.8161956890
8.3800000000,-0.1331082043,0.0353502670,0.2556973722,0.0025349227,0.0003468745,-0.8163855443
8.3850000000,-0.1330538882,0.0351883381,0.2555804091,0.0025336216,0.0003465162,-0.8165752056
8.3900000000,-0.1329994859,0.0350266119,0.2554634357,0.0025323212,0.0003461583,-0.8167646730
8.3950000000,-0.1329449974,0.0348650882,0.2553464520,0.0025310215,0.0003458007,-0.8169539467
8.4000000000,-0.1328904232,0.0347037669,0.2552294583,0.0025297223,0.0003454435,-0.8171430270
8.4050000000,-0.1328357634,0.0345426481,0.2551124545,0.0025284239,0.0003450867,-0.8173319140
8.4100000000,-0.1327810184,0.0343817316,0.2549954409,0.0025271261,0.0003447302,-0.8175206079
8.4150000000,-0.1327261884,0.0342210175,0.2548784176,0.0025258289,0.0003443741,-0.8177091088
8.4200000000,-0.1326712737,0.0340605056,0.2547613847,0.0025245324,0.0003440183,-0.8178974171
8.4250000000,-0.1326162747,0.0339001959,0.2546443423,0.0025232366,0.0003436630,-0.8180855328
8.4300000000,-0.1325611915,0.0337400884,0.2545272906,0.0025219414,0.0003433079,-0.8182734561
8.4350000000,-0.1325060245,0.0335801830,0.2544102297,0.0025206469,0.0003429533,-0.8184611872
8.4400000000,-0.1324507740,0.0334204796,0.2542931597,0.0025193530,0.0003425990,-0.8186487264
8.4450000000,-0.1323954401,0.0332609782,0.2541760808,0.0025180598,0.0003422451,-0.8188360737
8.4500000000,-0.1323400233,0.0331016788,0.2540589931,0.0025167672,0.0003418915,-0.8190232295
8.4550000000,-0.1322845237,0.0329425812,0.2539418967,0.0025154753,0.0003415383,-0.8192101937
8.4600000000,-0.1322289417,0.0327836854,0.2538247917,0.0025141840,0.0003411855,-0.8193969668
8.4650000000,-0.1321732775,0.0326249915,0.2537076783,0.0025128934,0.0003408330,-0.8195835487
8.4700000000,-0.1321175314,0.0324664992,0.2535905566,0.0025116035,0.0003404809,-0.8197699398
8.4750000000,-0.1320617037,0.0323082085,0.2534734267,0.0025103142,0.0003401291,-0.8199561401
8.4800000000,-0.1320057946,0.0321501195,0.2533562888,0.0025090255,0.0003397777,-0.8201421500
8.4850000000,-0.1319498045,0.0319922320,0.2532391430,0.0025077375,0.0003394267,-0.8203279695
8.4900000000,-0.1318937336,0.0318345459,0.2531219894,0.0025064501,0.0003390760,-0.8205135988
8.4950000000,-0.1318375822,0.0316770613,0.2530048281,0.0025051634,0.0003387257,-0.8206990382
8.5000000000,-0.1317813505,0.0315197780,0.2528876594,0.0025038774,0.0003383757,-0.8208842877
8.5050000000,-0.1317250389,0.0313626959,0.2527704832,0.0025025920,0.0003380261,-0.8210693477
8.5100000000,-0.1316686476,0.0312058151,0.2526532998,0.0025013072,0.0003376769,-0.8212542183
8.5150000000,-0.1316121768,0.0310491355,0.2525361092,0.0025000231,0.0003373280,-0.8214388996
8.5200000000,-0.1315556269,0.0308926570,0.2524189116,0.0024987397,0.0003369794,-0.8216233918
8.5250000000,-0.1314989982,0.0307363795,0.2523017072,0.0024974569,0.0003366313,-0.8218076952
8.5300000000,-0.1314422908,0.0305803030,0.2521844960,0.0024961747,0.0003362834,-0.8219918098
8.5350000000,-0.1313855051,0.0304244274,0.2520672781,0.0024948932,0.0003359360,-0.8221757360
8.5400000000,-0.1313286414,0.0302687526,0.2519500538,0.0024936124,0.0003355889,-0.8223594738
8.5450000000,-0.1312716998,0.0301132786,0.2518328231,0.0024923321,0.0003352421,-0.8225430235
8.5500000000,-0.1312146808,0.0299580054,0.2517155862,0.0024910526,0.0003348957,-0.8227263852
8.5550000000,-0.1311575845,0.0298029327,0.2515983432,0.0024897737,0.0003345497,-0.8229095591
8.5600000000,-0.1311004112,0.0296480607,0.2514810942,0.0024884954,0.0003342040,-0.8230925454
8.5650000000,-0.1310431612,0.0294933892,0.2513638393,0.0024872178,0.0003338587,-0.8232753442
8.5700000000,-0.1309858348,0.0293389181,0.2512465787,0.0024859408,0.0003335137,-0.8234579559
8.5750000000,-0.1309284322,0.0291846474,0.2511293126,0.0024846645,0.0003331690,-0.8236403804
8.5800000000,-0.1308709537,0.0290305770,0.2510120409,0.0024833888,0.0003328248,-0.8238226181
8.5850000000,-0.1308133996,0.0288767069,0.2508947639,0.0024821138,0.0003324808,-0.8240046690
8.5900000000,-0.1307557701,0.0287230370,0.2507774817,0.0024808394,0.0003321373,-0.8241865335
8.5950000000,-0.1306980655,0.0285695671,0.2506601944,0.0024795656,0.0003317941,-0.8243682116
8.6000000000,-0.1306402861,0.0284162973,0.2505429022,0.0024782925,0.0003314512,-0.8245497035
8.6050000000,-0.1305824322,0.0282632274,0.2504256051,0.0024770201,0.0003311087,-0.8247310095
8.6100000000,-0.1305245039,0.0281103575,0.2503083034,0.0024757483,0.0003307665,-0.8249121296
8.6150000000,-0.1304665016,0.0279576874,0.2501909970,0.0024744771,0.0003304247,-0.8250930641
8.6200000000,-0.1304084256,0.0278052170,0.2500736863,0.0024732066,0.0003300833,-0.8252738132
8.6250000000,-0.1303502760,0.0276529463,0.2499563712,0.0024719367,0.0003297421,-0.8254543770
8.6300000000,-0.1302920533,0.0275008752,0.2498390519,0.0024706674,0.0003294014,-0.8256347557
8.6350000000,-0.1302337575,0.0273490036,0.2497217285,0.0024693989,0.0003290610,-0.8258149495
8.6400000000,-0.1301753891,0.0271973316,0.2496044012,0.0024681309,0.0003287209,-0.8259949586
8.6450000000,-0.1301169482,0.0270458589,0.2494870701,0.0024668636,0.0003283812,-0.8261747831
8.6500000000,-0.1300584351,0.0268945855,0.2493697353,0.0024655969,0.0003280418,-0.8263544233
8.6550000000,-0.1299998501,0.0267435113,0.2492523970,0.0024643309,0.0003277028,-0.8265338792
8.6600000000,-0.1299411935,0.0265926363,0.2491350552,0.0024630655,0.0003273641,-0.8267131511
8.6650000000,-0.1298824655,0.0264419604,0.2490177101,0.0024618008,0.0003270258,-0.8268922392
8.6700000000,-0.1298236664,0.0262914836,0.2489003619,0.0024605367,0.0003266878,-0.8270711437
8.6750000000,-0.1297647964,0.0261412056,0.2487830106,0.0024592732,0.0003263502,-0.8272498646
8.6800000000,-0.1297058558,0.0259911265,0.2486656563,0.0024580104,0.0003260129,-0.8274284023
8.6850000000,-0.1296468448,0.0258412462,0.2485482993,0.0024567482,0.0003256760,-0.8276067568
8.6900000000,-0.1295877638,0.0256915647,0.2484309396,0.0024554867,0.0003253394,-0.8277849283
8.6950000000,-0.1295286129,0.0255420817,0.2483135774,0.0024542258,0.0003250031,-0.8279629171
8.7000000000,-0.1294693925,0.0253927973,0.2481962128,0.0024529655,0.0003246672,-0.8281407233
8.7050000000,-0.1294101028,0.0252437113,0.2480788458,0.0024517059,0.0003243317,-0.8283183471
8.7100000000,-0.1293507441,0.0250948238,0.2479614767,0.0024504470,0.0003239965,-0.8284957886
8.7150000000,-0.1292913165,0.0249461345,0.2478441056,0.0024491886,0.0003236616,-0.8286730481
8.7200000000,-0.1292318205,0.0247976435,0.2477267325,0.0024479309,0.0003233271,-0.8288501256
8.7250000000,-0.1291722561,0.0246493507,0.2476093577,0.0024466738,0.0003229929,-0.8290270215
8.7300000000,-0.1291126238,0.0245012559,0.2474919811,0.0024454174,0.0003226591,-0.8292037358
8.7350000000,-0.1290529237,0.0243533591,0.2473746031,0.0024441616,0.0003223256,-0.8293802688
8.7400000000,-0.1289931561,0.0242056602,0.2472572236,0.0024429065,0.0003219924,-0.8295566205
8.7450000000,-0.1289333213,0.0240581592,0.2471398429,0.0024416520,0.0003216596,-0.8297327913
8.7500000000,-0.1288734195,0.0239108558,0.2470224610,0.0024403981,0.0003213271,-0.8299087812
8.7550000000,-0.1288134509,0.0237637502,0.2469050780,0.0024391449,0.0003209950,-0.8300845905
8.7600000000,-0.1287534159,0.0236168421,0.2467876942,0.0024378922,0.0003206632,-0.8302602193
8.7650000000,-0.1286933147,0.0234701315,0.2466703095,0.0024366403,0.0003203318,-0.8304356677
8.7700000000,-0.1286331475,0.0233236184,0.2465529242,0.0024353889,0.0003200006,-0.8306109361
8.7750000000,-0.1285729146,0.0231773025,0.2464355384,0.0024341383,0.0003196699,-0.8307860245
8.7800000000,-0.1285126162,0.0230311839,0.2463181521,0.0024328882,0.0003193395,-0.8309609330
8.7850000000,-0.1284522526,0.0228852625,0.2462007656,0.0024316388,0.0003190094,-0.8311356620
8.7900000000,-0.1283918241,0.0227395381,0.2460833789,0.0024303900,0.0003186796,-0.8313102116
8.7950000000,-0.1283313309,0.0225940107,0.2459659922,0.0024291418,0.0003183502,-0.8314845819
8.8000000000,-0.1282707732,0.0224486802,0.2458486055,0.0024278943,0.0003180211,-0.8316587731
8.8050000000,-0.1282101514,0.0223035465,0.2457312191,0.0024266474,0.0003176924,-0.8318327854
8.8100000000,-0.1281494656,0.0221586095,0.2456138330,0.0024254011,0.0003173640,-0.8320066189
8.8150000000,-0.1280887161,0.0220138692,0.2454964473,0.0024241555,0.0003170359,-0.8321802739
8.8200000000,-0.1280279032,0.0218693254,0.2453790623,0.0024229105,0.0003167082,-0.8323537505
8.8250000000,-0.1279670271,0.0217249781,0.2452616779,0.0024216662,0.0003163808,-0.8325270489
8.8300000000,-0.1279060881,0.0215808271,0.2451442944,0.0024204225,0.0003160538,-0.8327001693
8.8350000000,-0.1278450864,0.0214368725,0.2450269118,0.0024191794,0.0003157271,-0.8328731117
8.8400000000,-0.1277840222,0.0212931140,0.2449095303,0.0024179369,0.0003154007,-0.8330458765
8.8450000000,-0.1277228958,0.0211495516,0.2447921500,0.0024166951,0.0003150746,-0.8332184637
8.8500000000,-0.1276617075,0.0210061852,0.2446747710,0.0024154539,0.0003147489,-0.8333908736
8.8550000000,-0.1276004575,0.0208630148,0.2445573935,0.0024142133,0.0003144236,-0.8335631063
8.8600000000,-0.1275391461,0.0207200402,0.2444400175,0.0024129734,0.0003140985,-0.8337351621
8.8650000000,-0.1274777735,0.0205772613,0.2443226432,0.0024117341,0.0003137738,-0.8339070409
8.8700000000,-0.1274163399,0.0204346781,0.2442052708,0.0024104954,0.0003134495,-0.8340787431
8.8750000000,-0.1273548456,0.0202922904,0.2440879002,0.0024092574,0.0003131254,-0.8342502689
8.8800000000,-0.1272932908,0.0201500982,0.2439705318,0.0024080199,0.0003128017,-0.8344216183
8.8850000000,-0.1272316759,0.0200081014,0.2438531655,0.0024067832,0.0003124783,-0.8345927915
8.8900000000,-0.1271700009,0.0198662998,0.2437358015,0.0024055470,0.0003121553,-0.8347637888
8.8950000000,-0.1271082663,0.0197246935,0.2436184399,0.0024043115,0.0003118326,-0.8349346103
8.9000000000,-0.1270464722,0.0195832822,0.2435010809,0.0024030766,0.0003115102,-0.8351052561
8.9050000000,-0.1269846188,0.0194420659,0.2433837246,0.0024018423,0.0003111882,-0.8352757265
8.9100000000,-0.1269227065,0.0193010445,0.2432663711,0.0024006087,0.0003108665,-0.8354460216
8.9150000000,-0.1268607354,0.0191602179,0.2431490204,0.0023993756,0.0003105451,-0.8356161416
8.9200000000,-0.1267987058,0.0190195861,0.2430316728,0.0023981433,0.0003102240,-0.8357860867
8.9250000000,-0.1267366179,0.0188791488,0.2429143284,0.0023969115,0.0003099033,-0.8359558569
8.9300000000,-0.1266744721,0.0187389061,0.2427969872,0.0023956804,0.0003095829,-0.8361254526
8.9350000000,-0.1266122684,0.0185988578,0.2426796495,0.0023944499,0.0003092629,-0.8362948738
8.9400000000,-0.1265500072,0.0184590038,0.2425623153,0.0023932200,0.0003089431,-0.8364641207
8.9450000000,-0.1264876888,0.0183193440,0.2424449847,0.0023919907,0.0003086237,-0.8366331936
8.9500000000,-0.1264253133,0.0181798784,0.2423276578,0.0023907621,0.0003083047,-0.8368020925
8.9550000000,-0.1263628809,0.0180406068,0.2422103349,0.0023895341,0.0003079859,-0.8369708177
8.9600000000,-0.1263003920,0.0179015291,0.2420930159,0.0023883067,0.0003076675,-0.8371393693
8.9650000000,-0.1262378468,0.0177626453,0.2419757011,0.0023870800,0.0003073494,-0.8373077475
8.9700000000,-0.1261752455,0.0176239552,0.2418583905,0.0023858539,0.0003070316,-0.8374759524
8.9750000000,-0.1261125883,0.0174854588,0.2417410843,0.0023846284,0.0003067142,-0.8376439843
8.9800000000,-0.1260498756,0.0173471559,0.2416237826,0.0023834035,0.0003063971,-0.8378118432
8.9850000000,-0.1259871074,0.0172090464,0.2415064855,0.0023821792,0.0003060803,-0.8379795294
8.9900000000,-0.1259242841,0.0170711303,0.2413891931,0.0023809556,0.0003057638,-0.8381470430
