time_s,p_rads,q_rads,r_rads,H_inertial_mag,T_rot_J,T_drift_rel
14.3900000000,-0.0569883664,-0.0480184340,0.1332236018,0.0013687557,0.0001004369,-0.9468347686
14.3950000000,-0.0569384808,-0.0480279942,0.1331471235,0.0013680576,0.0001003341,-0.9468891762
14.4000000000,-0.0568886305,-0.0480375030,0.1330706899,0.0013673599,0.0001002314,-0.9469435273
14.4050000000,-0.0568388156,-0.0480469604,0.1329943011,0.0013666625,0.0001001288,-0.9469978220
14.4100000000,-0.0567890360,-0.0480563666,0.1329179570,0.0013659655,0.0001000264,-0.9470520604
14.4150000000,-0.0567392918,-0.0480657216,0.1328416575,0.0013652689,0.0000999240,-0.9471062426
14.4200000000,-0.0566895829,-0.0480750255,0.1327654028,0.0013645726,0.0000998218,-0.9471603685
14.4250000000,-0.0566399094,-0.0480842784,0.1326891927,0.0013638767,0.0000997196,-0.9472144382
14.4300000000,-0.0565902712,-0.0480934803,0.1326130273,0.0013631811,0.0000996176,-0.9472684518
14.4350000000,-0.0565406683,-0.0481026315,0.1325369065,0.0013624859,0.0000995157,-0.9473224094
14.4400000000,-0.0564911008,-0.0481117319,0.1324608303,0.0013617911,0.0000994138,-0.9473763111
14.4450000000,-0.0564415686,-0.0481207817,0.1323847988,0.0013610966,0.0000993121,-0.9474301568
14.4500000000,-0.0563920718,-0.0481297809,0.1323088118,0.0013604025,0.0000992105,-0.9474839466
14.4550000000,-0.0563426102,-0.0481387296,0.1322328693,0.0013597088,0.0000991090,-0.9475376806
14.4600000000,-0.0562931839,-0.0481476279,0.1321569715,0.0013590154,0.0000990076,-0.9475913589
14.4650000000,-0.0562437930,-0.0481564760,0.1320811181,0.0013583224,0.0000989063,-0.9476449815
14.4700000000,-0.0561944373,-0.0481652738,0.1320053093,0.0013576297,0.0000988051,-0.9476985485
14.4750000000,-0.0561451170,-0.0481740215,0.1319295450,0.0013569374,0.0000987040,-0.9477520599
14.4800000000,-0.0560958319,-0.0481827191,0.1318538251,0.0013562455,0.0000986030,-0.9478055157
14.4850000000,-0.0560465821,-0.0481913667,0.1317781497,0.0013555539,0.0000985021,-0.9478589162
14.4900000000,-0.0559973676,-0.0481999645,0.1317025188,0.0013548627,0.0000984013,-0.9479122612
14.4950000000,-0.0559481884,-0.0482085125,0.1316269323,0.0013541718,0.0000983007,-0.9479655509
14.5000000000,-0.0558990444,-0.0482170108,0.1315513902,0.0013534813,0.0000982001,-0.9480187853
14.5050000000,-0.0558499357,-0.0482254595,0.1314758925,0.0013527911,0.0000980996,-0.9480719645
14.5100000000,-0.0558008622,-0.0482338587,0.1314004392,0.0013521014,0.0000979993,-0.9481250886
14.5150000000,-0.0557518240,-0.0482422084,0.1313250303,0.0013514119,0.0000978990,-0.9481781575
14.5200000000,-0.0557028210,-0.0482505087,0.1312496657,0.0013507229,0.0000977989,-0.9482311714
14.5250000000,-0.0556538532,-0.0482587598,0.1311743454,0.0013500342,0.0000976988,-0.9482841303
14.5300000000,-0.0556049207,-0.0482669617,0.1310990694,0.0013493458,0.0000975989,-0.9483370343
14.5350000000,-0.0555560234,-0.0482751145,0.1310238377,0.0013486578,0.0000974990,-0.9483898834
14.5400000000,-0.0555071613,-0.0482832182,0.1309486504,0.0013479702,0.0000973993,-0.9484426777
14.5450000000,-0.0554583344,-0.0482912731,0.1308735072,0.0013472829,0.0000972997,-0.9484954173
14.5500000000,-0.0554095427,-0.0482992790,0.1307984083,0.0013465960,0.0000972001,-0.9485481021
14.5550000000,-0.0553607863,-0.0483072362,0.1307233537,0.0013459094,0.0000971007,-0.9486007323
14.5600000000,-0.0553120650,-0.0483151447,0.1306483432,0.0013452232,0.0000970014,-0.9486533079
14.5650000000,-0.0552633789,-0.0483230047,0.1305733769,0.0013445374,0.0000969022,-0.9487058290
14.5700000000,-0.0552147279,-0.0483308161,0.1304984549,0.0013438519,0.0000968031,-0.9487582957
14.5750000000,-0.0551661122,-0.0483385791,0.1304235769,0.0013431667,0.0000967040,-0.9488107079
14.5800000000,-0.0551175316,-0.0483462937,0.1303487431,0.0013424819,0.0000966051,-0.9488630658
14.5850000000,-0.0550689861,-0.0483539601,0.1302739534,0.0013417975,0.0000965063,-0.9489153693
14.5900000000,-0.0550204758,-0.0483615783,0.1301992079,0.0013411135,0.0000964076,-0.9489676187
14.5950000000,-0.0549720007,-0.0483691484,0.1301245064,0.0013404297,0.0000963090,-0.9490198138
14.6000000000,-0.0549235607,-0.0483766705,0.1300498490,0.0013397464,0.0000962105,-0.9490719548
14.6050000000,-0.0548751558,-0.0483841446,0.1299752356,0.0013390634,0.0000961121,-0.9491240418
14.6100000000,-0.0548267860,-0.0483915710,0.1299006663,0.0013383807,0.0000960138,-0.9491760748
14.6150000000,-0.0547784514,-0.0483989495,0.1298261409,0.0013376984,0.0000959156,-0.9492280538
14.6200000000,-0.0547301519,-0.0484062804,0.1297516596,0.0013370165,0.0000958175,-0.9492799789
14.6250000000,-0.0546818874,-0.0484135637,0.1296772223,0.0013363349,0.0000957195,-0.9493318501
14.6300000000,-0.0546336581,-0.0484207995,0.1296028289,0.0013356537,0.0000956216,-0.9493836676
14.6350000000,-0.0545854638,-0.0484279879,0.1295284794,0.0013349728,0.0000955238,-0.9494354314
14.6400000000,-0.0545373047,-0.0484351289,0.1294541739,0.0013342923,0.0000954262,-0.9494871415
14.6450000000,-0.0544891806,-0.0484422226,0.1293799123,0.0013336121,0.0000953286,-0.9495387979
14.6500000000,-0.0544410915,-0.0484492692,0.1293056946,0.0013329323,0.0000952311,-0.9495904009
14.6550000000,-0.0543930376,-0.0484562687,0.1292315208,0.0013322529,0.0000951337,-0.9496419503
14.6600000000,-0.0543450186,-0.0484632211,0.1291573908,0.0013315738,0.0000950364,-0.9496934462
14.6650000000,-0.0542970347,-0.0484701266,0.1290833046,0.0013308950,0.0000949392,-0.9497448888
14.6700000000,-0.0542490859,-0.0484769853,0.1290092623,0.0013302166,0.0000948422,-0.9497962781
14.6750000000,-0.0542011721,-0.0484837972,0.1289352638,0.0013295386,0.0000947452,-0.9498476141
14.6800000000,-0.0541532933,-0.0484905624,0.1288613091,0.0013288609,0.0000946483,-0.9498988968
14.6850000000,-0.0541054495,-0.0484972810,0.1287873981,0.0013281835,0.0000945515,-0.9499501265
14.6900000000,-0.0540576407,-0.0485039531,0.1287135309,0.0013275065,0.0000944548,-0.9500013030
14.6950000000,-0.0540098669,-0.0485105788,0.1286397074,0.0013268299,0.0000943583,-0.9500524264
14.7000000000,-0.0539621281,-0.0485171580,0.1285659276,0.0013261536,0.0000942618,-0.9501034969
14.7050000000,-0.0539144242,-0.0485236910,0.1284921915,0.0013254777,0.0000941654,-0.9501545144
14.7100000000,-0.0538667554,-0.0485301778,0.1284184991,0.0013248021,0.0000940691,-0.9502054790
14.7150000000,-0.0538191215,-0.0485366185,0.1283448503,0.0013241269,0.0000939729,-0.9502563908
14.7200000000,-0.0537715225,-0.0485430132,0.1282712452,0.0013234520,0.0000938769,-0.9503072498
14.7250000000,-0.0537239586,-0.0485493619,0.1281976837,0.0013227775,0.0000937809,-0.9503580562
14.7300000000,-0.0536764295,-0.0485556647,0.1281241658,0.0013221033,0.0000936850,-0.9504088098
14.7350000000,-0.0536289354,-0.0485619217,0.1280506914,0.0013214295,0.0000935892,-0.9504595109
14.7400000000,-0.0535814762,-0.0485681330,0.1279772607,0.0013207560,0.0000934935,-0.9505101594
14.7450000000,-0.0535340519,-0.0485742987,0.1279038735,0.0013200829,0.0000933979,-0.9505607554
14.7500000000,-0.0534866625,-0.0485804189,0.1278305298,0.0013194101,0.0000933025,-0.9506112990
14.7550000000,-0.0534393081,-0.0485864935,0.1277572297,0.0013187376,0.0000932071,-0.9506617902
14.7600000000,-0.0533919885,-0.0485925228,0.1276839730,0.0013180656,0.0000931118,-0.9507122290
14.7650000000,-0.0533447038,-0.0485985067,0.1276107598,0.0013173938,0.0000930166,-0.9507626156
14.7700000000,-0.0532974539,-0.0486044455,0.1275375900,0.0013167225,0.0000929215,-0.9508129500
14.7750000000,-0.0532502390,-0.0486103390,0.1274644637,0.0013160514,0.0000928265,-0.9508632322
14.7800000000,-0.0532030589,-0.0486161875,0.1273913809,0.0013153807,0.0000927316,-0.9509134623
14.7850000000,-0.0531559136,-0.0486219910,0.1273183414,0.0013147104,0.0000926368,-0.9509636403
14.7900000000,-0.0531088032,-0.0486277496,0.1272453453,0.0013140404,0.0000925421,-0.9510137664
14.7950000000,-0.0530617276,-0.0486334634,0.1271723925,0.0013133708,0.0000924475,-0.9510638405
14.8000000000,-0.0530146868,-0.0486391324,0.1270994831,0.0013127015,0.0000923530,-0.9511138627
14.8050000000,-0.0529676808,-0.0486447567,0.1270266171,0.0013120325,0.0000922586,-0.9511638331
14.8100000000,-0.0529207096,-0.0486503364,0.1269537943,0.0013113640,0.0000921643,-0.9512137517
14.8150000000,-0.0528737733,-0.0486558717,0.1268810148,0.0013106957,0.0000920701,-0.9512636186
14.8200000000,-0.0528268717,-0.0486613624,0.1268082786,0.0013100278,0.0000919760,-0.9513134338
14.8250000000,-0.0527800049,-0.0486668088,0.1267355857,0.0013093603,0.0000918820,-0.9513631974
14.8300000000,-0.0527331728,-0.0486722110,0.1266629360,0.0013086931,0.0000917881,-0.9514129094
14.8350000000,-0.0526863755,-0.0486775689,0.1265903295,0.0013080262,0.0000916943,-0.9514625700
14.8400000000,-0.0526396130,-0.0486828827,0.1265177661,0.0013073597,0.0000916006,-0.9515121790
14.8450000000,-0.0525928852,-0.0486881525,0.1264452460,0.0013066935,0.0000915069,-0.9515617367
14.8500000000,-0.0525461921,-0.0486933783,0.1263727690,0.0013060277,0.0000914134,-0.9516112430
14.8550000000,-0.0524995337,-0.0486985602,0.1263003352,0.0013053622,0.0000913200,-0.9516606981
14.8600000000,-0.0524529101,-0.0487036983,0.1262279445,0.0013046971,0.0000912267,-0.9517101019
14.8650000000,-0.0524063211,-0.0487087927,0.1261555969,0.0013040323,0.0000911334,-0.9517594545
14.8700000000,-0.0523597669,-0.0487138434,0.1260832923,0.0013033679,0.0000910403,-0.9518087560
14.8750000000,-0.0523132473,-0.0487188505,0.1260110309,0.0013027038,0.0000909472,-0.9518580064
14.8800000000,-0.0522667624,-0.0487238141,0.1259388124,0.0013020400,0.0000908543,-0.9519072058
14.8850000000,-0.0522203121,-0.0487287344,0.1258666371,0.0013013766,0.0000907615,-0.9519563543
14.8900000000,-0.0521738965,-0.0487336112,0.1257945047,0.0013007136,0.0000906687,-0.9520054518
14.8950000000,-0.0521275156,-0.0487384448,0.1257224153,0.0013000509,0.0000905760,-0.9520544984
14.9000000000,-0.0520811693,-0.0487432352,0.1256503688,0.0012993885,0.0000904835,-0.9521034943
14.9050000000,-0.0520348576,-0.0487479825,0.1255783653,0.0012987265,0.0000903910,-0.9521524394
14.9100000000,-0.0519885805,-0.0487526868,0.1255064048,0.0012980648,0.0000902987,-0.9522013338
14.9150000000,-0.0519423380,-0.0487573481,0.1254344871,0.0012974035,0.0000902064,-0.9522501776
14.9200000000,-0.0518961302,-0.0487619665,0.1253626124,0.0012967425,0.0000901142,-0.9522989707
14.9250000000,-0.0518499569,-0.0487665421,0.1252907805,0.0012960818,0.0000900221,-0.9523477134
14.9300000000,-0.0518038181,-0.0487710750,0.1252189915,0.0012954215,0.0000899301,-0.9523964055
14.9350000000,-0.0517577140,-0.0487755652,0.1251472453,0.0012947615,0.0000898382,-0.9524450472
14.9400000000,-0.0517116444,-0.0487800129,0.1250755419,0.0012941019,0.0000897464,-0.9524936385
14.9450000000,-0.0516656093,-0.0487844180,0.1250038814,0.0012934426,0.0000896547,-0.9525421795
14.9500000000,-0.0516196088,-0.0487887808,0.1249322636,0.0012927837,0.0000895631,-0.9525906703
14.9550000000,-0.0515736428,-0.0487931012,0.1248606885,0.0012921251,0.0000894716,-0.9526391108
14.9600000000,-0.0515277113,-0.0487973793,0.1247891563,0.0012914669,0.0000893802,-0.9526875011
14.9650000000,-0.0514818143,-0.0488016152,0.1247176667,0.0012908090,0.0000892889,-0.9527358414
14.9700000000,-0.0514359518,-0.0488058090,0.1246462198,0.0012901514,0.0000891977,-0.9527841315
14.9750000000,-0.0513901238,-0.0488099607,0.1245748156,0.0012894942,0.0000891065,-0.9528323717
14.9800000000,-0.0513443303,-0.0488140705,0.1245034541,0.0012888373,0.0000890155,-0.9528805619
14.9850000000,-0.0512985712,-0.0488181384,0.1244321352,0.0012881807,0.0000889245,-0.9529287022
14.9900000000,-0.0512528466,-0.0488221645,0.1243608589,0.0012875245,0.0000888337,-0.9529767926
14.9950000000,-0.0512071564,-0.0488261488,0.1242896253,0.0012868687,0.0000887429,-0.9530248333
15.0000000000,-0.0511615006,-0.0488300915,0.1242184342,0.0012862131,0.0000886523,-0.9530728242
15.0050000000,-0.0511158793,-0.0488339926,0.1241472857,0.0012855580,0.0000885617,-0.9531207654
15.0100000000,-0.0510702924,-0.0488378521,0.1240761797,0.0012849031,0.0000884712,-0.9531686569
15.0150000000,-0.0510247398,-0.0488416702,0.1240051163,0.0012842486,0.0000883809,-0.9532164989
15.0200000000,-0.0509792217,-0.0488454470,0.1239340954,0.0012835945,0.0000882906,-0.9532642914
15.0250000000,-0.0509337379,-0.0488491824,0.1238631169,0.0012829406,0.0000882004,-0.9533120343
15.0300000000,-0.0508882885,-0.0488528767,0.1237921810,0.0012822872,0.0000881103,-0.9533597278
15.0350000000,-0.0508428735,-0.0488565297,0.1237212874,0.0012816340,0.0000880203,-0.9534073720
15.0400000000,-0.0507974928,-0.0488601418,0.1236504363,0.0012809812,0.0000879304,-0.9534549668
15.0450000000,-0.0507521464,-0.0488637128,0.1235796277,0.0012803288,0.0000878405,-0.9535025123
15.0500000000,-0.0507068343,-0.0488672429,0.1235088614,0.0012796766,0.0000877508,-0.9535500086
15.0550000000,-0.0506615566,-0.0488707322,0.1234381374,0.0012790249,0.0000876612,-0.9535974558
15.0600000000,-0.0506163132,-0.0488741806,0.1233674559,0.0012783734,0.0000875716,-0.9536448538
15.0650000000,-0.0505711040,-0.0488775884,0.1232968166,0.0012777223,0.0000874822,-0.9536922028
15.0700000000,-0.0505259291,-0.0488809556,0.1232262197,0.0012770715,0.0000873928,-0.9537395027
15.0750000000,-0.0504807885,-0.0488842822,0.1231556651,0.0012764211,0.0000873036,-0.9537867537
15.0800000000,-0.0504356822,-0.0488875683,0.1230851527,0.0012757710,0.0000872144,-0.9538339557
15.0850000000,-0.0503906101,-0.0488908140,0.1230146826,0.0012751212,0.0000871253,-0.9538811089
15.0900000000,-0.0503455722,-0.0488940194,0.1229442547,0.0012744718,0.0000870363,-0.9539282133
15.0950000000,-0.0503005685,-0.0488971846,0.1228738690,0.0012738227,0.0000869474,-0.9539752689
15.1000000000,-0.0502555991,-0.0489003095,0.1228035256,0.0012731740,0.0000868586,-0.9540222758
15.1050000000,-0.0502106638,-0.0489033943,0.1227332243,0.0012725256,0.0000867699,-0.9540692340
15.1100000000,-0.0501657628,-0.0489064391,0.1226629651,0.0012718775,0.0000866813,-0.9541161437
15.1150000000,-0.0501208959,-0.0489094440,0.1225927481,0.0012712298,0.0000865928,-0.9541630048
15.1200000000,-0.0500760632,-0.0489124089,0.1225225732,0.0012705824,0.0000865043,-0.9542098174
15.1250000000,-0.0500312646,-0.0489153340,0.1224524404,0.0012699353,0.0000864160,-0.9542565815
15.1300000000,-0.0499865002,-0.0489182194,0.1223823497,0.0012692886,0.0000863277,-0.9543032972
15.1350000000,-0.0499417699,-0.0489210651,0.1223123010,0.0012686422,0.0000862396,-0.9543499646
15.1400000000,-0.0498970737,-0.0489238712,0.1222422944,0.0012679961,0.0000861515,-0.9543965837
15.1450000000,-0.0498524116,-0.0489266377,0.1221723298,0.0012673504,0.0000860635,-0.9544431545
15.1500000000,-0.0498077837,-0.0489293648,0.1221024072,0.0012667050,0.0000859756,-0.9544896771
15.1550000000,-0.0497631898,-0.0489320525,0.1220325265,0.0012660600,0.0000858878,-0.9545361516
15.1600000000,-0.0497186299,-0.0489347009,0.1219626878,0.0012654153,0.0000858001,-0.9545825780
15.1650000000,-0.0496741042,-0.0489373101,0.1218928911,0.0012647709,0.0000857125,-0.9546289564
15.1700000000,-0.0496296125,-0.0489398801,0.1218231362,0.0012641268,0.0000856250,-0.9546752867
15.1750000000,-0.0495851548,-0.0489424109,0.1217534233,0.0012634831,0.0000855376,-0.9547215691
15.1800000000,-0.0495407311,-0.0489449028,0.1216837522,0.0012628398,0.0000854502,-0.9547678036
15.1850000000,-0.0494963415,-0.0489473557,0.1216141230,0.0012621967,0.0000853630,-0.9548139903
15.1900000000,-0.0494519858,-0.0489497697,0.1215445356,0.0012615540,0.0000852758,-0.9548601291
15.1950000000,-0.0494076642,-0.0489521449,0.1214749901,0.0012609116,0.0000851887,-0.9549062203
15.2000000000,-0.0493633765,-0.0489544813,0.1214054863,0.0012602696,0.0000851017,-0.9549522637
15.2050000000,-0.0493191228,-0.0489567791,0.1213360243,0.0012596279,0.0000850149,-0.9549982595
15.2100000000,-0.0492749030,-0.0489590383,0.1212666041,0.0012589865,0.0000849280,-0.9550442077
15.2150000000,-0.0492307172,-0.0489612589,0.1211972256,0.0012583454,0.0000848413,-0.9550901083
15.2200000000,-0.0491865653,-0.0489634411,0.1211278888,0.0012577047,0.0000847547,-0.9551359615
15.2250000000,-0.0491424473,-0.0489655849,0.1210585937,0.0012570644,0.0000846682,-0.9551817672
15.2300000000,-0.0490983632,-0.0489676904,0.1209893403,0.0012564243,0.0000845817,-0.9552275255
15.2350000000,-0.0490543130,-0.0489697576,0.1209201286,0.0012557846,0.0000844954,-0.9552732365
15.2400000000,-0.0490102967,-0.0489717867,0.1208509585,0.0012551452,0.0000844091,-0.9553189002
15.2450000000,-0.0489663142,-0.0489737777,0.1207818300,0.0012545062,0.0000843229,-0.9553645167
15.2500000000,-0.0489223656,-0.0489757306,0.1207127430,0.0012538674,0.0000842369,-0.9554100859
15.2550000000,-0.0488784508,-0.0489776455,0.1206436977,0.0012532291,0.0000841509,-0.9554556080
15.2600000000,-0.0488345699,-0.0489795226,0.1205746939,0.0012525910,0.0000840649,-0.9555010830
15.2650000000,-0.0487907228,-0.0489813618,0.1205057317,0.0012519533,0.0000839791,-0.9555465110
15.2700000000,-0.0487469095,-0.0489831633,0.1204368109,0.0012513159,0.0000838934,-0.9555918920
15.2750000000,-0.0487031299,-0.0489849270,0.1203679317,0.0012506788,0.0000838078,-0.9556372260
15.2800000000,-0.0486593842,-0.0489866532,0.1202990939,0.0012500421,0.0000837222,-0.9556825131
15.2850000000,-0.0486156722,-0.0489883418,0.1202302976,0.0012494057,0.0000836367,-0.9557277534
15.2900000000,-0.0485719940,-0.0489899929,0.1201615427,0.0012487696,0.0000835514,-0.9557729469
15.2950000000,-0.0485283495,-0.0489916067,0.1200928293,0.0012481339,0.0000834661,-0.9558180937
15.3000000000,-0.0484847387,-0.0489931831,0.1200241572,0.0012474985,0.0000833809,-0.9558631937
15.3050000000,-0.0484411617,-0.0489947222,0.1199555265,0.0012468634,0.0000832958,-0.9559082471
15.3100000000,-0.0483976183,-0.0489962241,0.1198869371,0.0012462286,0.0000832107,-0.9559532539
15.3150000000,-0.0483541087,-0.0489976889,0.1198183891,0.0012455942,0.0000831258,-0.9559982141
15.3200000000,-0.0483106327,-0.0489991166,0.1197498824,0.0012449601,0.0000830409,-0.9560431278
15.3250000000,-0.0482671904,-0.0490005073,0.1196814170,0.0012443264,0.0000829562,-0.9560879951
15.3300000000,-0.0482237817,-0.0490018611,0.1196129928,0.0012436929,0.0000828715,-0.9561328160
15.3350000000,-0.0481804067,-0.0490031780,0.1195446099,0.0012430598,0.0000827869,-0.9561775905
15.3400000000,-0.0481370653,-0.0490044582,0.1194762683,0.0012424270,0.0000827024,-0.9562223187
15.3450000000,-0.0480937575,-0.0490057016,0.1194079678,0.0012417946,0.0000826180,-0.9562670007
15.3500000000,-0.0480504833,-0.0490069083,0.1193397085,0.0012411625,0.0000825337,-0.9563116364
15.3550000000,-0.0480072426,-0.0490080785,0.1192714904,0.0012405307,0.0000824495,-0.9563562260
15.3600000000,-0.0479640356,-0.0490092122,0.1192033135,0.0012398992,0.0000823653,-0.9564007695
15.3650000000,-0.0479208621,-0.0490103094,0.1191351776,0.0012392681,0.0000822812,-0.9564452669
15.3700000000,-0.0478777222,-0.0490113702,0.1190670829,0.0012386372,0.0000821973,-0.9564897183
15.3750000000,-0.0478346158,-0.0490123948,0.1189990293,0.0012380068,0.0000821134,-0.9565341237
15.3800000000,-0.0477915429,-0.0490133830,0.1189310167,0.0012373766,0.0000820296,-0.9565784832
15.3850000000,-0.0477485035,-0.0490143351,0.1188630452,0.0012367468,0.0000819459,-0.9566227968
15.3900000000,-0.0477054976,-0.0490152511,0.1187951147,0.0012361173,0.0000818622,-0.9566670646
15.3950000000,-0.0476625252,-0.0490161311,0.1187272252,0.0012354881,0.0000817787,-0.9567112867
15.4000000000,-0.0476195862,-0.0490169750,0.1186593766,0.0012348592,0.0000816952,-0.9567554630
15.4050000000,-0.0475766807,-0.0490177831,0.1185915691,0.0012342307,0.0000816119,-0.9567995936
15.4100000000,-0.0475338087,-0.0490185553,0.1185238025,0.0012336025,0.0000815286,-0.9568436786
15.4150000000,-0.0474909700,-0.0490192918,0.1184560768,0.0012329746,0.0000814454,-0.9568877180
15.4200000000,-0.0474481648,-0.0490199925,0.1183883920,0.0012323471,0.0000813623,-0.9569317119
15.4250000000,-0.0474053930,-0.0490206576,0.1183207481,0.0012317199,0.0000812793,-0.9569756603
15.4300000000,-0.0473626546,-0.0490212871,0.1182531450,0.0012310930,0.0000811963,-0.9570195633
15.4350000000,-0.0473199495,-0.0490218811,0.1181855828,0.0012304664,0.0000811135,-0.9570634209
15.4400000000,-0.0472772778,-0.0490224397,0.1181180614,0.0012298402,0.0000810307,-0.9571072331
15.4450000000,-0.0472346394,-0.0490229629,0.1180505808,0.0012292142,0.0000809480,-0.9571510000
15.4500000000,-0.0471920344,-0.0490234508,0.1179831410,0.0012285886,0.0000808654,-0.9571947217
15.4550000000,-0.0471494627,-0.0490239034,0.1179157419,0.0012279634,0.0000807829,-0.9572383982
15.4600000000,-0.0471069243,-0.0490243209,0.1178483836,0.0012273384,0.0000807005,-0.9572820295
15.4650000000,-0.0470644192,-0.0490247033,0.1177810660,0.0012267138,0.0000806181,-0.9573256158
15.4700000000,-0.0470219473,-0.0490250506,0.1177137891,0.0012260895,0.0000805359,-0.9573691569
15.4750000000,-0.0469795087,-0.0490253629,0.1176465528,0.0012254655,0.0000804537,-0.9574126531
15.4800000000,-0.0469371034,-0.0490256404,0.1175793572,0.0012248419,0.0000803716,-0.9574561043
15.4850000000,-0.0468947313,-0.0490258829,0.1175122023,0.0012242186,0.0000802896,-0.9574995106
15.4900000000,-0.0468523924,-0.0490260907,0.1174450879,0.0012235955,0.0000802077,-0.9575428720
15.4950000000,-0.0468100867,-0.0490262638,0.1173780142,0.0012229729,0.0000801259,-0.9575861886
15.5000000000,-0.0467678143,-0.0490264023,0.1173109810,0.0012223505,0.0000800441,-0.9576294604
15.5050000000,-0.0467255749,-0.0490265061,0.1172439884,0.0012217285,0.0000799625,-0.9576726875
15.5100000000,-0.0466833688,-0.0490265755,0.1171770362,0.0012211068,0.0000798809,-0.9577158700
15.5150000000,-0.0466411958,-0.0490266103,0.1171101246,0.0012204854,0.0000797994,-0.9577590077
15.5200000000,-0.0465990560,-0.0490266108,0.1170432535,0.0012198643,0.0000797180,-0.9578021009
15.5250000000,-0.0465569492,-0.0490265770,0.1169764229,0.0012192435,0.0000796367,-0.9578451496
15.5300000000,-0.0465148756,-0.0490265089,0.1169096327,0.0012186231,0.0000795554,-0.9578881538
15.5350000000,-0.0464728351,-0.0490264066,0.1168428829,0.0012180030,0.0000794743,-0.9579311135
15.5400000000,-0.0464308276,-0.0490262702,0.1167761735,0.0012173832,0.0000793932,-0.9579740288
15.5450000000,-0.0463888533,-0.0490260997,0.1167095045,0.0012167638,0.0000793122,-0.9580168998
15.5500000000,-0.0463469119,-0.0490258953,0.1166428759,0.0012161446,0.0000792313,-0.9580597265
15.5550000000,-0.0463050036,-0.0490256568,0.1165762876,0.0012155258,0.0000791505,-0.9581025089
15.5600000000,-0.0462631284,-0.0490253846,0.1165097396,0.0012149073,0.0000790697,-0.9581452471
15.5650000000,-0.0462212861,-0.0490250785,0.1164432319,0.0012142891,0.0000789891,-0.9581879411
15.5700000000,-0.0461794769,-0.0490247386,0.1163767645,0.0012136713,0.0000789085,-0.9582305911
15.5750000000,-0.0461377006,-0.0490243651,0.1163103374,0.0012130537,0.0000788280,-0.9582731969
15.5800000000,-0.0460959573,-0.0490239580,0.1162439505,0.0012124365,0.0000787476,-0.9583157587
15.5850000000,-0.0460542469,-0.0490235173,0.1161776038,0.0012118196,0.0000786673,-0.9583582766
15.5900000000,-0.0460125695,-0.0490230431,0.1161112973,0.0012112031,0.0000785870,-0.9584007505
15.5950000000,-0.0459709250,-0.0490225355,0.1160450310,0.0012105868,0.0000785069,-0.9584431805
15.6000000000,-0.0459293134,-0.0490219946,0.1159788048,0.0012099709,0.0000784268,-0.9584855667
15.6050000000,-0.0458877347,-0.0490214203,0.1159126188,0.0012093552,0.0000783468,-0.9585279091
15.6100000000,-0.0458461888,-0.0490208128,0.1158464729,0.0012087399,0.0000782669,-0.9585702077
15.6150000000,-0.0458046759,-0.0490201722,0.1157803670,0.0012081250,0.0000781871,-0.9586124626
15.6200000000,-0.0457631958,-0.0490194984,0.1157143013,0.0012075103,0.0000781074,-0.9586546739
15.6250000000,-0.0457217485,-0.0490187916,0.1156482756,0.0012068960,0.0000780277,-0.9586968416
15.6300000000,-0.0456803340,-0.0490180519,0.1155822899,0.0012062819,0.0000779481,-0.9587389657
15.6350000000,-0.0456389524,-0.0490172792,0.1155163442,0.0012056682,0.0000778686,-0.9587810462
15.6400000000,-0.0455976036,-0.0490164736,0.1154504385,0.0012050548,0.0000777892,-0.9588230833
15.6450000000,-0.0455562875,-0.0490156353,0.1153845727,0.0012044418,0.0000777099,-0.9588650770
15.6500000000,-0.0455150042,-0.0490147642,0.1153187469,0.0012038290,0.0000776306,-0.9589070273
15.6550000000,-0.0454737536,-0.0490138604,0.1152529611,0.0012032166,0.0000775515,-0.9589489343
15.6600000000,-0.0454325358,-0.0490129241,0.1151872151,0.0012026045,0.0000774724,-0.9589907979
15.6650000000,-0.0453913507,-0.0490119552,0.1151215090,0.0012019927,0.0000773934,-0.9590326184
15.6700000000,-0.0453501983,-0.0490109538,0.1150558428,0.0012013812,0.0000773144,-0.9590743956
15.6750000000,-0.0453090785,-0.0490099200,0.1149902164,0.0012007700,0.0000772356,-0.9591161297
15.6800000000,-0.0452679915,-0.0490088539,0.1149246298,0.0012001592,0.0000771568,-0.9591578206
15.6850000000,-0.0452269371,-0.0490077555,0.1148590830,0.0011995486,0.0000770782,-0.9591994685
15.6900000000,-0.0451859154,-0.0490066248,0.1147935760,0.0011989384,0.0000769996,-0.9592410734
15.6950000000,-0.0451449263,-0.0490054620,0.1147281087,0.0011983285,0.0000769210,-0.9592826353
15.7000000000,-0.0451039698,-0.0490042670,0.1146626812,0.0011977189,0.0000768426,-0.9593241543
15.7050000000,-0.0450630459,-0.0490030401,0.1145972934,0.0011971097,0.0000767643,-0.9593656304
15.7100000000,-0.0450221545,-0.0490017811,0.1145319453,0.0011965007,0.0000766860,-0.9594070636
15.7150000000,-0.0449812958,-0.0490004902,0.1144666368,0.0011958921,0.0000766078,-0.9594484541
15.7200000000,-0.0449404696,-0.0489991675,0.1144013680,0.0011952837,0.0000765297,-0.9594898018
15.7250000000,-0.0448996760,-0.0489978129,0.1143361388,0.0011946757,0.0000764516,-0.9595311068
