u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,x_e,y_e,z_e
178.7016143409,-0.0000000000,17.2873082590,0.0000000000,-0.0003045619,0.0000000000,0.9986044145,-0.0000000000,0.0528130986,0.0000000000,898.7707400752,0.0000000000,-9008.7632211908
178.6999155098,-0.0000000000,17.2871547174,0.0000000000,-0.0003057819,0.0000000000,0.9986045756,-0.0000000000,0.0528100512,0.0000000000,902.3612867422,0.0000000000,-9008.7963771269
178.6982182695,-0.0000000000,17.2870012813,0.0000000000,-0.0003069963,0.0000000000,0.9986047374,-0.0000000000,0.0528069915,0.0000000000,905.9517995168,0.0000000000,-9008.8295105753
178.6965226226,-0.0000000000,17.2868479672,0.0000000000,-0.0003082053,0.0000000000,0.9986048999,-0.0000000000,0.0528039198,0.0000000000,909.5422784316,0.0000000000,-9008.8626214504
178.6948285720,-0.0000000000,17.2866947914,0.0000000000,-0.0003094088,0.0000000000,0.9986050629,-0.0000000000,0.0528008361,0.0000000000,913.1327235193,0.0000000000,-9008.8957096667
178.6931361206,-0.0000000000,17.2865417701,0.0000000000,-0.0003106068,0.0000000000,0.9986052266,-0.0000000000,0.0527977403,0.0000000000,916.7231348125,0.0000000000,-9008.9287751385
178.6914452711,-0.0000000000,17.2863889189,0.0000000000,-0.0003117996,0.0000000000,0.9986053909,-0.0000000000,0.0527946326,0.0000000000,920.3135123442,0.0000000000,-9008.9618177803
178.6897560265,-0.0000000000,17.2862362529,0.0000000000,-0.0003129870,0.0000000000,0.9986055558,-0.0000000000,0.0527915130,0.0000000000,923.9038561471,0.0000000000,-9008.9948375069
178.6880683895,-0.0000000000,17.2860837872,0.0000000000,-0.0003141692,0.0000000000,0.9986057214,-0.0000000000,0.0527883816,0.0000000000,927.4941662544,0.0000000000,-9009.0278342329
178.6863823631,-0.0000000000,17.2859315360,0.0000000000,-0.0003153463,0.0000000000,0.9986058875,-0.0000000000,0.0527852384,0.0000000000,931.0844426990,0.0000000000,-9009.0608078730
178.6846979502,-0.0000000000,17.2857795133,0.0000000000,-0.0003165183,0.0000000000,0.9986060543,-0.0000000000,0.0527820835,0.0000000000,934.6746855142,0.0000000000,-9009.0937583423
178.6830151537,-0.0000000000,17.2856277326,0.0000000000,-0.0003176853,0.0000000000,0.9986062217,-0.0000000000,0.0527789169,0.0000000000,938.2648947332,0.0000000000,-9009.1266855557
178.6813339766,-0.0000000000,17.2854762069,0.0000000000,-0.0003188474,0.0000000000,0.9986063896,-0.0000000000,0.0527757387,0.0000000000,941.8550703892,0.0000000000,-9009.1595894283
178.6796544219,-0.0000000000,17.2853249487,0.0000000000,-0.0003200047,0.0000000000,0.9986065582,-0.0000000000,0.0527725488,0.0000000000,945.4452125157,0.0000000000,-9009.1924698753
178.6779764926,-0.0000000000,17.2851739699,0.0000000000,-0.0003211574,0.0000000000,0.9986067274,-0.0000000000,0.0527693475,0.0000000000,949.0353211462,0.0000000000,-9009.2253268120
178.6763001918,-0.0000000000,17.2850232820,0.0000000000,-0.0003223055,0.0000000000,0.9986068971,-0.0000000000,0.0527661347,0.0000000000,952.6253963143,0.0000000000,-9009.2581601539
178.6746255226,-0.0000000000,17.2848728958,0.0000000000,-0.0003234491,0.0000000000,0.9986070675,-0.0000000000,0.0527629104,0.0000000000,956.2154380535,0.0000000000,-9009.2909698164
178.6729524881,-0.0000000000,17.2847228218,0.0000000000,-0.0003245884,0.0000000000,0.9986072385,-0.0000000000,0.0527596747,0.0000000000,959.8054463976,0.0000000000,-9009.3237557153
178.6712810915,-0.0000000000,17.2845730696,0.0000000000,-0.0003257235,0.0000000000,0.9986074100,-0.0000000000,0.0527564277,0.0000000000,963.3954213804,0.0000000000,-9009.3565177663
178.6696113360,-0.0000000000,17.2844236486,0.0000000000,-0.0003268545,0.0000000000,0.9986075821,-0.0000000000,0.0527531693,0.0000000000,966.9853630358,0.0000000000,-9009.3892558853
178.6679432248,-0.0000000000,17.2842745673,0.0000000000,-0.0003279816,0.0000000000,0.9986077549,-0.0000000000,0.0527498997,0.0000000000,970.5752713977,0.0000000000,-9009.4219699883
178.6662767613,-0.0000000000,17.2841258338,0.0000000000,-0.0003291048,0.0000000000,0.9986079282,-0.0000000000,0.0527466188,0.0000000000,974.1651465002,0.0000000000,-9009.4546599915
178.6646119487,-0.0000000000,17.2839774556,0.0000000000,-0.0003302243,0.0000000000,0.9986081021,-0.0000000000,0.0527433268,0.0000000000,977.7549883774,0.0000000000,-9009.4873258112
178.6629487905,-0.0000000000,17.2838294396,0.0000000000,-0.0003313403,0.0000000000,0.9986082765,-0.0000000000,0.0527400236,0.0000000000,981.3447970634,0.0000000000,-9009.5199673637
178.6612872899,-0.0000000000,17.2836817922,0.0000000000,-0.0003324529,0.0000000000,0.9986084515,-0.0000000000,0.0527367092,0.0000000000,984.9345725927,0.0000000000,-9009.5525845655
178.6596274506,-0.0000000000,17.2835345190,0.0000000000,-0.0003335622,0.0000000000,0.9986086272,-0.0000000000,0.0527333838,0.0000000000,988.5243149994,0.0000000000,-9009.5851773335
178.6579692760,-0.0000000000,17.2833876253,0.0000000000,-0.0003346684,0.0000000000,0.9986088033,-0.0000000000,0.0527300473,0.0000000000,992.1140243180,0.0000000000,-9009.6177455843
178.6563127697,-0.0000000000,17.2832411155,0.0000000000,-0.0003357717,0.0000000000,0.9986089801,-0.0000000000,0.0527266997,0.0000000000,995.7037005831,0.0000000000,-9009.6502892349
178.6546579351,-0.0000000000,17.2830949937,0.0000000000,-0.0003368721,0.0000000000,0.9986091574,-0.0000000000,0.0527233412,0.0000000000,999.2933438292,0.0000000000,-9009.6828082024
178.6530047760,-0.0000000000,17.2829492633,0.0000000000,-0.0003379698,0.0000000000,0.9986093353,-0.0000000000,0.0527199717,0.0000000000,1002.8829540909,0.0000000000,-9009.7153024040
178.6513532961,-0.0000000000,17.2828039272,0.0000000000,-0.0003390650,0.0000000000,0.9986095138,-0.0000000000,0.0527165912,0.0000000000,1006.4725314030,0.0000000000,-9009.7477717570
178.6497034989,-0.0000000000,17.2826589877,0.0000000000,-0.0003401578,0.0000000000,0.9986096928,-0.0000000000,0.0527131998,0.0000000000,1010.0620758004,0.0000000000,-9009.7802161790
178.6480553884,-0.0000000000,17.2825144465,0.0000000000,-0.0003412483,0.0000000000,0.9986098724,-0.0000000000,0.0527097975,0.0000000000,1013.6515873177,0.0000000000,-9009.8126355876
178.6464089683,-0.0000000000,17.2823703047,0.0000000000,-0.0003423368,0.0000000000,0.9986100525,-0.0000000000,0.0527063843,0.0000000000,1017.2410659901,0.0000000000,-9009.8450299005
178.6447642424,-0.0000000000,17.2822265632,0.0000000000,-0.0003434233,0.0000000000,0.9986102333,-0.0000000000,0.0527029603,0.0000000000,1020.8305118526,0.0000000000,-9009.8773990357
178.6431212147,-0.0000000000,17.2820832221,0.0000000000,-0.0003445080,0.0000000000,0.9986104145,-0.0000000000,0.0526995254,0.0000000000,1024.4199249402,0.0000000000,-9009.9097429113
178.6414798890,-0.0000000000,17.2819402809,0.0000000000,-0.0003455910,0.0000000000,0.9986105964,-0.0000000000,0.0526960797,0.0000000000,1028.0093052881,0.0000000000,-9009.9420614454
178.6398402694,-0.0000000000,17.2817977388,0.0000000000,-0.0003466725,0.0000000000,0.9986107788,-0.0000000000,0.0526926232,0.0000000000,1031.5986529317,0.0000000000,-9009.9743545564
178.6382023597,-0.0000000000,17.2816555945,0.0000000000,-0.0003477525,0.0000000000,0.9986109617,-0.0000000000,0.0526891559,0.0000000000,1035.1879679061,0.0000000000,-9010.0066221628
178.6365661642,-0.0000000000,17.2815138461,0.0000000000,-0.0003488314,0.0000000000,0.9986111452,-0.0000000000,0.0526856778,0.0000000000,1038.7772502469,0.0000000000,-9010.0388641832
178.6349316869,-0.0000000000,17.2813724913,0.0000000000,-0.0003499090,0.0000000000,0.9986113293,-0.0000000000,0.0526821890,0.0000000000,1042.3664999894,0.0000000000,-9010.0710805364
178.6332989318,-0.0000000000,17.2812315275,0.0000000000,-0.0003509857,0.0000000000,0.9986115139,-0.0000000000,0.0526786893,0.0000000000,1045.9557171693,0.0000000000,-9010.1032711412
178.6316679032,-0.0000000000,17.2810909515,0.0000000000,-0.0003520616,0.0000000000,0.9986116991,-0.0000000000,0.0526751790,0.0000000000,1049.5449018222,0.0000000000,-9010.1354359169
178.6300386053,-0.0000000000,17.2809507596,0.0000000000,-0.0003531366,0.0000000000,0.9986118848,-0.0000000000,0.0526716579,0.0000000000,1053.1340539837,0.0000000000,-9010.1675747824
178.6284110422,-0.0000000000,17.2808109480,0.0000000000,-0.0003542110,0.0000000000,0.9986120711,-0.0000000000,0.0526681261,0.0000000000,1056.7231736897,0.0000000000,-9010.1996876572
178.6267852183,-0.0000000000,17.2806715123,0.0000000000,-0.0003552850,0.0000000000,0.9986122579,-0.0000000000,0.0526645835,0.0000000000,1060.3122609760,0.0000000000,-9010.2317744608
178.6251611379,-0.0000000000,17.2805324477,0.0000000000,-0.0003563585,0.0000000000,0.9986124453,-0.0000000000,0.0526610302,0.0000000000,1063.9013158784,0.0000000000,-9010.2638351126
178.6235388052,-0.0000000000,17.2803937493,0.0000000000,-0.0003574317,0.0000000000,0.9986126332,-0.0000000000,0.0526574662,0.0000000000,1067.4903384330,0.0000000000,-9010.2958695326
178.6219182246,-0.0000000000,17.2802554115,0.0000000000,-0.0003585048,0.0000000000,0.9986128217,-0.0000000000,0.0526538915,0.0000000000,1071.0793286759,0.0000000000,-9010.3278776406
178.6202994005,-0.0000000000,17.2801174288,0.0000000000,-0.0003595777,0.0000000000,0.9986130108,-0.0000000000,0.0526503061,0.0000000000,1074.6682866432,0.0000000000,-9010.3598593565
178.6186823374,-0.0000000000,17.2799797952,0.0000000000,-0.0003606507,0.0000000000,0.9986132004,-0.0000000000,0.0526467099,0.0000000000,1078.2572123711,0.0000000000,-9010.3918146005
178.6170670396,-0.0000000000,17.2798425043,0.0000000000,-0.0003617237,0.0000000000,0.9986133905,-0.0000000000,0.0526431031,0.0000000000,1081.8461058959,0.0000000000,-9010.4237432929
178.6154535116,-0.0000000000,17.2797055498,0.0000000000,-0.0003627970,0.0000000000,0.9986135812,-0.0000000000,0.0526394855,0.0000000000,1085.4349672539,0.0000000000,-9010.4556453541
178.6138417578,-0.0000000000,17.2795689247,0.0000000000,-0.0003638705,0.0000000000,0.9986137725,-0.0000000000,0.0526358572,0.0000000000,1089.0237964816,0.0000000000,-9010.4875207047
178.6122317829,-0.0000000000,17.2794326223,0.0000000000,-0.0003649444,0.0000000000,0.9986139643,-0.0000000000,0.0526322182,0.0000000000,1092.6125936154,0.0000000000,-9010.5193692653
178.6106235912,-0.0000000000,17.2792966352,0.0000000000,-0.0003660187,0.0000000000,0.9986141566,-0.0000000000,0.0526285684,0.0000000000,1096.2013586921,0.0000000000,-9010.5511909566
178.6090171874,-0.0000000000,17.2791609563,0.0000000000,-0.0003670935,0.0000000000,0.9986143495,-0.0000000000,0.0526249079,0.0000000000,1099.7900917481,0.0000000000,-9010.5829856997
178.6074125760,-0.0000000000,17.2790255779,0.0000000000,-0.0003681689,0.0000000000,0.9986145430,-0.0000000000,0.0526212367,0.0000000000,1103.3787928203,0.0000000000,-9010.6147534155
178.6058097615,-0.0000000000,17.2788904925,0.0000000000,-0.0003692449,0.0000000000,0.9986147370,-0.0000000000,0.0526175548,0.0000000000,1106.9674619454,0.0000000000,-9010.6464940252
178.6042087485,-0.0000000000,17.2787556923,0.0000000000,-0.0003703216,0.0000000000,0.9986149316,-0.0000000000,0.0526138620,0.0000000000,1110.5560991603,0.0000000000,-9010.6782074501
178.6026095417,-0.0000000000,17.2786211694,0.0000000000,-0.0003713990,0.0000000000,0.9986151267,-0.0000000000,0.0526101586,0.0000000000,1114.1447045019,0.0000000000,-9010.7098936115
178.6010121455,-0.0000000000,17.2784869159,0.0000000000,-0.0003724771,0.0000000000,0.9986153223,-0.0000000000,0.0526064443,0.0000000000,1117.7332780074,0.0000000000,-9010.7415524311
178.5994165647,-0.0000000000,17.2783529239,0.0000000000,-0.0003735561,0.0000000000,0.9986155186,-0.0000000000,0.0526027193,0.0000000000,1121.3218197136,0.0000000000,-9010.7731838303
178.5978228038,-0.0000000000,17.2782191851,0.0000000000,-0.0003746359,0.0000000000,0.9986157153,-0.0000000000,0.0525989836,0.0000000000,1124.9103296579,0.0000000000,-9010.8047877310
178.5962308675,-0.0000000000,17.2780856917,0.0000000000,-0.0003757166,0.0000000000,0.9986159127,-0.0000000000,0.0525952370,0.0000000000,1128.4988078775,0.0000000000,-9010.8363640550
178.5946407603,-0.0000000000,17.2779524354,0.0000000000,-0.0003767982,0.0000000000,0.9986161106,-0.0000000000,0.0525914796,0.0000000000,1132.0872544096,0.0000000000,-9010.8679127242
178.5930524869,-0.0000000000,17.2778194081,0.0000000000,-0.0003778808,0.0000000000,0.9986163090,-0.0000000000,0.0525877115,0.0000000000,1135.6756692916,0.0000000000,-9010.8994336607
178.5914660519,-0.0000000000,17.2776866019,0.0000000000,-0.0003789642,0.0000000000,0.9986165080,-0.0000000000,0.0525839325,0.0000000000,1139.2640525611,0.0000000000,-9010.9309267867
178.5898814600,-0.0000000000,17.2775540087,0.0000000000,-0.0003800487,0.0000000000,0.9986167076,-0.0000000000,0.0525801427,0.0000000000,1142.8524042556,0.0000000000,-9010.9623920245
178.5882987156,-0.0000000000,17.2774216204,0.0000000000,-0.0003811341,0.0000000000,0.9986169077,-0.0000000000,0.0525763420,0.0000000000,1146.4407244126,0.0000000000,-9010.9938292964
178.5867178236,-0.0000000000,17.2772894292,0.0000000000,-0.0003822204,0.0000000000,0.9986171083,-0.0000000000,0.0525725305,0.0000000000,1150.0290130698,0.0000000000,-9011.0252385249
178.5851387884,-0.0000000000,17.2771574272,0.0000000000,-0.0003833077,0.0000000000,0.9986173095,-0.0000000000,0.0525687082,0.0000000000,1153.6172702650,0.0000000000,-9011.0566196325
178.5835616146,-0.0000000000,17.2770256068,0.0000000000,-0.0003843960,0.0000000000,0.9986175113,-0.0000000000,0.0525648750,0.0000000000,1157.2054960360,0.0000000000,-9011.0879725420
178.5819863069,-0.0000000000,17.2768939603,0.0000000000,-0.0003854852,0.0000000000,0.9986177137,-0.0000000000,0.0525610309,0.0000000000,1160.7936904208,0.0000000000,-9011.1192971761
178.5804128698,-0.0000000000,17.2767624802,0.0000000000,-0.0003865754,0.0000000000,0.9986179166,-0.0000000000,0.0525571759,0.0000000000,1164.3818534572,0.0000000000,-9011.1505934577
178.5788413079,-0.0000000000,17.2766311591,0.0000000000,-0.0003876664,0.0000000000,0.9986181200,-0.0000000000,0.0525533100,0.0000000000,1167.9699851834,0.0000000000,-9011.1818613096
178.5772716257,-0.0000000000,17.2764999900,0.0000000000,-0.0003887584,0.0000000000,0.9986183240,-0.0000000000,0.0525494333,0.0000000000,1171.5580856375,0.0000000000,-9011.2131006551
178.5757038279,-0.0000000000,17.2763689656,0.0000000000,-0.0003898512,0.0000000000,0.9986185286,-0.0000000000,0.0525455456,0.0000000000,1175.1461548576,0.0000000000,-9011.2443114171
178.5741379188,-0.0000000000,17.2762380792,0.0000000000,-0.0003909449,0.0000000000,0.9986187337,-0.0000000000,0.0525416470,0.0000000000,1178.7341928821,0.0000000000,-9011.2754935188
178.5725739031,-0.0000000000,17.2761073241,0.0000000000,-0.0003920394,0.0000000000,0.9986189394,-0.0000000000,0.0525377375,0.0000000000,1182.3221997493,0.0000000000,-9011.3066468837
178.5710117852,-0.0000000000,17.2759766938,0.0000000000,-0.0003931346,0.0000000000,0.9986191457,-0.0000000000,0.0525338171,0.0000000000,1185.9101754975,0.0000000000,-9011.3377714350
178.5694515695,-0.0000000000,17.2758461820,0.0000000000,-0.0003942306,0.0000000000,0.9986193525,-0.0000000000,0.0525298857,0.0000000000,1189.4981201654,0.0000000000,-9011.3688670963
178.5678932606,-0.0000000000,17.2757157826,0.0000000000,-0.0003953272,0.0000000000,0.9986195598,-0.0000000000,0.0525259433,0.0000000000,1193.0860337915,0.0000000000,-9011.3999337911
178.5663368629,-0.0000000000,17.2755854899,0.0000000000,-0.0003964245,0.0000000000,0.9986197678,-0.0000000000,0.0525219900,0.0000000000,1196.6739164144,0.0000000000,-9011.4309714429
178.5647823808,-0.0000000000,17.2754552982,0.0000000000,-0.0003975224,0.0000000000,0.9986199763,-0.0000000000,0.0525180258,0.0000000000,1200.2617680729,0.0000000000,-9011.4619799756
178.5632298187,-0.0000000000,17.2753252021,0.0000000000,-0.0003986208,0.0000000000,0.9986201853,-0.0000000000,0.0525140506,0.0000000000,1203.8495888057,0.0000000000,-9011.4929593128
178.5616791809,-0.0000000000,17.2751951965,0.0000000000,-0.0003997197,0.0000000000,0.9986203949,-0.0000000000,0.0525100644,0.0000000000,1207.4373786517,0.0000000000,-9011.5239093786
178.5601304718,-0.0000000000,17.2750652765,0.0000000000,-0.0004008190,0.0000000000,0.9986206051,-0.0000000000,0.0525060672,0.0000000000,1211.0251376498,0.0000000000,-9011.5548300966
178.5585836958,-0.0000000000,17.2749354375,0.0000000000,-0.0004019187,0.0000000000,0.9986208158,-0.0000000000,0.0525020591,0.0000000000,1214.6128658392,0.0000000000,-9011.5857213911
178.5570388570,-0.0000000000,17.2748056752,0.0000000000,-0.0004030187,0.0000000000,0.9986210271,-0.0000000000,0.0524980399,0.0000000000,1218.2005632588,0.0000000000,-9011.6165831861
178.5554959598,-0.0000000000,17.2746759853,0.0000000000,-0.0004041190,0.0000000000,0.9986212390,-0.0000000000,0.0524940098,0.0000000000,1221.7882299478,0.0000000000,-9011.6474154057
178.5539550085,-0.0000000000,17.2745463641,0.0000000000,-0.0004052194,0.0000000000,0.9986214514,-0.0000000000,0.0524899687,0.0000000000,1225.3758659455,0.0000000000,-9011.6782179741
178.5524160072,-0.0000000000,17.2744168080,0.0000000000,-0.0004063200,0.0000000000,0.9986216644,-0.0000000000,0.0524859166,0.0000000000,1228.9634712912,0.0000000000,-9011.7089908156
178.5508789602,-0.0000000000,17.2742873136,0.0000000000,-0.0004074206,0.0000000000,0.9986218779,-0.0000000000,0.0524818535,0.0000000000,1232.5510460243,0.0000000000,-9011.7397338547
178.5493438715,-0.0000000000,17.2741578781,0.0000000000,-0.0004085212,0.0000000000,0.9986220920,-0.0000000000,0.0524777794,0.0000000000,1236.1385901842,0.0000000000,-9011.7704470157
178.5478107454,-0.0000000000,17.2740284985,0.0000000000,-0.0004096217,0.0000000000,0.9986223067,-0.0000000000,0.0524736943,0.0000000000,1239.7261038105,0.0000000000,-9011.8011302231
178.5462795859,-0.0000000000,17.2738991725,0.0000000000,-0.0004107220,0.0000000000,0.9986225219,-0.0000000000,0.0524695982,0.0000000000,1243.3135869428,0.0000000000,-9011.8317834016
178.5447503972,-0.0000000000,17.2737698978,0.0000000000,-0.0004118221,0.0000000000,0.9986227377,-0.0000000000,0.0524654912,0.0000000000,1246.9010396209,0.0000000000,-9011.8624064756
178.5432231832,-0.0000000000,17.2736406725,0.0000000000,-0.0004129220,0.0000000000,0.9986229540,-0.0000000000,0.0524613732,0.0000000000,1250.4884618843,0.0000000000,-9011.8929993701
178.5416979480,-0.0000000000,17.2735114949,0.0000000000,-0.0004140214,0.0000000000,0.9986231709,-0.0000000000,0.0524572441,0.0000000000,1254.0758537731,0.0000000000,-9011.9235620096
178.5401746956,-0.0000000000,17.2733823637,0.0000000000,-0.0004151204,0.0000000000,0.9986233884,-0.0000000000,0.0524531041,0.0000000000,1257.6632153271,0.0000000000,-9011.9540943191
178.5386534300,-0.0000000000,17.2732532777,0.0000000000,-0.0004162189,0.0000000000,0.9986236064,-0.0000000000,0.0524489532,0.0000000000,1261.2505465862,0.0000000000,-9011.9845962235
178.5371341550,-0.0000000000,17.2731242360,0.0000000000,-0.0004173168,0.0000000000,0.9986238250,-0.0000000000,0.0524447912,0.0000000000,1264.8378475907,0.0000000000,-9012.0150676477
178.5356168747,-0.0000000000,17.2729952381,0.0000000000,-0.0004184140,0.0000000000,0.9986240441,-0.0000000000,0.0524406183,0.0000000000,1268.4251183805,0.0000000000,-9012.0455085167
178.5341015928,-0.0000000000,17.2728662837,0.0000000000,-0.0004195105,0.0000000000,0.9986242638,-0.0000000000,0.0524364344,0.0000000000,1272.0123589959,0.0000000000,-9012.0759187557
178.5325883132,-0.0000000000,17.2727373726,0.0000000000,-0.0004206062,0.0000000000,0.9986244841,-0.0000000000,0.0524322396,0.0000000000,1275.5995694772,0.0000000000,-9012.1062982899
178.5310770398,-0.0000000000,17.2726085051,0.0000000000,-0.0004217010,0.0000000000,0.9986247049,-0.0000000000,0.0524280339,0.0000000000,1279.1867498647,0.0000000000,-9012.1366470444
178.5295677763,-0.0000000000,17.2724796815,0.0000000000,-0.0004227948,0.0000000000,0.9986249263,-0.0000000000,0.0524238172,0.0000000000,1282.7739001990,0.0000000000,-9012.1669649446
178.5280605265,-0.0000000000,17.2723509025,0.0000000000,-0.0004238877,0.0000000000,0.9986251482,-0.0000000000,0.0524195896,0.0000000000,1286.3610205204,0.0000000000,-9012.1972519158
178.5265552942,-0.0000000000,17.2722221690,0.0000000000,-0.0004249794,0.0000000000,0.9986253707,-0.0000000000,0.0524153511,0.0000000000,1289.9481108695,0.0000000000,-9012.2275078835
178.5250520830,-0.0000000000,17.2720934822,0.0000000000,-0.0004260700,0.0000000000,0.9986255937,-0.0000000000,0.0524111017,0.0000000000,1293.5351712871,0.0000000000,-9012.2577327732
178.5235508967,-0.0000000000,17.2719648433,0.0000000000,-0.0004271593,0.0000000000,0.9986258173,-0.0000000000,0.0524068414,0.0000000000,1297.1222018138,0.0000000000,-9012.2879265103
178.5220517388,-0.0000000000,17.2718362539,0.0000000000,-0.0004282474,0.0000000000,0.9986260414,-0.0000000000,0.0524025703,0.0000000000,1300.7092024904,0.0000000000,-9012.3180890207
178.5205546131,-0.0000000000,17.2717077158,0.0000000000,-0.0004293341,0.0000000000,0.9986262661,-0.0000000000,0.0523982883,0.0000000000,1304.2961733579,0.0000000000,-9012.3482202299
178.5190595231,-0.0000000000,17.2715792310,0.0000000000,-0.0004304194,0.0000000000,0.9986264914,-0.0000000000,0.0523939954,0.0000000000,1307.8831144571,0.0000000000,-9012.3783200638
178.5175664724,-0.0000000000,17.2714508016,0.0000000000,-0.0004315032,0.0000000000,0.9986267171,-0.0000000000,0.0523896917,0.0000000000,1311.4700258291,0.0000000000,-9012.4083884481
178.5160754646,-0.0000000000,17.2713224299,0.0000000000,-0.0004325854,0.0000000000,0.9986269435,-0.0000000000,0.0523853772,0.0000000000,1315.0569075149,0.0000000000,-9012.4384253089
178.5145865032,-0.0000000000,17.2711941186,0.0000000000,-0.0004336660,0.0000000000,0.9986271704,-0.0000000000,0.0523810519,0.0000000000,1318.6437595558,0.0000000000,-9012.4684305720
178.5130995917,-0.0000000000,17.2710658702,0.0000000000,-0.0004347450,0.0000000000,0.9986273978,-0.0000000000,0.0523767158,0.0000000000,1322.2305819929,0.0000000000,-9012.4984041636
178.5116147336,-0.0000000000,17.2709376877,0.0000000000,-0.0004358223,0.0000000000,0.9986276258,-0.0000000000,0.0523723689,0.0000000000,1325.8173748676,0.0000000000,-9012.5283460097
178.5101319323,-0.0000000000,17.2708095740,0.0000000000,-0.0004368978,0.0000000000,0.9986278543,-0.0000000000,0.0523680113,0.0000000000,1329.4041382213,0.0000000000,-9012.5582560366
178.5086511914,-0.0000000000,17.2706815324,0.0000000000,-0.0004379715,0.0000000000,0.9986280834,-0.0000000000,0.0523636430,0.0000000000,1332.9908720954,0.0000000000,-9012.5881341705
178.5071725142,-0.0000000000,17.2705535661,0.0000000000,-0.0004390433,0.0000000000,0.9986283130,-0.0000000000,0.0523592639,0.0000000000,1336.5775765314,0.0000000000,-9012.6179803378
178.5056959041,-0.0000000000,17.2704256785,0.0000000000,-0.0004401131,0.0000000000,0.9986285431,-0.0000000000,0.0523548742,0.0000000000,1340.1642515710,0.0000000000,-9012.6477944649
178.5042213645,-0.0000000000,17.2702978732,0.0000000000,-0.0004411811,0.0000000000,0.9986287738,-0.0000000000,0.0523504737,0.0000000000,1343.7508972557,0.0000000000,-9012.6775764783
178.5027488988,-0.0000000000,17.2701701538,0.0000000000,-0.0004422470,0.0000000000,0.9986290050,-0.0000000000,0.0523460626,0.0000000000,1347.3375136274,0.0000000000,-9012.7073263046
178.5012785103,-0.0000000000,17.2700425241,0.0000000000,-0.0004433108,0.0000000000,0.9986292368,-0.0000000000,0.0523416409,0.0000000000,1350.9241007279,0.0000000000,-9012.7370438704
178.4998102023,-0.0000000000,17.2699149879,0.0000000000,-0.0004443726,0.0000000000,0.9986294691,-0.0000000000,0.0523372086,0.0000000000,1354.5106585990,0.0000000000,-9012.7667291025
178.4983439782,-0.0000000000,17.2697875491,0.0000000000,-0.0004454323,0.0000000000,0.9986297020,-0.0000000000,0.0523327656,0.0000000000,1358.0971872827,0.0000000000,-9012.7963819276
178.4968798412,-0.0000000000,17.2696602118,0.0000000000,-0.0004464898,0.0000000000,0.9986299353,-0.0000000000,0.0523283121,0.0000000000,1361.6836868210,0.0000000000,-9012.8260022727
178.4954177947,-0.0000000000,17.2695329799,0.0000000000,-0.0004475451,0.0000000000,0.9986301692,-0.0000000000,0.0523238481,0.0000000000,1365.2701572560,0.0000000000,-9012.8555900647
178.4939578418,-0.0000000000,17.2694058577,0.0000000000,-0.0004485982,0.0000000000,0.9986304037,-0.0000000000,0.0523193735,0.0000000000,1368.8565986299,0.0000000000,-9012.8851452308
178.4924999859,-0.0000000000,17.2692788493,0.0000000000,-0.0004496490,0.0000000000,0.9986306386,-0.0000000000,0.0523148884,0.0000000000,1372.4430109849,0.0000000000,-9012.9146676980
178.4910442302,-0.0000000000,17.2691519589,0.0000000000,-0.0004506976,0.0000000000,0.9986308741,-0.0000000000,0.0523103929,0.0000000000,1376.0293943633,0.0000000000,-9012.9441573936
178.4895905778,-0.0000000000,17.2690251907,0.0000000000,-0.0004517438,0.0000000000,0.9986311102,-0.0000000000,0.0523058868,0.0000000000,1379.6157488075,0.0000000000,-9012.9736142448
178.4881390321,-0.0000000000,17.2688985491,0.0000000000,-0.0004527878,0.0000000000,0.9986313467,-0.0000000000,0.0523013704,0.0000000000,1383.2020743599,0.0000000000,-9013.0030381792
178.4866895962,-0.0000000000,17.2687720381,0.0000000000,-0.0004538294,0.0000000000,0.9986315838,-0.0000000000,0.0522968435,0.0000000000,1386.7883710631,0.0000000000,-9013.0324291241
178.4852422733,-0.0000000000,17.2686456623,0.0000000000,-0.0004548687,0.0000000000,0.9986318214,-0.0000000000,0.0522923062,0.0000000000,1390.3746389597,0.0000000000,-9013.0617870072
178.4837970666,-0.0000000000,17.2685194257,0.0000000000,-0.0004559056,0.0000000000,0.9986320595,-0.0000000000,0.0522877586,0.0000000000,1393.9608780922,0.0000000000,-9013.0911117562
178.4823539793,-0.0000000000,17.2683933328,0.0000000000,-0.0004569401,0.0000000000,0.9986322982,-0.0000000000,0.0522832006,0.0000000000,1397.5470885034,0.0000000000,-9013.1204032988
178.4809130145,-0.0000000000,17.2682673876,0.0000000000,-0.0004579722,0.0000000000,0.9986325373,-0.0000000000,0.0522786323,0.0000000000,1401.1332702361,0.0000000000,-9013.1496615628
178.4794741754,-0.0000000000,17.2681415946,0.0000000000,-0.0004590020,0.0000000000,0.9986327770,-0.0000000000,0.0522740537,0.0000000000,1404.7194233332,0.0000000000,-9013.1788864762
178.4780374651,-0.0000000000,17.2680159577,0.0000000000,-0.0004600293,0.0000000000,0.9986330172,-0.0000000000,0.0522694648,0.0000000000,1408.3055478376,0.0000000000,-9013.2080779671
178.4766028869,-0.0000000000,17.2678904813,0.0000000000,-0.0004610543,0.0000000000,0.9986332579,-0.0000000000,0.0522648657,0.0000000000,1411.8916437922,0.0000000000,-9013.2372359636
