u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,x_e,y_e,z_e
178.3337161870,-0.0000000000,17.2555142515,0.0000000000,-0.0005623610,0.0000000000,0.9986623331,-0.0000000000,0.0517063297,0.0000000000,1802.6148802920,0.0000000000,-9016.1994107265
178.3325354048,-0.0000000000,17.2554118871,0.0000000000,-0.0005632163,0.0000000000,0.9986626240,-0.0000000000,0.0517007094,0.0000000000,1806.1981126097,0.0000000000,-9016.2244713077
178.3313570995,-0.0000000000,17.2553097028,0.0000000000,-0.0005640699,0.0000000000,0.9986629154,-0.0000000000,0.0516950805,0.0000000000,1809.7813215334,0.0000000000,-9016.2494911247
178.3301812740,-0.0000000000,17.2552076991,0.0000000000,-0.0005649218,0.0000000000,0.9986632072,-0.0000000000,0.0516894430,0.0000000000,1813.3645071128,0.0000000000,-9016.2744701186
178.3290079308,-0.0000000000,17.2551058766,0.0000000000,-0.0005657722,0.0000000000,0.9986634994,-0.0000000000,0.0516837971,0.0000000000,1816.9476693976,0.0000000000,-9016.2994082303
178.3278370729,-0.0000000000,17.2550042358,0.0000000000,-0.0005666209,0.0000000000,0.9986637921,-0.0000000000,0.0516781427,0.0000000000,1820.5308084376,0.0000000000,-9016.3243054010
178.3266687027,-0.0000000000,17.2549027773,0.0000000000,-0.0005674679,0.0000000000,0.9986640851,-0.0000000000,0.0516724799,0.0000000000,1824.1139242825,0.0000000000,-9016.3491615717
178.3255028231,-0.0000000000,17.2548015018,0.0000000000,-0.0005683133,0.0000000000,0.9986643785,-0.0000000000,0.0516668085,0.0000000000,1827.6970169822,0.0000000000,-9016.3739766840
178.3243394368,-0.0000000000,17.2547004098,0.0000000000,-0.0005691569,0.0000000000,0.9986646723,-0.0000000000,0.0516611288,0.0000000000,1831.2800865866,0.0000000000,-9016.3987506792
178.3231785463,-0.0000000000,17.2545995022,0.0000000000,-0.0005699988,0.0000000000,0.9986649666,-0.0000000000,0.0516554406,0.0000000000,1834.8631331456,0.0000000000,-9016.4234834989
178.3220201544,-0.0000000000,17.2544987797,0.0000000000,-0.0005708390,0.0000000000,0.9986652612,-0.0000000000,0.0516497440,0.0000000000,1838.4461567092,0.0000000000,-9016.4481750848
178.3208642637,-0.0000000000,17.2543982431,0.0000000000,-0.0005716775,0.0000000000,0.9986655562,-0.0000000000,0.0516440391,0.0000000000,1842.0291573275,0.0000000000,-9016.4728253786
178.3197108768,-0.0000000000,17.2542978931,0.0000000000,-0.0005725142,0.0000000000,0.9986658517,-0.0000000000,0.0516383257,0.0000000000,1845.6121350507,0.0000000000,-9016.4974343222
178.3185599964,-0.0000000000,17.2541977308,0.0000000000,-0.0005733491,0.0000000000,0.9986661475,-0.0000000000,0.0516326041,0.0000000000,1849.1950899287,0.0000000000,-9016.5220018578
178.3174116251,-0.0000000000,17.2540977570,0.0000000000,-0.0005741822,0.0000000000,0.9986664438,-0.0000000000,0.0516268741,0.0000000000,1852.7780220119,0.0000000000,-9016.5465279273
178.3162657655,-0.0000000000,17.2539979725,0.0000000000,-0.0005750136,0.0000000000,0.9986667404,-0.0000000000,0.0516211357,0.0000000000,1856.3609313505,0.0000000000,-9016.5710124731
178.3151224202,-0.0000000000,17.2538983784,0.0000000000,-0.0005758431,0.0000000000,0.9986670374,-0.0000000000,0.0516153891,0.0000000000,1859.9438179949,0.0000000000,-9016.5954554374
178.3139815917,-0.0000000000,17.2537989755,0.0000000000,-0.0005766709,0.0000000000,0.9986673348,-0.0000000000,0.0516096342,0.0000000000,1863.5266819953,0.0000000000,-9016.6198567628
178.3128432828,-0.0000000000,17.2536997650,0.0000000000,-0.0005774968,0.0000000000,0.9986676326,-0.0000000000,0.0516038711,0.0000000000,1867.1095234022,0.0000000000,-9016.6442163919
178.3117074958,-0.0000000000,17.2536007478,0.0000000000,-0.0005783208,0.0000000000,0.9986679308,-0.0000000000,0.0515980997,0.0000000000,1870.6923422661,0.0000000000,-9016.6685342674
178.3105742334,-0.0000000000,17.2535019249,0.0000000000,-0.0005791431,0.0000000000,0.9986682294,-0.0000000000,0.0515923201,0.0000000000,1874.2751386374,0.0000000000,-9016.6928103320
178.3094434982,-0.0000000000,17.2534032973,0.0000000000,-0.0005799634,0.0000000000,0.9986685284,-0.0000000000,0.0515865323,0.0000000000,1877.8579125667,0.0000000000,-9016.7170445287
178.3083152926,-0.0000000000,17.2533048662,0.0000000000,-0.0005807819,0.0000000000,0.9986688278,-0.0000000000,0.0515807363,0.0000000000,1881.4406641047,0.0000000000,-9016.7412368006
178.3071896192,-0.0000000000,17.2532066327,0.0000000000,-0.0005815986,0.0000000000,0.9986691276,-0.0000000000,0.0515749321,0.0000000000,1885.0233933020,0.0000000000,-9016.7653870909
178.3060664805,-0.0000000000,17.2531085977,0.0000000000,-0.0005824133,0.0000000000,0.9986694277,-0.0000000000,0.0515691198,0.0000000000,1888.6061002092,0.0000000000,-9016.7894953427
178.3049458791,-0.0000000000,17.2530107624,0.0000000000,-0.0005832262,0.0000000000,0.9986697283,-0.0000000000,0.0515632993,0.0000000000,1892.1887848773,0.0000000000,-9016.8135614996
178.3038278174,-0.0000000000,17.2529131279,0.0000000000,-0.0005840372,0.0000000000,0.9986700292,-0.0000000000,0.0515574708,0.0000000000,1895.7714473569,0.0000000000,-9016.8375855051
178.3027122979,-0.0000000000,17.2528156953,0.0000000000,-0.0005848462,0.0000000000,0.9986703305,-0.0000000000,0.0515516341,0.0000000000,1899.3540876989,0.0000000000,-9016.8615673027
178.3015993232,-0.0000000000,17.2527184656,0.0000000000,-0.0005856534,0.0000000000,0.9986706322,-0.0000000000,0.0515457894,0.0000000000,1902.9367059542,0.0000000000,-9016.8855068363
178.3004888956,-0.0000000000,17.2526214401,0.0000000000,-0.0005864587,0.0000000000,0.9986709343,-0.0000000000,0.0515399366,0.0000000000,1906.5193021739,0.0000000000,-9016.9094040497
178.2993810177,-0.0000000000,17.2525246197,0.0000000000,-0.0005872620,0.0000000000,0.9986712367,-0.0000000000,0.0515340758,0.0000000000,1910.1018764088,0.0000000000,-9016.9332588869
178.2982756920,-0.0000000000,17.2524280057,0.0000000000,-0.0005880634,0.0000000000,0.9986715395,-0.0000000000,0.0515282070,0.0000000000,1913.6844287100,0.0000000000,-9016.9570712921
178.2971729208,-0.0000000000,17.2523315991,0.0000000000,-0.0005888630,0.0000000000,0.9986718427,-0.0000000000,0.0515223302,0.0000000000,1917.2669591287,0.0000000000,-9016.9808412094
178.2960727067,-0.0000000000,17.2522354009,0.0000000000,-0.0005896605,0.0000000000,0.9986721463,-0.0000000000,0.0515164454,0.0000000000,1920.8494677160,0.0000000000,-9017.0045685833
178.2949750521,-0.0000000000,17.2521394124,0.0000000000,-0.0005904562,0.0000000000,0.9986724503,-0.0000000000,0.0515105527,0.0000000000,1924.4319545231,0.0000000000,-9017.0282533581
178.2938799593,-0.0000000000,17.2520436345,0.0000000000,-0.0005912499,0.0000000000,0.9986727546,-0.0000000000,0.0515046520,0.0000000000,1928.0144196012,0.0000000000,-9017.0518954786
178.2927874309,-0.0000000000,17.2519480683,0.0000000000,-0.0005920417,0.0000000000,0.9986730593,-0.0000000000,0.0514987434,0.0000000000,1931.5968630017,0.0000000000,-9017.0754948894
178.2916974693,-0.0000000000,17.2518527149,0.0000000000,-0.0005928316,0.0000000000,0.9986733644,-0.0000000000,0.0514928269,0.0000000000,1935.1792847758,0.0000000000,-9017.0990515354
178.2906100768,-0.0000000000,17.2517575753,0.0000000000,-0.0005936195,0.0000000000,0.9986736699,-0.0000000000,0.0514869025,0.0000000000,1938.7616849749,0.0000000000,-9017.1225653615
178.2895252560,-0.0000000000,17.2516626506,0.0000000000,-0.0005944055,0.0000000000,0.9986739757,-0.0000000000,0.0514809702,0.0000000000,1942.3440636505,0.0000000000,-9017.1460363128
178.2884430091,-0.0000000000,17.2515679417,0.0000000000,-0.0005951896,0.0000000000,0.9986742819,-0.0000000000,0.0514750301,0.0000000000,1945.9264208541,0.0000000000,-9017.1694643345
178.2873633385,-0.0000000000,17.2514734496,0.0000000000,-0.0005959717,0.0000000000,0.9986745884,-0.0000000000,0.0514690822,0.0000000000,1949.5087566372,0.0000000000,-9017.1928493720
178.2862862467,-0.0000000000,17.2513791754,0.0000000000,-0.0005967519,0.0000000000,0.9986748954,-0.0000000000,0.0514631265,0.0000000000,1953.0910710513,0.0000000000,-9017.2161913706
178.2852117361,-0.0000000000,17.2512851199,0.0000000000,-0.0005975302,0.0000000000,0.9986752026,-0.0000000000,0.0514571630,0.0000000000,1956.6733641482,0.0000000000,-9017.2394902761
178.2841398090,-0.0000000000,17.2511912841,0.0000000000,-0.0005983065,0.0000000000,0.9986755103,-0.0000000000,0.0514511917,0.0000000000,1960.2556359794,0.0000000000,-9017.2627460340
178.2830704677,-0.0000000000,17.2510976690,0.0000000000,-0.0005990809,0.0000000000,0.9986758183,-0.0000000000,0.0514452127,0.0000000000,1963.8378865966,0.0000000000,-9017.2859585902
178.2820037147,-0.0000000000,17.2510042753,0.0000000000,-0.0005998534,0.0000000000,0.9986761267,-0.0000000000,0.0514392260,0.0000000000,1967.4201160517,0.0000000000,-9017.3091278907
178.2809395523,-0.0000000000,17.2509111040,0.0000000000,-0.0006006240,0.0000000000,0.9986764354,-0.0000000000,0.0514332315,0.0000000000,1971.0023243964,0.0000000000,-9017.3322538814
178.2798779829,-0.0000000000,17.2508181558,0.0000000000,-0.0006013926,0.0000000000,0.9986767445,-0.0000000000,0.0514272294,0.0000000000,1974.5845116826,0.0000000000,-9017.3553365087
178.2788190088,-0.0000000000,17.2507254317,0.0000000000,-0.0006021593,0.0000000000,0.9986770540,-0.0000000000,0.0514212196,0.0000000000,1978.1666779622,0.0000000000,-9017.3783757188
178.2777626323,-0.0000000000,17.2506329324,0.0000000000,-0.0006029242,0.0000000000,0.9986773638,-0.0000000000,0.0514152022,0.0000000000,1981.7488232871,0.0000000000,-9017.4013714582
178.2767088557,-0.0000000000,17.2505406587,0.0000000000,-0.0006036871,0.0000000000,0.9986776740,-0.0000000000,0.0514091771,0.0000000000,1985.3309477093,0.0000000000,-9017.4243236735
178.2756576815,-0.0000000000,17.2504486112,0.0000000000,-0.0006044481,0.0000000000,0.9986779845,-0.0000000000,0.0514031444,0.0000000000,1988.9130512809,0.0000000000,-9017.4472323113
178.2746091119,-0.0000000000,17.2503567907,0.0000000000,-0.0006052072,0.0000000000,0.9986782954,-0.0000000000,0.0513971041,0.0000000000,1992.4951340538,0.0000000000,-9017.4700973184
178.2735631493,-0.0000000000,17.2502651980,0.0000000000,-0.0006059644,0.0000000000,0.9986786066,-0.0000000000,0.0513910563,0.0000000000,1996.0771960804,0.0000000000,-9017.4929186419
178.2725197959,-0.0000000000,17.2501738335,0.0000000000,-0.0006067197,0.0000000000,0.9986789182,-0.0000000000,0.0513850008,0.0000000000,1999.6592374126,0.0000000000,-9017.5156962288
178.2714790541,-0.0000000000,17.2500826980,0.0000000000,-0.0006074731,0.0000000000,0.9986792302,-0.0000000000,0.0513789379,0.0000000000,2003.2412581027,0.0000000000,-9017.5384300263
178.2704409262,-0.0000000000,17.2499917920,0.0000000000,-0.0006082247,0.0000000000,0.9986795424,-0.0000000000,0.0513728674,0.0000000000,2006.8232582031,0.0000000000,-9017.5611199818
178.2694054145,-0.0000000000,17.2499011162,0.0000000000,-0.0006089743,0.0000000000,0.9986798551,-0.0000000000,0.0513667895,0.0000000000,2010.4052377659,0.0000000000,-9017.5837660426
178.2683725212,-0.0000000000,17.2498106710,0.0000000000,-0.0006097221,0.0000000000,0.9986801681,-0.0000000000,0.0513607040,0.0000000000,2013.9871968435,0.0000000000,-9017.6063681564
178.2673422487,-0.0000000000,17.2497204569,0.0000000000,-0.0006104681,0.0000000000,0.9986804814,-0.0000000000,0.0513546111,0.0000000000,2017.5691354883,0.0000000000,-9017.6289262709
178.2663145992,-0.0000000000,17.2496304745,0.0000000000,-0.0006112122,0.0000000000,0.9986807951,-0.0000000000,0.0513485108,0.0000000000,2021.1510537528,0.0000000000,-9017.6514403339
178.2652895750,-0.0000000000,17.2495407241,0.0000000000,-0.0006119544,0.0000000000,0.9986811091,-0.0000000000,0.0513424030,0.0000000000,2024.7329516894,0.0000000000,-9017.6739102934
178.2642671784,-0.0000000000,17.2494512062,0.0000000000,-0.0006126947,0.0000000000,0.9986814235,-0.0000000000,0.0513362879,0.0000000000,2028.3148293506,0.0000000000,-9017.6963360975
178.2632474117,-0.0000000000,17.2493619212,0.0000000000,-0.0006134333,0.0000000000,0.9986817382,-0.0000000000,0.0513301653,0.0000000000,2031.8966867890,0.0000000000,-9017.7187176944
178.2622302771,-0.0000000000,17.2492728694,0.0000000000,-0.0006141699,0.0000000000,0.9986820532,-0.0000000000,0.0513240354,0.0000000000,2035.4785240572,0.0000000000,-9017.7410550324
178.2612157769,-0.0000000000,17.2491840511,0.0000000000,-0.0006149048,0.0000000000,0.9986823686,-0.0000000000,0.0513178981,0.0000000000,2039.0603412079,0.0000000000,-9017.7633480601
178.2602039133,-0.0000000000,17.2490954667,0.0000000000,-0.0006156378,0.0000000000,0.9986826843,-0.0000000000,0.0513117535,0.0000000000,2042.6421382937,0.0000000000,-9017.7855967261
178.2591946887,-0.0000000000,17.2490071165,0.0000000000,-0.0006163690,0.0000000000,0.9986830004,-0.0000000000,0.0513056016,0.0000000000,2046.2239153674,0.0000000000,-9017.8078009790
178.2581881051,-0.0000000000,17.2489190006,0.0000000000,-0.0006170984,0.0000000000,0.9986833168,-0.0000000000,0.0512994423,0.0000000000,2049.8056724817,0.0000000000,-9017.8299607678
178.2571841649,-0.0000000000,17.2488311194,0.0000000000,-0.0006178260,0.0000000000,0.9986836335,-0.0000000000,0.0512932758,0.0000000000,2053.3874096895,0.0000000000,-9017.8520760415
178.2561828703,-0.0000000000,17.2487434729,0.0000000000,-0.0006185518,0.0000000000,0.9986839506,-0.0000000000,0.0512871021,0.0000000000,2056.9691270436,0.0000000000,-9017.8741467491
178.2551842235,-0.0000000000,17.2486560614,0.0000000000,-0.0006192757,0.0000000000,0.9986842680,-0.0000000000,0.0512809211,0.0000000000,2060.5508245969,0.0000000000,-9017.8961728399
178.2541882268,-0.0000000000,17.2485688850,0.0000000000,-0.0006199979,0.0000000000,0.9986845857,-0.0000000000,0.0512747329,0.0000000000,2064.1325024024,0.0000000000,-9017.9181542634
178.2531948823,-0.0000000000,17.2484819439,0.0000000000,-0.0006207183,0.0000000000,0.9986849038,-0.0000000000,0.0512685375,0.0000000000,2067.7141605131,0.0000000000,-9017.9400909690
178.2522041924,-0.0000000000,17.2483952380,0.0000000000,-0.0006214369,0.0000000000,0.9986852222,-0.0000000000,0.0512623348,0.0000000000,2071.2957989819,0.0000000000,-9017.9619829063
178.2512161591,-0.0000000000,17.2483087676,0.0000000000,-0.0006221537,0.0000000000,0.9986855409,-0.0000000000,0.0512561251,0.0000000000,2074.8774178620,0.0000000000,-9017.9838300252
178.2502307847,-0.0000000000,17.2482225325,0.0000000000,-0.0006228688,0.0000000000,0.9986858600,-0.0000000000,0.0512499081,0.0000000000,2078.4590172065,0.0000000000,-9018.0056322755
178.2492480714,-0.0000000000,17.2481365330,0.0000000000,-0.0006235821,0.0000000000,0.9986861794,-0.0000000000,0.0512436841,0.0000000000,2082.0405970685,0.0000000000,-9018.0273896073
178.2482680213,-0.0000000000,17.2480507688,0.0000000000,-0.0006242936,0.0000000000,0.9986864991,-0.0000000000,0.0512374529,0.0000000000,2085.6221575012,0.0000000000,-9018.0491019707
178.2472906368,-0.0000000000,17.2479652402,0.0000000000,-0.0006250034,0.0000000000,0.9986868191,-0.0000000000,0.0512312146,0.0000000000,2089.2036985578,0.0000000000,-9018.0707693160
178.2463159198,-0.0000000000,17.2478799469,0.0000000000,-0.0006257114,0.0000000000,0.9986871395,-0.0000000000,0.0512249692,0.0000000000,2092.7852202917,0.0000000000,-9018.0923915937
178.2453438727,-0.0000000000,17.2477948890,0.0000000000,-0.0006264176,0.0000000000,0.9986874601,-0.0000000000,0.0512187168,0.0000000000,2096.3667227561,0.0000000000,-9018.1139687542
178.2443744976,-0.0000000000,17.2477100664,0.0000000000,-0.0006271221,0.0000000000,0.9986877811,-0.0000000000,0.0512124573,0.0000000000,2099.9482060043,0.0000000000,-9018.1355007484
178.2434077967,-0.0000000000,17.2476254790,0.0000000000,-0.0006278249,0.0000000000,0.9986881025,-0.0000000000,0.0512061908,0.0000000000,2103.5296700899,0.0000000000,-9018.1569875268
178.2424437720,-0.0000000000,17.2475411267,0.0000000000,-0.0006285259,0.0000000000,0.9986884241,-0.0000000000,0.0511999173,0.0000000000,2107.1111150661,0.0000000000,-9018.1784290406
178.2414824258,-0.0000000000,17.2474570093,0.0000000000,-0.0006292252,0.0000000000,0.9986887461,-0.0000000000,0.0511936368,0.0000000000,2110.6925409866,0.0000000000,-9018.1998252408
178.2405237602,-0.0000000000,17.2473731268,0.0000000000,-0.0006299227,0.0000000000,0.9986890684,-0.0000000000,0.0511873493,0.0000000000,2114.2739479048,0.0000000000,-9018.2211760786
178.2395677774,-0.0000000000,17.2472894789,0.0000000000,-0.0006306185,0.0000000000,0.9986893910,-0.0000000000,0.0511810549,0.0000000000,2117.8553358742,0.0000000000,-9018.2424815053
178.2386144794,-0.0000000000,17.2472060656,0.0000000000,-0.0006313126,0.0000000000,0.9986897139,-0.0000000000,0.0511747535,0.0000000000,2121.4367049485,0.0000000000,-9018.2637414724
178.2376638684,-0.0000000000,17.2471228866,0.0000000000,-0.0006320050,0.0000000000,0.9986900371,-0.0000000000,0.0511684452,0.0000000000,2125.0180551812,0.0000000000,-9018.2849559314
178.2367159466,-0.0000000000,17.2470399418,0.0000000000,-0.0006326956,0.0000000000,0.9986903607,-0.0000000000,0.0511621299,0.0000000000,2128.5993866262,0.0000000000,-9018.3061248341
178.2357707160,-0.0000000000,17.2469572310,0.0000000000,-0.0006333845,0.0000000000,0.9986906845,-0.0000000000,0.0511558078,0.0000000000,2132.1806993370,0.0000000000,-9018.3272481324
178.2348281787,-0.0000000000,17.2468747539,0.0000000000,-0.0006340717,0.0000000000,0.9986910087,-0.0000000000,0.0511494788,0.0000000000,2135.7619933675,0.0000000000,-9018.3483257782
178.2338883369,-0.0000000000,17.2467925104,0.0000000000,-0.0006347572,0.0000000000,0.9986913332,-0.0000000000,0.0511431430,0.0000000000,2139.3432687713,0.0000000000,-9018.3693577236
178.2329511927,-0.0000000000,17.2467105002,0.0000000000,-0.0006354410,0.0000000000,0.9986916579,-0.0000000000,0.0511368003,0.0000000000,2142.9245256024,0.0000000000,-9018.3903439209
178.2320167480,-0.0000000000,17.2466287232,0.0000000000,-0.0006361230,0.0000000000,0.9986919830,-0.0000000000,0.0511304508,0.0000000000,2146.5057639147,0.0000000000,-9018.4112843224
178.2310850051,-0.0000000000,17.2465471791,0.0000000000,-0.0006368034,0.0000000000,0.9986923085,-0.0000000000,0.0511240945,0.0000000000,2150.0869837619,0.0000000000,-9018.4321788807
178.2301559660,-0.0000000000,17.2464658676,0.0000000000,-0.0006374820,0.0000000000,0.9986926342,-0.0000000000,0.0511177314,0.0000000000,2153.6681851982,0.0000000000,-9018.4530275484
178.2292296327,-0.0000000000,17.2463847886,0.0000000000,-0.0006381589,0.0000000000,0.9986929602,-0.0000000000,0.0511113615,0.0000000000,2157.2493682773,0.0000000000,-9018.4738302782
178.2283060074,-0.0000000000,17.2463039418,0.0000000000,-0.0006388341,0.0000000000,0.9986932865,-0.0000000000,0.0511049849,0.0000000000,2160.8305330535,0.0000000000,-9018.4945870231
178.2273850920,-0.0000000000,17.2462233269,0.0000000000,-0.0006395076,0.0000000000,0.9986936131,-0.0000000000,0.0510986016,0.0000000000,2164.4116795807,0.0000000000,-9018.5152977360
178.2264668886,-0.0000000000,17.2461429437,0.0000000000,-0.0006401793,0.0000000000,0.9986939401,-0.0000000000,0.0510922115,0.0000000000,2167.9928079130,0.0000000000,-9018.5359623702
178.2255513993,-0.0000000000,17.2460627921,0.0000000000,-0.0006408494,0.0000000000,0.9986942673,-0.0000000000,0.0510858147,0.0000000000,2171.5739181046,0.0000000000,-9018.5565808788
178.2246386261,-0.0000000000,17.2459828716,0.0000000000,-0.0006415177,0.0000000000,0.9986945948,-0.0000000000,0.0510794112,0.0000000000,2175.1550102096,0.0000000000,-9018.5771532154
178.2237285710,-0.0000000000,17.2459031822,0.0000000000,-0.0006421843,0.0000000000,0.9986949227,-0.0000000000,0.0510730011,0.0000000000,2178.7360842822,0.0000000000,-9018.5976793335
178.2228212360,-0.0000000000,17.2458237235,0.0000000000,-0.0006428492,0.0000000000,0.9986952508,-0.0000000000,0.0510665843,0.0000000000,2182.3171403768,0.0000000000,-9018.6181591866
178.2219166232,-0.0000000000,17.2457444954,0.0000000000,-0.0006435124,0.0000000000,0.9986955792,-0.0000000000,0.0510601609,0.0000000000,2185.8981785475,0.0000000000,-9018.6385927288
178.2210147345,-0.0000000000,17.2456654976,0.0000000000,-0.0006441739,0.0000000000,0.9986959080,-0.0000000000,0.0510537309,0.0000000000,2189.4791988487,0.0000000000,-9018.6589799138
178.2201155719,-0.0000000000,17.2455867299,0.0000000000,-0.0006448336,0.0000000000,0.9986962370,-0.0000000000,0.0510472942,0.0000000000,2193.0602013348,0.0000000000,-9018.6793206958
178.2192191374,-0.0000000000,17.2455081921,0.0000000000,-0.0006454916,0.0000000000,0.9986965663,-0.0000000000,0.0510408510,0.0000000000,2196.6411860601,0.0000000000,-9018.6996150289
178.2183254331,-0.0000000000,17.2454298839,0.0000000000,-0.0006461479,0.0000000000,0.9986968959,-0.0000000000,0.0510344012,0.0000000000,2200.2221530791,0.0000000000,-9018.7198628675
178.2174344608,-0.0000000000,17.2453518053,0.0000000000,-0.0006468025,0.0000000000,0.9986972258,-0.0000000000,0.0510279449,0.0000000000,2203.8031024462,0.0000000000,-9018.7400641660
178.2165462225,-0.0000000000,17.2452739558,0.0000000000,-0.0006474553,0.0000000000,0.9986975560,-0.0000000000,0.0510214820,0.0000000000,2207.3840342159,0.0000000000,-9018.7602188791
178.2156607203,-0.0000000000,17.2451963355,0.0000000000,-0.0006481064,0.0000000000,0.9986978865,-0.0000000000,0.0510150127,0.0000000000,2210.9649484429,0.0000000000,-9018.7803269614
178.2147779559,-0.0000000000,17.2451189440,0.0000000000,-0.0006487558,0.0000000000,0.9986982173,-0.0000000000,0.0510085368,0.0000000000,2214.5458451816,0.0000000000,-9018.8003883677
178.2138979314,-0.0000000000,17.2450417813,0.0000000000,-0.0006494034,0.0000000000,0.9986985483,-0.0000000000,0.0510020544,0.0000000000,2218.1267244867,0.0000000000,-9018.8204030532
178.2130206487,-0.0000000000,17.2449648472,0.0000000000,-0.0006500493,0.0000000000,0.9986988797,-0.0000000000,0.0509955656,0.0000000000,2221.7075864128,0.0000000000,-9018.8403709728
178.2121461098,-0.0000000000,17.2448881414,0.0000000000,-0.0006506934,0.0000000000,0.9986992113,-0.0000000000,0.0509890704,0.0000000000,2225.2884310146,0.0000000000,-9018.8602920819
178.2112743164,-0.0000000000,17.2448116639,0.0000000000,-0.0006513358,0.0000000000,0.9986995433,-0.0000000000,0.0509825687,0.0000000000,2228.8692583468,0.0000000000,-9018.8801663357
178.2104052706,-0.0000000000,17.2447354146,0.0000000000,-0.0006519764,0.0000000000,0.9986998755,-0.0000000000,0.0509760606,0.0000000000,2232.4500684641,0.0000000000,-9018.8999936898
178.2095389743,-0.0000000000,17.2446593933,0.0000000000,-0.0006526153,0.0000000000,0.9987002080,-0.0000000000,0.0509695461,0.0000000000,2236.0308614215,0.0000000000,-9018.9197740999
178.2086754292,-0.0000000000,17.2445835999,0.0000000000,-0.0006532524,0.0000000000,0.9987005407,-0.0000000000,0.0509630253,0.0000000000,2239.6116372736,0.0000000000,-9018.9395075216
178.2078146374,-0.0000000000,17.2445080343,0.0000000000,-0.0006538877,0.0000000000,0.9987008738,-0.0000000000,0.0509564981,0.0000000000,2243.1923960753,0.0000000000,-9018.9591939109
178.2069566006,-0.0000000000,17.2444326964,0.0000000000,-0.0006545213,0.0000000000,0.9987012071,-0.0000000000,0.0509499645,0.0000000000,2246.7731378816,0.0000000000,-9018.9788332238
178.2061013208,-0.0000000000,17.2443575862,0.0000000000,-0.0006551531,0.0000000000,0.9987015407,-0.0000000000,0.0509434246,0.0000000000,2250.3538627473,0.0000000000,-9018.9984254165
178.2052487997,-0.0000000000,17.2442827036,0.0000000000,-0.0006557831,0.0000000000,0.9987018746,-0.0000000000,0.0509368785,0.0000000000,2253.9345707274,0.0000000000,-9019.0179704452
178.2043990393,-0.0000000000,17.2442080485,0.0000000000,-0.0006564114,0.0000000000,0.9987022088,-0.0000000000,0.0509303260,0.0000000000,2257.5152618770,0.0000000000,-9019.0374682663
178.2035520413,-0.0000000000,17.2441336209,0.0000000000,-0.0006570378,0.0000000000,0.9987025433,-0.0000000000,0.0509237673,0.0000000000,2261.0959362509,0.0000000000,-9019.0569188365
178.2027078077,-0.0000000000,17.2440594208,0.0000000000,-0.0006576625,0.0000000000,0.9987028780,-0.0000000000,0.0509172023,0.0000000000,2264.6765939044,0.0000000000,-9019.0763221123
178.2018663401,-0.0000000000,17.2439854481,0.0000000000,-0.0006582854,0.0000000000,0.9987032130,-0.0000000000,0.0509106311,0.0000000000,2268.2572348925,0.0000000000,-9019.0956780506
178.2010276405,-0.0000000000,17.2439117029,0.0000000000,-0.0006589064,0.0000000000,0.9987035483,-0.0000000000,0.0509040537,0.0000000000,2271.8378592703,0.0000000000,-9019.1149866084
178.2001917106,-0.0000000000,17.2438381852,0.0000000000,-0.0006595257,0.0000000000,0.9987038838,-0.0000000000,0.0508974701,0.0000000000,2275.4184670930,0.0000000000,-9019.1342477426
178.1993585522,-0.0000000000,17.2437648951,0.0000000000,-0.0006601431,0.0000000000,0.9987042196,-0.0000000000,0.0508908803,0.0000000000,2278.9990584159,0.0000000000,-9019.1534614105
178.1985281672,-0.0000000000,17.2436918324,0.0000000000,-0.0006607588,0.0000000000,0.9987045557,-0.0000000000,0.0508842843,0.0000000000,2282.5796332940,0.0000000000,-9019.1726275695
178.1977005572,-0.0000000000,17.2436189974,0.0000000000,-0.0006613726,0.0000000000,0.9987048921,-0.0000000000,0.0508776822,0.0000000000,2286.1601917827,0.0000000000,-9019.1917461769
178.1968757240,-0.0000000000,17.2435463900,0.0000000000,-0.0006619846,0.0000000000,0.9987052287,-0.0000000000,0.0508710740,0.0000000000,2289.7407339373,0.0000000000,-9019.2108171904
178.1960536695,-0.0000000000,17.2434740104,0.0000000000,-0.0006625947,0.0000000000,0.9987055656,-0.0000000000,0.0508644597,0.0000000000,2293.3212598131,0.0000000000,-9019.2298405677
178.1952343953,-0.0000000000,17.2434018587,0.0000000000,-0.0006632030,0.0000000000,0.9987059027,-0.0000000000,0.0508578393,0.0000000000,2296.9017694655,0.0000000000,-9019.2488162666
178.1944179032,-0.0000000000,17.2433299348,0.0000000000,-0.0006638095,0.0000000000,0.9987062402,-0.0000000000,0.0508512128,0.0000000000,2300.4822629499,0.0000000000,-9019.2677442452
178.1936041949,-0.0000000000,17.2432582391,0.0000000000,-0.0006644142,0.0000000000,0.9987065779,-0.0000000000,0.0508445803,0.0000000000,2304.0627403217,0.0000000000,-9019.2866244616
178.1927932721,-0.0000000000,17.2431867715,0.0000000000,-0.0006650170,0.0000000000,0.9987069158,-0.0000000000,0.0508379417,0.0000000000,2307.6432016363,0.0000000000,-9019.3054568740
178.1919851366,-0.0000000000,17.2431155322,0.0000000000,-0.0006656179,0.0000000000,0.9987072540,-0.0000000000,0.0508312971,0.0000000000,2311.2236469493,0.0000000000,-9019.3242414408
