time_s,p_rads,q_rads,r_rads,H_inertial_mag,H_drift_rel,T_rot_J,T_drift_rel
5.7800000000,-0.3215275908,0.0452625446,0.5986419126,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.7850000000,-0.3215973327,0.0444410712,0.5986851777,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.7900000000,-0.3216658020,0.0436193625,0.5987276593,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.7950000000,-0.3217329980,0.0427974227,0.5987693568,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8000000000,-0.3217989201,0.0419752561,0.5988102695,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8050000000,-0.3218635678,0.0411528671,0.5988503966,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8100000000,-0.3219269403,0.0403302599,0.5988897375,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8150000000,-0.3219890372,0.0395074389,0.5989282914,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8200000000,-0.3220498579,0.0386844084,0.5989660578,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8250000000,-0.3221094017,0.0378611727,0.5990030360,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8300000000,-0.3221676682,0.0370377361,0.5990392252,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8350000000,-0.3222246567,0.0362141031,0.5990746250,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8400000000,-0.3222803668,0.0353902778,0.5991092347,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8450000000,-0.3223347980,0.0345662647,0.5991430537,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8500000000,-0.3223879497,0.0337420681,0.5991760814,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8550000000,-0.3224398215,0.0329176924,0.5992083173,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8600000000,-0.3224904128,0.0320931418,0.5992397607,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8650000000,-0.3225397232,0.0312684208,0.5992704112,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8700000000,-0.3225877522,0.0304435337,0.5993002683,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8750000000,-0.3226344995,0.0296184849,0.5993293313,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8800000000,-0.3226799645,0.0287932787,0.5993575999,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8850000000,-0.3227241468,0.0279679194,0.5993850734,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8900000000,-0.3227670460,0.0271424115,0.5994117515,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.8950000000,-0.3228086618,0.0263167593,0.5994376337,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9000000000,-0.3228489937,0.0254909672,0.5994627196,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9050000000,-0.3228880413,0.0246650396,0.5994870086,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9100000000,-0.3229258044,0.0238389808,0.5995105005,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9150000000,-0.3229622825,0.0230127952,0.5995331947,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9200000000,-0.3229974753,0.0221864873,0.5995550909,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9250000000,-0.3230313824,0.0213600612,0.5995761887,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9300000000,-0.3230640037,0.0205335216,0.5995964877,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9350000000,-0.3230953386,0.0197068727,0.5996159877,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9400000000,-0.3231253871,0.0188801189,0.5996346882,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9450000000,-0.3231541487,0.0180532647,0.5996525890,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9500000000,-0.3231816232,0.0172263144,0.5996696896,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9550000000,-0.3232078104,0.0163992724,0.5996859899,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9600000000,-0.3232327100,0.0155721431,0.5997014896,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9650000000,-0.3232563218,0.0147449308,0.5997161884,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9700000000,-0.3232786455,0.0139176401,0.5997300859,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9750000000,-0.3232996810,0.0130902753,0.5997431821,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9800000000,-0.3233194281,0.0122628408,0.5997554766,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9850000000,-0.3233378865,0.0114353410,0.5997669693,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9900000000,-0.3233550561,0.0106077803,0.5997776599,0.0059095438,0.0000000000,0.0018891459,0.0000000000
5.9950000000,-0.3233709367,0.0097801631,0.5997875483,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0000000000,-0.3233855283,0.0089524938,0.5997966343,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0050000000,-0.3233988306,0.0081247769,0.5998049177,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0100000000,-0.3234108435,0.0072970167,0.5998123984,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0150000000,-0.3234215669,0.0064692175,0.5998190763,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0200000000,-0.3234310008,0.0056413840,0.5998249512,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0250000000,-0.3234391450,0.0048135204,0.5998300231,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0300000000,-0.3234459994,0.0039856311,0.5998342918,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0350000000,-0.3234515640,0.0031577206,0.5998377574,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0400000000,-0.3234558388,0.0023297933,0.5998404196,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0450000000,-0.3234588236,0.0015018536,0.5998422786,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0500000000,-0.3234605186,0.0006739059,0.5998433341,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0550000000,-0.3234609235,-0.0001540454,0.5998435864,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0600000000,-0.3234600386,-0.0009819959,0.5998430352,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0650000000,-0.3234578636,-0.0018099412,0.5998416807,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0700000000,-0.3234543988,-0.0026378768,0.5998395228,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0750000000,-0.3234496440,-0.0034657983,0.5998365616,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0800000000,-0.3234435995,-0.0042937014,0.5998327972,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0850000000,-0.3234362651,-0.0051215817,0.5998282296,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0900000000,-0.3234276410,-0.0059494346,0.5998228589,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.0950000000,-0.3234177273,-0.0067772559,0.5998166852,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1000000000,-0.3234065240,-0.0076050410,0.5998097085,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1050000000,-0.3233940313,-0.0084327857,0.5998019291,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1100000000,-0.3233802492,-0.0092604854,0.5997933470,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1150000000,-0.3233651780,-0.0100881358,0.5997839624,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1200000000,-0.3233488176,-0.0109157325,0.5997737755,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1250000000,-0.3233311684,-0.0117432711,0.5997627864,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1300000000,-0.3233122305,-0.0125707471,0.5997509953,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1350000000,-0.3232920040,-0.0133981562,0.5997384025,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1400000000,-0.3232704891,-0.0142254939,0.5997250081,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1450000000,-0.3232476860,-0.0150527559,0.5997108124,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1500000000,-0.3232235950,-0.0158799378,0.5996958156,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1550000000,-0.3231982162,-0.0167070351,0.5996800179,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1600000000,-0.3231715500,-0.0175340435,0.5996634198,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1650000000,-0.3231435965,-0.0183609586,0.5996460213,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1700000000,-0.3231143560,-0.0191877760,0.5996278229,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1750000000,-0.3230838288,-0.0200144912,0.5996088249,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1800000000,-0.3230520151,-0.0208411000,0.5995890275,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1850000000,-0.3230189154,-0.0216675979,0.5995684312,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1900000000,-0.3229845298,-0.0224939805,0.5995470363,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.1950000000,-0.3229488587,-0.0233202434,0.5995248431,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2000000000,-0.3229119024,-0.0241463823,0.5995018520,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2050000000,-0.3228736613,-0.0249723928,0.5994780635,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2100000000,-0.3228341357,-0.0257982705,0.5994534779,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2150000000,-0.3227933260,-0.0266240111,0.5994280957,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2200000000,-0.3227512326,-0.0274496101,0.5994019172,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2250000000,-0.3227078559,-0.0282750632,0.5993749431,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2300000000,-0.3226631962,-0.0291003660,0.5993471736,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2350000000,-0.3226172540,-0.0299255142,0.5993186094,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2400000000,-0.3225700298,-0.0307505033,0.5992892508,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2450000000,-0.3225215239,-0.0315753291,0.5992590985,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2500000000,-0.3224717367,-0.0323999872,0.5992281529,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2550000000,-0.3224206689,-0.0332244732,0.5991964145,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2600000000,-0.3223683208,-0.0340487828,0.5991638839,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2650000000,-0.3223146929,-0.0348729116,0.5991305617,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2700000000,-0.3222597858,-0.0356968553,0.5990964484,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2750000000,-0.3222035999,-0.0365206096,0.5990615446,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2800000000,-0.3221461358,-0.0373441700,0.5990258510,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2850000000,-0.3220873939,-0.0381675323,0.5989893681,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2900000000,-0.3220273749,-0.0389906922,0.5989520965,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.2950000000,-0.3219660793,-0.0398136453,0.5989140370,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3000000000,-0.3219035076,-0.0406363872,0.5988751902,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3050000000,-0.3218396605,-0.0414589137,0.5988355566,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3100000000,-0.3217745385,-0.0422812205,0.5987951371,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3150000000,-0.3217081423,-0.0431033032,0.5987539323,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3200000000,-0.3216404724,-0.0439251575,0.5987119430,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3250000000,-0.3215715295,-0.0447467791,0.5986691697,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3300000000,-0.3215013142,-0.0455681638,0.5986256134,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3350000000,-0.3214298272,-0.0463893072,0.5985812746,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3400000000,-0.3213570691,-0.0472102050,0.5985361543,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3450000000,-0.3212830406,-0.0480308529,0.5984902531,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3500000000,-0.3212077424,-0.0488512467,0.5984435719,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3550000000,-0.3211311751,-0.0496713821,0.5983961114,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3600000000,-0.3210533396,-0.0504912547,0.5983478725,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3650000000,-0.3209742364,-0.0513108604,0.5982988560,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3700000000,-0.3208938664,-0.0521301949,0.5982490628,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3750000000,-0.3208122303,-0.0529492538,0.5981984936,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3800000000,-0.3207293288,-0.0537680330,0.5981471494,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3850000000,-0.3206451626,-0.0545865282,0.5980950311,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3900000000,-0.3205597327,-0.0554047351,0.5980421395,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.3950000000,-0.3204730397,-0.0562226495,0.5979884755,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4000000000,-0.3203850844,-0.0570402671,0.5979340401,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4050000000,-0.3202958677,-0.0578575838,0.5978788342,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4100000000,-0.3202053904,-0.0586745953,0.5978228588,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4150000000,-0.3201136533,-0.0594912973,0.5977661147,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4200000000,-0.3200206572,-0.0603076857,0.5977086030,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4250000000,-0.3199264031,-0.0611237563,0.5976503247,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4300000000,-0.3198308917,-0.0619395048,0.5975912808,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4350000000,-0.3197341240,-0.0627549270,0.5975314722,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4400000000,-0.3196361008,-0.0635700187,0.5974709000,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4450000000,-0.3195368230,-0.0643847758,0.5974095652,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4500000000,-0.3194362915,-0.0651991941,0.5973474689,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4550000000,-0.3193345074,-0.0660132693,0.5972846122,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4600000000,-0.3192314714,-0.0668269974,0.5972209960,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4650000000,-0.3191271845,-0.0676403741,0.5971566216,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4700000000,-0.3190216477,-0.0684533953,0.5970914900,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4750000000,-0.3189148620,-0.0692660568,0.5970256023,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4800000000,-0.3188068283,-0.0700783545,0.5969589596,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4850000000,-0.3186975476,-0.0708902843,0.5968915630,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4900000000,-0.3185870209,-0.0717018419,0.5968234139,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.4950000000,-0.3184752492,-0.0725130233,0.5967545131,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5000000000,-0.3183622335,-0.0733238243,0.5966848621,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5050000000,-0.3182479749,-0.0741342409,0.5966144619,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5100000000,-0.3181324744,-0.0749442689,0.5965433137,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5150000000,-0.3180157330,-0.0757539042,0.5964714188,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5200000000,-0.3178977519,-0.0765631427,0.5963987784,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5250000000,-0.3177785320,-0.0773719804,0.5963253937,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5300000000,-0.3176580744,-0.0781804130,0.5962512660,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5350000000,-0.3175363803,-0.0789884367,0.5961763965,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5400000000,-0.3174134508,-0.0797960472,0.5961007865,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5450000000,-0.3172892869,-0.0806032405,0.5960244373,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5500000000,-0.3171638898,-0.0814100126,0.5959473502,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5550000000,-0.3170372606,-0.0822163595,0.5958695264,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5600000000,-0.3169094004,-0.0830222769,0.5957909674,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5650000000,-0.3167803105,-0.0838277611,0.5957116744,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5700000000,-0.3166499920,-0.0846328078,0.5956316488,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5750000000,-0.3165184460,-0.0854374131,0.5955508920,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5800000000,-0.3163856737,-0.0862415730,0.5954694053,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5850000000,-0.3162516764,-0.0870452835,0.5953871901,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5900000000,-0.3161164552,-0.0878485405,0.5953042477,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.5950000000,-0.3159800114,-0.0886513401,0.5952205797,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6000000000,-0.3158423462,-0.0894536782,0.5951361874,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6050000000,-0.3157034607,-0.0902555510,0.5950510722,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6100000000,-0.3155633564,-0.0910569544,0.5949652356,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6150000000,-0.3154220343,-0.0918578846,0.5948786790,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6200000000,-0.3152794959,-0.0926583374,0.5947914040,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6250000000,-0.3151357422,-0.0934583090,0.5947034119,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6300000000,-0.3149907748,-0.0942577955,0.5946147042,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6350000000,-0.3148445947,-0.0950567928,0.5945252825,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6400000000,-0.3146972034,-0.0958552972,0.5944351483,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6450000000,-0.3145486022,-0.0966533046,0.5943443031,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6500000000,-0.3143987923,-0.0974508112,0.5942527483,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6550000000,-0.3142477752,-0.0982478131,0.5941604856,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6600000000,-0.3140955521,-0.0990443064,0.5940675166,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6650000000,-0.3139421244,-0.0998402871,0.5939738427,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6700000000,-0.3137874935,-0.1006357515,0.5938794655,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6750000000,-0.3136316607,-0.1014306957,0.5937843867,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6800000000,-0.3134746275,-0.1022251158,0.5936886078,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6850000000,-0.3133163952,-0.1030190080,0.5935921305,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6900000000,-0.3131569652,-0.1038123683,0.5934949563,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.6950000000,-0.3129963390,-0.1046051931,0.5933970870,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7000000000,-0.3128345179,-0.1053974785,0.5932985241,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7050000000,-0.3126715033,-0.1061892206,0.5931992692,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7100000000,-0.3125072968,-0.1069804157,0.5930993242,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7150000000,-0.3123418998,-0.1077710599,0.5929986905,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7200000000,-0.3121753137,-0.1085611495,0.5928973700,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7250000000,-0.3120075399,-0.1093506807,0.5927953643,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7300000000,-0.3118385801,-0.1101396498,0.5926926752,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7350000000,-0.3116684355,-0.1109280529,0.5925893042,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7400000000,-0.3114971078,-0.1117158864,0.5924852533,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7450000000,-0.3113245985,-0.1125031464,0.5923805240,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7500000000,-0.3111509090,-0.1132898293,0.5922751183,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7550000000,-0.3109760409,-0.1140759314,0.5921690377,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7600000000,-0.3107999956,-0.1148614488,0.5920622841,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7650000000,-0.3106227749,-0.1156463780,0.5919548593,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7700000000,-0.3104443800,-0.1164307152,0.5918467650,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7750000000,-0.3102648128,-0.1172144567,0.5917380032,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7800000000,-0.3100840746,-0.1179975989,0.5916285754,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7850000000,-0.3099021671,-0.1187801381,0.5915184837,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7900000000,-0.3097190919,-0.1195620706,0.5914077298,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.7950000000,-0.3095348505,-0.1203433929,0.5912963156,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8000000000,-0.3093494445,-0.1211241011,0.5911842429,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8050000000,-0.3091628756,-0.1219041919,0.5910715135,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8100000000,-0.3089751453,-0.1226836614,0.5909581294,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8150000000,-0.3087862554,-0.1234625061,0.5908440925,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8200000000,-0.3085962073,-0.1242407224,0.5907294046,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8250000000,-0.3084050028,-0.1250183068,0.5906140675,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8300000000,-0.3082126436,-0.1257952556,0.5904980834,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8350000000,-0.3080191311,-0.1265715653,0.5903814540,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8400000000,-0.3078244672,-0.1273472323,0.5902641812,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8450000000,-0.3076286535,-0.1281222530,0.5901462671,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8500000000,-0.3074316917,-0.1288966240,0.5900277136,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8550000000,-0.3072335834,-0.1296703417,0.5899085226,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8600000000,-0.3070343304,-0.1304434026,0.5897886961,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8650000000,-0.3068339344,-0.1312158032,0.5896682361,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8700000000,-0.3066323971,-0.1319875399,0.5895471445,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8750000000,-0.3064297201,-0.1327586094,0.5894254234,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8800000000,-0.3062259053,-0.1335290080,0.5893030747,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8850000000,-0.3060209544,-0.1342987324,0.5891801006,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8900000000,-0.3058148690,-0.1350677792,0.5890565029,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.8950000000,-0.3056076510,-0.1358361447,0.5889322838,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9000000000,-0.3053993021,-0.1366038257,0.5888074452,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9050000000,-0.3051898242,-0.1373708187,0.5886819893,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9100000000,-0.3049792188,-0.1381371203,0.5885559180,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9150000000,-0.3047674879,-0.1389027271,0.5884292336,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9200000000,-0.3045546333,-0.1396676356,0.5883019379,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9250000000,-0.3043406566,-0.1404318426,0.5881740331,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9300000000,-0.3041255598,-0.1411953446,0.5880455214,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9350000000,-0.3039093447,-0.1419581382,0.5879164048,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9400000000,-0.3036920129,-0.1427202202,0.5877866854,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9450000000,-0.3034735665,-0.1434815872,0.5876563653,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9500000000,-0.3032540072,-0.1442422359,0.5875254467,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9550000000,-0.3030333368,-0.1450021629,0.5873939317,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9600000000,-0.3028115572,-0.1457613649,0.5872618225,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9650000000,-0.3025886703,-0.1465198387,0.5871291212,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9700000000,-0.3023646779,-0.1472775810,0.5869958300,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9750000000,-0.3021395819,-0.1480345885,0.5868619510,0.0059095438,0.0000000000,0.0018891459,0.0000000000
6.9800000000,-0.3019133841,-0.1487908579,0.5867274864,0.0059095438,0.0000000000,0.0018891459,0.0000000000
